ID,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_0,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_1,k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_1,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae_2,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]_0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Gemellales; f__Gemellaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae_1,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae_0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Turicibacterales; f__Turicibacteraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f___0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae_3,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae_2,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]_0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_0,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_1,k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae_2,k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae_0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae_1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae_0,k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae_0
6,-0.026746454851560585,0.8099426774001272,0.08144665247407637,0.9780617361687323,-1.1625827292910298,-0.24077722551769185,0.1353911049031056,0.1425437674396664,0.07466361268510689,-0.2400428799808694,0.1192532651153329,-0.30994214384786334,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,2.7832345818633764,2.606966198369102,-0.3357594721060526,0.06233965136701778,0.0809309287737381,-0.39371325343922137,-0.06593373170482207,3.17527844448103,-0.2657824023358234,-0.7268949731006757,0.5034468279693532,-0.266271403950695,0.5462441808279475,0.350347061435843,0.8521871252081571,-0.6242071609706417,-1.1351959116583223,-0.4620642913130108,0.7626076413457981,-0.21379676533128658,0.10586377787571671,0.5428242138718389,0.7337541429547567,-0.23355548424025183,0.07703092643237042,0.143133938641577,-0.38250250301295236,-0.20665498626326873,-0.1747308238998246,-0.22967641118187085
27,-0.21598712190210106,-0.7615150105537143,-0.10633165187430509,-0.6725077678904997,-0.3059937937345488,-0.7067757709831017,3.1314785376585124,3.9469055024821573,-1.829253404549725,-0.525544778533084,0.1192532651153329,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.26581886085755413,-0.24981275016575397,-0.3966485075657653,0.27023033543528624,-0.3357594721060526,-0.25164323402795313,0.0809309287737381,-0.2570587625999727,0.07695910416366386,-0.018145954934700358,-0.9737188805192909,-1.7456850358252294,0.15043192581988674,-0.26364969923189685,0.1852953241148905,0.0903074686708228,0.4040001231020262,0.6245229983404609,-0.03528487019500417,0.04334182163019519,0.004859134983244762,-0.21379676533128658,-1.2503750235616473,1.955305611562398,-2.146827972817837,-0.23355548424025183,2.867393653302435,-0.27885892187395717,-0.39460661700078353,-0.2082390291877449,-0.4324314160173192,-0.22967641118187085
41,-0.21598712190210106,-0.695378183145621,-0.043309977601345515,-0.6988572528060534,-0.277661842162396,-0.12809597822211052,1.382392322004214,3.4586740480524916,-2.3900297320014867,-0.525544778533084,0.1192532651153329,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.4833354994532673,-0.3357594721060526,0.12060816716427261,0.0809309287737381,-0.017716842232454066,0.7935709958198797,-1.0033227574964085,-0.08163727443582192,-0.3674399921460846,-0.13281886671106122,-0.19262081704369666,1.6902530443014139,-0.9472244564661483,-0.6530618583408441,-0.27216414985050097,-0.33628741217119007,-0.08814173349883629,-0.49487765715999454,-0.21379676533128658,0.6646040257606771,0.032404821422066146,0.37791520024385505,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.3976612640579083,-0.1818668847587832,-0.16930089588431924,1.8652770831751084
52,-0.21598712190210106,-0.7617600266526738,-0.17391788728409183,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,1.3228661210765285,1.1681631939661148,-0.29517419959944785,-0.525544778533084,0.12847013220106446,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.4913063722575878,-0.3357594721060526,2.219930548690598,0.0809309287737381,-0.3165621942124671,0.020118896835437605,2.397715193832801,-3.034674776041733,0.7090895542790655,4.985965700726301,-0.26601997301935565,-0.17057248446172435,0.7616133348314214,0.411255662312858,-0.351430621177446,-3.1918040477116314,-1.2383636307010542,-0.49487765715999454,-0.21379676533128658,0.8439385504669826,1.9633588634203198,2.706483981724273,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.41189520529133505,0.7309725806700318,-0.041859613831802915,-0.22967641118187085
70,-0.21598712190210106,0.29225057861561987,1.0332433509633847,0.15729713529814823,0.3235562865123569,0.2995012211167742,0.045831894740814165,-0.4632637246670126,0.4387113582921154,0.021845586937116836,0.351404802928188,1.1588367204026921,1.9886393454765021,0.3871949529012596,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.39187736652685845,-0.3357594721060526,1.2830096886362379,5.6855064244842595,-0.2622463905210645,0.06161533799341073,-1.578161187925142,-0.027576557508844447,-0.07551182164197652,-0.12551020113853315,-0.2627841596702844,-0.33855193439616077,-1.2788490811078983,-0.49295888010025407,-0.8075060877228082,1.0176022118441213,-0.11716494969907779,-0.19411266324208915,-0.21379676533128658,-0.2144101958870318,-0.8016649879899794,-0.3115850941843651,-0.23355548424025183,-0.34805588565909584,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,3.9968513646809263
22,-0.21598712190210106,-0.5829390589414996,0.19763970834171332,0.11061628409048928,1.161689386974265,-0.3441550620963443,1.9398644044397355,1.253966751563336,-1.0105750291219444,0.3369698108772645,0.1192532651153329,1.6089419680283965,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,0.602053199477211,-0.4980909064189993,0.34812230205029193,-0.3609660675804532,-1.158903815296231,-0.22873331516530543,0.06683223706044433,-0.8831767416471971,-0.40801158311756397,0.42150017773306275,0.7035206099083798,-0.262776191453742,-0.34387389386949957,0.4029509174447748,0.9423210249849452,-1.241508144402144,2.320087532507264,-0.36636338264285934,0.5582887211856745,-0.21379676533128658,-0.2515682250928615,-0.43808056635335585,-0.1501267754405971,-0.23355548424025183,-0.34456641685398093,-0.27885892187395717,-0.39795658122160726,-0.20867743278561085,-0.4324314160173192,-0.031686718275384884
43,-0.21598712190210106,-0.8025214606051095,-0.18563772070225754,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-0.7727144655611073,-0.2543159089465667,0.23475197962494734,-0.525544778533084,0.1192532651153329,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,1.9648841518956828,-0.2616227526882941,-0.24967268156957553,-0.3966485075657653,-0.4805311215406607,0.1597126376721194,-0.8755965123860097,0.0809309287737381,4.83678253454834,-1.910723347023915,-1.8867941505804886,0.05688506693350138,-0.05252905401228084,-0.17439036454521406,1.7868980815163862,-1.22762341281111,0.11330691462327488,0.16784347372523403,-0.4505833439941391,-0.043673947740463126,0.05660927096583156,-0.49487765715999454,-0.21379676533128658,-0.24883844158880772,-0.8832380606187418,-0.41845764229488375,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,0.4229787889459236,-0.1012431450819853,-0.4324314160173192,-0.22967641118187085
8,-0.21598712190210106,-0.7388293318504264,-0.1188572389247864,0.9959238648632018,2.8930744220248825,-0.33076875260219585,0.031232028391747022,0.23221004829729408,-0.3389645022559438,-0.525544778533084,0.1192532651153329,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.5000833274849273,-0.0251533352679363,2.0917569386766393,0.32625285889002387,-0.2638205041095608,0.04655422711381501,3.6054601302832405,-2.7536137001997445,-3.6348058118728233,0.27062263121749625,-0.1982015473379591,2.9794457853964715,2.094440408834308,-2.1166706845731142,-0.5741272907300491,-0.6967237232045307,-0.253887020010675,-0.49487765715999454,-0.21379676533128658,-1.2282153990259048,1.9011017336638574,-1.7249317955510273,-0.23355548424025183,-0.36892485262674973,-0.27885892187395717,-0.39314690390369494,-0.20804799924490622,0.11635176903052849,-0.16223406084698402
14,-0.21598712190210106,-0.629185420762185,0.14959246598589612,-0.0013144789192825143,-0.6409926578219816,0.10551489214749574,-0.48685986501108874,0.029708575802819905,0.5269049426172827,-0.2710601097288353,-0.7090820460755692,-0.2790207922762003,-0.2738251336730715,1.070817378538153,-0.2860107560301795,-0.021400439611569896,-0.31572855264054295,-0.26814395759441495,-0.3297161978506936,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.026394776971254152,0.18679649610320706,0.5605926603824167,-1.2369329970091658,1.731741463454503,5.534896014219593,2.1047017727355692,-1.432079333970951,2.078987492161251,4.014515145903273,0.14230098613682748,2.046794799102653,-1.1069646228921082,0.8196164417447391,-0.8677740696414054,-2.3740234309182253,-1.0511551360044629,0.41044077617102,0.2548557817614607,-0.42470301889283246,0.19429405639638012,0.1667906957644329,-0.23355548424025183,-0.28516926997384734,-0.27885892187395717,-0.39492219951528523,-0.20828032888549125,-0.4324314160173192,0.053981969637852754
66,-0.21598712190210106,0.6765250139716696,0.4139172320812298,-0.7173921140471735,-0.25773246620825707,0.2789613018818257,-0.7727144655611073,-0.2543159089465667,0.23475197962494734,-0.525544778533084,0.1192532651153329,-0.5134919403156137,-0.2738251336730715,-0.4919158124124936,-0.2860107560301795,-0.41771998454834125,-0.31572855264054295,-0.26814395759441495,-0.28404262997567414,-0.2947312985140278,-0.2507778645982908,-0.3966485075657653,-0.32583747726753637,-0.3357594721060526,1.2350075074268303,0.0809309287737381,-0.38274117432670113,-0.06319561866251615,0.8823386890040611,-1.515150460009224,-4.994198626262015,0.2399248565545573,-0.18117519215987274,0.05470843023050815,0.5086960237203019,-0.09142438344934271,3.135924759600082,0.07537700360516222,0.037746043561657526,-0.49487765715999454,-0.21379676533128658,-1.035839898999543,0.0208437447426311,0.7319807125226098,-0.23355548424025183,3.187086907102135,-0.27885892187395717,-0.13676880806314468,-0.2158327140051422,1.822316257692889,-0.22967641118187085
