,y score 0,y score 1,y pred,y test
0,0.4099909,0.5900091,1,1
1,0.5508499,0.44915012,0,0
2,0.5174703,0.4825297,0,0
3,0.43771112,0.5622889,1,0
4,0.5493092,0.4506908,0,0
5,0.55480134,0.44519868,0,1
6,0.3843919,0.6156081,1,1
7,0.45248193,0.5475181,1,0
8,0.5545933,0.4454067,0,0
9,0.59966683,0.4003332,0,1
10,0.42640215,0.57359785,1,1
11,0.46225852,0.5377415,1,1
12,0.5766734,0.4233266,0,1
13,0.35537887,0.64462113,1,1
14,0.36712515,0.63287485,1,0
15,0.56829876,0.43170124,0,0
16,0.5246073,0.47539273,0,1
17,0.51021373,0.48978624,0,0
18,0.6838221,0.3161779,0,0
19,0.55601466,0.44398537,0,0
20,0.45888084,0.54111916,1,1
21,0.4950276,0.5049724,1,0
22,0.55352044,0.44647956,0,0
23,0.38878733,0.6112127,1,0
24,0.45586747,0.54413253,1,0
25,0.53376687,0.4662331,0,0
26,0.59488213,0.4051179,0,1
27,0.40560067,0.59439933,1,1
28,0.4944412,0.5055588,1,0
29,0.44219995,0.55780005,1,1
30,0.57334644,0.42665356,0,1
31,0.40151668,0.5984833,1,0
32,0.54144585,0.45855415,0,1
33,0.41054314,0.58945686,1,0
34,0.5202743,0.4797257,0,0
35,0.5214557,0.4785443,0,0
36,0.4570704,0.5429296,1,1
37,0.67001486,0.32998514,0,0
38,0.5294589,0.47054115,0,0
39,0.4076534,0.5923466,1,1
40,0.43657607,0.56342393,1,1
41,0.32532078,0.6746792,1,1
42,0.48147094,0.51852906,1,1
43,0.40055948,0.5994405,1,1
44,0.56856793,0.43143207,0,0
45,0.40407997,0.59592,1,1
46,0.5914192,0.40858078,0,0
47,0.46061248,0.5393875,1,0
48,0.31299508,0.6870049,1,0
49,0.5484493,0.45155075,0,0
50,0.517815,0.48218504,0,0
51,0.3332852,0.6667148,1,1
52,0.34915555,0.65084445,1,0
53,0.4245574,0.5754426,1,1
54,0.603883,0.396117,0,0
55,0.48359752,0.5164025,1,1
56,0.6541326,0.3458674,0,0
57,0.57823193,0.42176804,0,0
58,0.33712184,0.66287816,1,0
59,0.50407225,0.49592775,0,0
60,0.69421417,0.30578583,0,0
61,0.3027892,0.6972108,1,1
62,0.3582359,0.6417641,1,1
63,0.36251372,0.6374863,1,1
64,0.6032927,0.39670733,0,0
65,0.6233592,0.37664083,0,0
66,0.43611622,0.5638838,1,1
67,0.4662007,0.5337993,1,1
68,0.5494934,0.45050663,0,0
69,0.47974658,0.5202534,1,0
70,0.40267253,0.5973275,1,1
71,0.6072115,0.3927885,0,0
72,0.44519323,0.55480677,1,0
73,0.49804628,0.5019537,1,0
74,0.45356572,0.5464343,1,0
75,0.462981,0.537019,1,0
76,0.6893072,0.3106928,0,1
77,0.64600253,0.35399744,0,0
78,0.42424542,0.5757546,1,0
79,0.6192206,0.3807794,0,1
80,0.60940236,0.39059764,0,0
81,0.35156578,0.6484342,1,1
82,0.6103827,0.38961735,0,1
83,0.45987678,0.5401232,1,1
84,0.37340438,0.6265956,1,1
85,0.58991015,0.41008985,0,0
86,0.571391,0.428609,0,0
87,0.51889837,0.4811016,0,0
88,0.5690963,0.43090364,0,0
89,0.7577072,0.24229282,0,0
90,0.5621761,0.43782392,0,0
91,0.56677914,0.43322086,0,1
92,0.32283378,0.6771662,1,1
93,0.4032809,0.5967191,1,1
94,0.4817623,0.5182377,1,0
95,0.47200835,0.52799165,1,1
96,0.7424158,0.2575842,0,0
97,0.47092336,0.52907664,1,0
98,0.58844113,0.41155884,0,0
99,0.66807044,0.3319296,0,0
100,0.41396654,0.58603346,1,1
101,0.38017505,0.61982495,1,1
102,0.43220574,0.56779426,1,1
103,0.54242146,0.45757854,0,0
104,0.48119473,0.51880527,1,0
105,0.3845623,0.6154377,1,1
106,0.4188044,0.5811956,1,0
107,0.37130094,0.62869906,1,1
108,0.47650886,0.52349114,1,1
109,0.5229366,0.47706342,0,0
110,0.6517446,0.34825543,0,0
111,0.5250198,0.47498018,0,0
112,0.59620696,0.40379304,0,0
113,0.45312268,0.5468773,1,0
114,0.57171077,0.42828923,0,0
115,0.44686794,0.55313206,1,0
116,0.36817616,0.63182384,1,1
117,0.39372522,0.6062748,1,0
118,0.46190524,0.53809476,1,1
119,0.3971727,0.6028273,1,1
120,0.39844948,0.6015505,1,1
121,0.4256869,0.5743131,1,0
122,0.40456098,0.595439,1,1
123,0.5063797,0.49362025,0,1
124,0.77151877,0.22848123,0,0
125,0.6435904,0.3564096,0,0
126,0.5404748,0.45952526,0,0
127,0.33835018,0.6616498,1,0
128,0.5778606,0.42213944,0,1
129,0.63136625,0.36863378,0,0
130,0.6077783,0.39222172,0,0
131,0.5211824,0.47881758,0,0
132,0.532353,0.46764702,0,0
133,0.6609567,0.33904332,0,0
134,0.45696306,0.54303694,1,1
135,0.5332322,0.46676776,0,0
136,0.3600543,0.6399457,1,0
137,0.35609597,0.64390403,1,1
138,0.623568,0.376432,0,0
139,0.54302955,0.45697042,0,1
140,0.36583018,0.6341698,1,1
141,0.5825522,0.41744778,0,0
142,0.46501654,0.53498346,1,0
143,0.5339778,0.4660222,0,0
144,0.33141613,0.66858387,1,1
145,0.34516215,0.65483785,1,0
146,0.4682485,0.5317515,1,1
147,0.44912255,0.55087745,1,0
148,0.44396323,0.5560368,1,1
149,0.5949738,0.4050262,0,0
150,0.40936923,0.59063077,1,1
151,0.7125238,0.2874762,0,1
152,0.42742628,0.5725737,1,1
153,0.67632914,0.32367083,0,0
154,0.30246764,0.69753236,1,1
155,0.42884487,0.57115513,1,0
156,0.4889682,0.5110318,1,0
157,0.61388344,0.38611656,0,1
158,0.6173439,0.38265607,0,0
159,0.5210713,0.47892871,0,0
160,0.6152282,0.38477185,0,0
161,0.5487946,0.45120537,0,0
162,0.32772815,0.67227185,1,1
163,0.46822375,0.53177625,1,0
164,0.451922,0.548078,1,1
165,0.46701628,0.5329837,1,1
166,0.38416857,0.61583143,1,0
167,0.41131538,0.5886846,1,1
168,0.7085315,0.29146847,0,0
169,0.37373608,0.6262639,1,1
170,0.50853837,0.49146166,0,0
171,0.3289519,0.6710481,1,0
172,0.4691993,0.5308007,1,0
173,0.45585448,0.5441455,1,0
174,0.4806952,0.5193048,1,0
175,0.5681171,0.43188292,0,0
176,0.62047434,0.37952566,0,0
177,0.5316731,0.46832693,0,0
178,0.6073187,0.3926813,0,0
179,0.38697684,0.61302316,1,1
180,0.5590773,0.44092268,0,1
181,0.48633862,0.5136614,1,1
182,0.3970366,0.6029634,1,1
183,0.53859645,0.46140355,0,0
184,0.41485643,0.58514357,1,0
185,0.56602335,0.43397668,0,1
186,0.3345173,0.6654827,1,0
187,0.6442267,0.35577336,0,0
188,0.53857195,0.46142805,0,0
189,0.6941434,0.30585656,0,0
190,0.3977924,0.6022076,1,1
191,0.61631274,0.38368726,0,0
192,0.57913923,0.42086074,0,0
193,0.46311486,0.53688514,1,1
194,0.66717744,0.33282256,0,0
195,0.35399258,0.6460074,1,1
196,0.7248097,0.2751903,0,0
197,0.6529949,0.34700516,0,0
198,0.69225,0.30774996,0,0
199,0.5548756,0.44512436,0,1
200,0.39140582,0.6085942,1,1
201,0.41610384,0.58389616,1,1
202,0.31479603,0.68520397,1,1
