KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,100.0,scale,0,0.5903846153846153,0,0.4666666666666666
linear,10.0,auto,0,0.6019230769230768,0,0.4333333333333333
linear,1000.0,auto,0,0.6048076923076924,0,0.425
linear,1.0,scale,0,0.5913461538461539,0,0.425
linear,10.0,scale,0,0.5875,0,0.4083333333333333
linear,10.0,auto,0,0.6038461538461538,0,0.38333333333333336
linear,1000.0,scale,0,0.6,0,0.3833333333333333
linear,0.1,scale,0,0.6067307692307693,0,0.375
linear,0.01,auto,0,0.5384615384615384,0,0.3666666666666667
linear,100.0,auto,0,0.6096153846153846,0,0.3583333333333333
linear,10.0,auto,0,0.6067307692307692,0,0.3583333333333333
linear,1.0,auto,0,0.598076923076923,0,0.3583333333333333
linear,0.1,auto,0,0.5961538461538461,0,0.3583333333333333
linear,0.01,scale,0,0.5403846153846155,0,0.35
