,0
"Lr=0.005,latent_size=90,klb_coefficient=0.8",0.02438478
"Lr=0.005,latent_size=90,klb_coefficient=0.9",0.024411894
"Lr=0.005,latent_size=90,klb_coefficient=1.0",0.024490153
"Lr=0.005,latent_size=100,klb_coefficient=0.5",0.024414333
"Lr=0.005,latent_size=100,klb_coefficient=0.6",0.02443951
"Lr=0.005,latent_size=100,klb_coefficient=0.7",0.0243357
"Lr=0.005,latent_size=100,klb_coefficient=0.8",0.024461707
"Lr=0.005,latent_size=100,klb_coefficient=0.9",0.024584
"Lr=0.005,latent_size=100,klb_coefficient=1.0",0.024672283
"Lr=0.005,latent_size=110,klb_coefficient=0.5",0.024589518
"Lr=0.005,latent_size=110,klb_coefficient=0.6",0.024671933
"Lr=0.005,latent_size=110,klb_coefficient=0.7",0.024646183
"Lr=0.005,latent_size=110,klb_coefficient=0.8",0.024736326
"Lr=0.005,latent_size=110,klb_coefficient=0.9",0.024537701
"Lr=0.005,latent_size=110,klb_coefficient=1.0",0.02450055
"Lr=0.005,latent_size=120,klb_coefficient=0.5",0.024916029
"Lr=0.005,latent_size=120,klb_coefficient=0.6",0.02471467
"Lr=0.005,latent_size=120,klb_coefficient=0.7",0.024776522
"Lr=0.005,latent_size=120,klb_coefficient=0.8",0.024713356
"Lr=0.005,latent_size=120,klb_coefficient=0.9",0.024575207
"Lr=0.005,latent_size=120,klb_coefficient=1.0",0.024696903
"Lr=0.005,latent_size=130,klb_coefficient=0.5",0.024851607
"Lr=0.005,latent_size=130,klb_coefficient=0.6",0.025037063
"Lr=0.005,latent_size=130,klb_coefficient=0.7",0.024830667
"Lr=0.005,latent_size=130,klb_coefficient=0.8",0.025195086
"Lr=0.005,latent_size=130,klb_coefficient=0.9",0.025279531
"Lr=0.005,latent_size=130,klb_coefficient=1.0",0.02497724
"Lr=0.005,latent_size=140,klb_coefficient=0.5",0.025164362
"Lr=0.005,latent_size=140,klb_coefficient=0.6",0.024795106
"Lr=0.005,latent_size=140,klb_coefficient=0.7",0.024977569
"Lr=0.005,latent_size=140,klb_coefficient=0.8",0.025168167
"Lr=0.005,latent_size=140,klb_coefficient=0.9",0.025315683
"Lr=0.005,latent_size=140,klb_coefficient=1.0",0.0250099
"Lr=0.005,latent_size=150,klb_coefficient=0.5",0.025008816
"Lr=0.005,latent_size=150,klb_coefficient=0.6",0.025328908
"Lr=0.005,latent_size=150,klb_coefficient=0.7",0.025190512
"Lr=0.005,latent_size=150,klb_coefficient=0.8",0.025042308
"Lr=0.005,latent_size=150,klb_coefficient=0.9",0.02507399
"Lr=0.005,latent_size=150,klb_coefficient=1.0",0.025507592
"Lr=0.006,latent_size=10,klb_coefficient=0.5",0.023365263
"Lr=0.006,latent_size=10,klb_coefficient=0.6",0.023413286
"Lr=0.006,latent_size=10,klb_coefficient=0.7",0.023423621
"Lr=0.006,latent_size=10,klb_coefficient=0.8",0.023474118
"Lr=0.006,latent_size=10,klb_coefficient=0.9",0.023466226
"Lr=0.006,latent_size=10,klb_coefficient=1.0",0.023460438
"Lr=0.006,latent_size=20,klb_coefficient=0.5",0.023606889
"Lr=0.006,latent_size=20,klb_coefficient=0.6",0.02353047
"Lr=0.006,latent_size=20,klb_coefficient=0.7",0.023580138
"Lr=0.006,latent_size=20,klb_coefficient=0.8",0.023659145
"Lr=0.006,latent_size=20,klb_coefficient=0.9",0.023539033
"Lr=0.006,latent_size=20,klb_coefficient=1.0",0.023482852
"Lr=0.006,latent_size=30,klb_coefficient=0.5",0.023707945
"Lr=0.006,latent_size=30,klb_coefficient=0.6",0.0236695
"Lr=0.006,latent_size=30,klb_coefficient=0.7",0.023662167
"Lr=0.006,latent_size=30,klb_coefficient=0.8",0.023641758
"Lr=0.006,latent_size=30,klb_coefficient=0.9",0.023693223
"Lr=0.006,latent_size=30,klb_coefficient=1.0",0.023515476
"Lr=0.006,latent_size=40,klb_coefficient=0.5",0.023672504
"Lr=0.006,latent_size=40,klb_coefficient=0.6",0.023637606
"Lr=0.006,latent_size=40,klb_coefficient=0.7",0.023712117
"Lr=0.006,latent_size=40,klb_coefficient=0.8",0.023785321
"Lr=0.006,latent_size=40,klb_coefficient=0.9",0.02385266
"Lr=0.006,latent_size=40,klb_coefficient=1.0",0.024020527
"Lr=0.006,latent_size=50,klb_coefficient=0.5",0.02411294
"Lr=0.006,latent_size=50,klb_coefficient=0.6",0.023876663
"Lr=0.006,latent_size=50,klb_coefficient=0.7",0.023933733
"Lr=0.006,latent_size=50,klb_coefficient=0.8",0.02390808
"Lr=0.006,latent_size=50,klb_coefficient=0.9",0.023904953
"Lr=0.006,latent_size=50,klb_coefficient=1.0",0.02384163
"Lr=0.006,latent_size=60,klb_coefficient=0.5",0.024022961
"Lr=0.006,latent_size=60,klb_coefficient=0.6",0.024054177
"Lr=0.006,latent_size=60,klb_coefficient=0.7",0.02414494
"Lr=0.006,latent_size=60,klb_coefficient=0.8",0.024453145
"Lr=0.006,latent_size=60,klb_coefficient=0.9",0.023967361
"Lr=0.006,latent_size=60,klb_coefficient=1.0",0.024044914
"Lr=0.006,latent_size=70,klb_coefficient=0.5",0.024188012
"Lr=0.006,latent_size=70,klb_coefficient=0.6",0.024195932
"Lr=0.006,latent_size=70,klb_coefficient=0.7",0.024335243
"Lr=0.006,latent_size=70,klb_coefficient=0.8",0.024219375
"Lr=0.006,latent_size=70,klb_coefficient=0.9",0.024200732
"Lr=0.006,latent_size=70,klb_coefficient=1.0",0.02432625
"Lr=0.006,latent_size=80,klb_coefficient=0.5",0.024373144
"Lr=0.006,latent_size=80,klb_coefficient=0.6",0.024551453
"Lr=0.006,latent_size=80,klb_coefficient=0.7",0.0246394
"Lr=0.006,latent_size=80,klb_coefficient=0.8",0.024384782
"Lr=0.006,latent_size=80,klb_coefficient=0.9",0.024573026
"Lr=0.006,latent_size=80,klb_coefficient=1.0",0.024219977
"Lr=0.006,latent_size=90,klb_coefficient=0.5",0.024707101
"Lr=0.006,latent_size=90,klb_coefficient=0.6",0.024680655
"Lr=0.006,latent_size=90,klb_coefficient=0.7",0.024667328
"Lr=0.006,latent_size=90,klb_coefficient=0.8",0.024561392
"Lr=0.006,latent_size=90,klb_coefficient=0.9",0.02450365
"Lr=0.006,latent_size=90,klb_coefficient=1.0",0.024537556
"Lr=0.006,latent_size=100,klb_coefficient=0.5",0.02470493
"Lr=0.006,latent_size=100,klb_coefficient=0.6",0.024743902
"Lr=0.006,latent_size=100,klb_coefficient=0.7",0.024816094
"Lr=0.006,latent_size=100,klb_coefficient=0.8",0.024588892
"Lr=0.006,latent_size=100,klb_coefficient=0.9",0.024972169
"Lr=0.006,latent_size=100,klb_coefficient=1.0",0.024630696
"Lr=0.006,latent_size=110,klb_coefficient=0.5",0.024725972
"Lr=0.006,latent_size=110,klb_coefficient=0.6",0.025090398
"Lr=0.006,latent_size=110,klb_coefficient=0.7",0.024931334
"Lr=0.006,latent_size=110,klb_coefficient=0.8",0.025212245
"Lr=0.006,latent_size=110,klb_coefficient=0.9",0.025122361
"Lr=0.006,latent_size=110,klb_coefficient=1.0",0.024969216
"Lr=0.006,latent_size=120,klb_coefficient=0.5",0.025074333
"Lr=0.006,latent_size=120,klb_coefficient=0.6",0.025087193
"Lr=0.006,latent_size=120,klb_coefficient=0.7",0.024967028
"Lr=0.006,latent_size=120,klb_coefficient=0.8",0.025276052
"Lr=0.006,latent_size=120,klb_coefficient=0.9",0.0251745
"Lr=0.006,latent_size=120,klb_coefficient=1.0",0.025207257
"Lr=0.006,latent_size=130,klb_coefficient=0.5",0.025355792
"Lr=0.006,latent_size=130,klb_coefficient=0.6",0.02545615
"Lr=0.006,latent_size=130,klb_coefficient=0.7",0.025218815
"Lr=0.006,latent_size=130,klb_coefficient=0.8",0.025085092
"Lr=0.006,latent_size=130,klb_coefficient=0.9",0.025315115
"Lr=0.006,latent_size=130,klb_coefficient=1.0",0.02530113
"Lr=0.006,latent_size=140,klb_coefficient=0.5",0.025329223
"Lr=0.006,latent_size=140,klb_coefficient=0.6",0.0254696
"Lr=0.006,latent_size=140,klb_coefficient=0.7",0.025623277
"Lr=0.006,latent_size=140,klb_coefficient=0.8",0.025659358
"Lr=0.006,latent_size=140,klb_coefficient=0.9",0.025342332
"Lr=0.006,latent_size=140,klb_coefficient=1.0",0.02567356
"Lr=0.006,latent_size=150,klb_coefficient=0.5",0.025813818
"Lr=0.006,latent_size=150,klb_coefficient=0.6",0.02584832
"Lr=0.006,latent_size=150,klb_coefficient=0.7",0.025753142
"Lr=0.006,latent_size=150,klb_coefficient=0.8",0.025408547
"Lr=0.006,latent_size=150,klb_coefficient=0.9",0.025686102
"Lr=0.006,latent_size=150,klb_coefficient=1.0",0.025466766
"Lr=0.007,latent_size=10,klb_coefficient=0.5",0.023377407
"Lr=0.007,latent_size=10,klb_coefficient=0.6",0.023495689
"Lr=0.007,latent_size=10,klb_coefficient=0.7",0.023563124
"Lr=0.007,latent_size=10,klb_coefficient=0.8",0.023362998
"Lr=0.007,latent_size=10,klb_coefficient=0.9",0.023534006
"Lr=0.007,latent_size=10,klb_coefficient=1.0",0.02354057
"Lr=0.007,latent_size=20,klb_coefficient=0.5",0.023543978
"Lr=0.007,latent_size=20,klb_coefficient=0.6",0.02355136
"Lr=0.007,latent_size=20,klb_coefficient=0.7",0.023681207
"Lr=0.007,latent_size=20,klb_coefficient=0.8",0.023622867
"Lr=0.007,latent_size=20,klb_coefficient=0.9",0.023456674
"Lr=0.007,latent_size=20,klb_coefficient=1.0",0.023707598
"Lr=0.007,latent_size=30,klb_coefficient=0.5",0.023637537
"Lr=0.007,latent_size=30,klb_coefficient=0.6",0.023729328
"Lr=0.007,latent_size=30,klb_coefficient=0.7",0.023844793
"Lr=0.007,latent_size=30,klb_coefficient=0.8",0.023727914
"Lr=0.007,latent_size=30,klb_coefficient=0.9",0.023728553
"Lr=0.007,latent_size=30,klb_coefficient=1.0",0.023695882
"Lr=0.007,latent_size=40,klb_coefficient=0.5",0.023817237
"Lr=0.007,latent_size=40,klb_coefficient=0.6",0.02387894
"Lr=0.007,latent_size=40,klb_coefficient=0.7",0.023918768
"Lr=0.007,latent_size=40,klb_coefficient=0.8",0.023935793
"Lr=0.007,latent_size=40,klb_coefficient=0.9",0.023798278
"Lr=0.007,latent_size=40,klb_coefficient=1.0",0.024023877
"Lr=0.007,latent_size=50,klb_coefficient=0.5",0.02402354
"Lr=0.007,latent_size=50,klb_coefficient=0.6",0.023807915
"Lr=0.007,latent_size=50,klb_coefficient=0.7",0.024103353
"Lr=0.007,latent_size=50,klb_coefficient=0.8",0.024137316
"Lr=0.007,latent_size=50,klb_coefficient=0.9",0.024060728
"Lr=0.007,latent_size=50,klb_coefficient=1.0",0.023905959
"Lr=0.007,latent_size=60,klb_coefficient=0.5",0.024268271
"Lr=0.007,latent_size=60,klb_coefficient=0.6",0.024134357
"Lr=0.007,latent_size=60,klb_coefficient=0.7",0.024129523
"Lr=0.007,latent_size=60,klb_coefficient=0.8",0.024081707
"Lr=0.007,latent_size=60,klb_coefficient=0.9",0.024362622
"Lr=0.007,latent_size=60,klb_coefficient=1.0",0.024466159
"Lr=0.007,latent_size=70,klb_coefficient=0.5",0.02427587
"Lr=0.007,latent_size=70,klb_coefficient=0.6",0.02438866
"Lr=0.007,latent_size=70,klb_coefficient=0.7",0.024516322
"Lr=0.007,latent_size=70,klb_coefficient=0.8",0.024389556
"Lr=0.007,latent_size=70,klb_coefficient=0.9",0.024339322
"Lr=0.007,latent_size=70,klb_coefficient=1.0",0.024484068
"Lr=0.007,latent_size=80,klb_coefficient=0.5",0.024651855
"Lr=0.007,latent_size=80,klb_coefficient=0.6",0.024617543
"Lr=0.007,latent_size=80,klb_coefficient=0.7",0.024865165
"Lr=0.007,latent_size=80,klb_coefficient=0.8",0.024606451
"Lr=0.007,latent_size=80,klb_coefficient=0.9",0.024822785
"Lr=0.007,latent_size=80,klb_coefficient=1.0",0.024767607
"Lr=0.007,latent_size=90,klb_coefficient=0.5",0.02493005
"Lr=0.007,latent_size=90,klb_coefficient=0.6",0.024823124
"Lr=0.007,latent_size=90,klb_coefficient=0.7",0.025056735
"Lr=0.007,latent_size=90,klb_coefficient=0.8",0.024709506
"Lr=0.007,latent_size=90,klb_coefficient=0.9",0.02486732
"Lr=0.007,latent_size=90,klb_coefficient=1.0",0.025009155
"Lr=0.007,latent_size=100,klb_coefficient=0.5",0.025229022
"Lr=0.007,latent_size=100,klb_coefficient=0.6",0.025095325
"Lr=0.007,latent_size=100,klb_coefficient=0.7",0.025023695
"Lr=0.007,latent_size=100,klb_coefficient=0.8",0.025032507
"Lr=0.007,latent_size=100,klb_coefficient=0.9",0.02506757
"Lr=0.007,latent_size=100,klb_coefficient=1.0",0.02519741
"Lr=0.007,latent_size=110,klb_coefficient=0.5",0.02519782
"Lr=0.007,latent_size=110,klb_coefficient=0.6",0.025152307
"Lr=0.007,latent_size=110,klb_coefficient=0.7",0.025624093
"Lr=0.007,latent_size=110,klb_coefficient=0.8",0.0253548
"Lr=0.007,latent_size=110,klb_coefficient=0.9",0.025266627
"Lr=0.007,latent_size=110,klb_coefficient=1.0",0.02547451
"Lr=0.007,latent_size=120,klb_coefficient=0.5",0.02550607
"Lr=0.007,latent_size=120,klb_coefficient=0.6",0.025715854
"Lr=0.007,latent_size=120,klb_coefficient=0.7",0.02567234
"Lr=0.007,latent_size=120,klb_coefficient=0.8",0.02553452
"Lr=0.007,latent_size=120,klb_coefficient=0.9",0.02565619
"Lr=0.007,latent_size=120,klb_coefficient=1.0",0.025498286
"Lr=0.007,latent_size=130,klb_coefficient=0.5",0.02589202
"Lr=0.007,latent_size=130,klb_coefficient=0.6",0.025916634
"Lr=0.007,latent_size=130,klb_coefficient=0.7",0.025800731
"Lr=0.007,latent_size=130,klb_coefficient=0.8",0.025955277
"Lr=0.007,latent_size=130,klb_coefficient=0.9",0.025671594
"Lr=0.007,latent_size=130,klb_coefficient=1.0",0.025506722
"Lr=0.007,latent_size=140,klb_coefficient=0.5",0.025596736
"Lr=0.007,latent_size=140,klb_coefficient=0.6",0.026100112
"Lr=0.007,latent_size=140,klb_coefficient=0.7",0.025771514
"Lr=0.007,latent_size=140,klb_coefficient=0.8",0.02605671
"Lr=0.007,latent_size=140,klb_coefficient=0.9",0.025957927
"Lr=0.007,latent_size=140,klb_coefficient=1.0",0.025921091
"Lr=0.007,latent_size=150,klb_coefficient=0.5",0.0260844
"Lr=0.007,latent_size=150,klb_coefficient=0.6",0.02619581
"Lr=0.007,latent_size=150,klb_coefficient=0.7",0.026051436
"Lr=0.007,latent_size=150,klb_coefficient=0.8",0.025882047
"Lr=0.007,latent_size=150,klb_coefficient=0.9",0.026329359
"Lr=0.007,latent_size=150,klb_coefficient=1.0",0.026160533
"Lr=0.008,latent_size=10,klb_coefficient=0.5",0.02349767
"Lr=0.008,latent_size=10,klb_coefficient=0.6",0.023392474
"Lr=0.008,latent_size=10,klb_coefficient=0.7",0.023482528
"Lr=0.008,latent_size=10,klb_coefficient=0.8",0.023414882
"Lr=0.008,latent_size=10,klb_coefficient=0.9",0.023370793
"Lr=0.008,latent_size=10,klb_coefficient=1.0",0.023469165
"Lr=0.008,latent_size=20,klb_coefficient=0.5",0.02363183
"Lr=0.008,latent_size=20,klb_coefficient=0.6",0.02359561
"Lr=0.008,latent_size=20,klb_coefficient=0.7",0.023771362
"Lr=0.008,latent_size=20,klb_coefficient=0.8",0.023754641
"Lr=0.008,latent_size=20,klb_coefficient=0.9",0.023793576
"Lr=0.008,latent_size=20,klb_coefficient=1.0",0.023657702
"Lr=0.008,latent_size=30,klb_coefficient=0.5",0.023856243
"Lr=0.008,latent_size=30,klb_coefficient=0.6",0.02392347
"Lr=0.008,latent_size=30,klb_coefficient=0.7",0.02384048
"Lr=0.008,latent_size=30,klb_coefficient=0.8",0.023783041
"Lr=0.008,latent_size=30,klb_coefficient=0.9",0.023969572
"Lr=0.008,latent_size=30,klb_coefficient=1.0",0.023791377
"Lr=0.008,latent_size=40,klb_coefficient=0.5",0.024015643
"Lr=0.008,latent_size=40,klb_coefficient=0.6",0.023944924
"Lr=0.008,latent_size=40,klb_coefficient=0.7",0.024073241
"Lr=0.008,latent_size=40,klb_coefficient=0.8",0.024292672
"Lr=0.008,latent_size=40,klb_coefficient=0.9",0.02401303
"Lr=0.008,latent_size=40,klb_coefficient=1.0",0.02402967
"Lr=0.008,latent_size=50,klb_coefficient=0.5",0.024391416
"Lr=0.008,latent_size=50,klb_coefficient=0.6",0.024121054
"Lr=0.008,latent_size=50,klb_coefficient=0.7",0.024163289
"Lr=0.008,latent_size=50,klb_coefficient=0.8",0.024128513
"Lr=0.008,latent_size=50,klb_coefficient=0.9",0.024274183
"Lr=0.008,latent_size=50,klb_coefficient=1.0",0.0241716
"Lr=0.008,latent_size=60,klb_coefficient=0.5",0.02420851
"Lr=0.008,latent_size=60,klb_coefficient=0.6",0.02423969
"Lr=0.008,latent_size=60,klb_coefficient=0.7",0.024184609
"Lr=0.008,latent_size=60,klb_coefficient=0.8",0.024592107
"Lr=0.008,latent_size=60,klb_coefficient=0.9",0.024538634
"Lr=0.008,latent_size=60,klb_coefficient=1.0",0.024451107
"Lr=0.008,latent_size=70,klb_coefficient=0.5",0.024611624
"Lr=0.008,latent_size=70,klb_coefficient=0.6",0.024486803
"Lr=0.008,latent_size=70,klb_coefficient=0.7",0.024775838
"Lr=0.008,latent_size=70,klb_coefficient=0.8",0.024604654
"Lr=0.008,latent_size=70,klb_coefficient=0.9",0.024583232
"Lr=0.008,latent_size=70,klb_coefficient=1.0",0.02474363
"Lr=0.008,latent_size=80,klb_coefficient=0.5",0.024863625
"Lr=0.008,latent_size=80,klb_coefficient=0.6",0.024785738
"Lr=0.008,latent_size=80,klb_coefficient=0.7",0.02547531
"Lr=0.008,latent_size=80,klb_coefficient=0.8",0.024949115
"Lr=0.008,latent_size=80,klb_coefficient=0.9",0.024839832
"Lr=0.008,latent_size=80,klb_coefficient=1.0",0.024571199
"Lr=0.008,latent_size=90,klb_coefficient=0.5",0.025093228
"Lr=0.008,latent_size=90,klb_coefficient=0.6",0.025335839
"Lr=0.008,latent_size=90,klb_coefficient=0.7",0.025338234
"Lr=0.008,latent_size=90,klb_coefficient=0.8",0.025253987
"Lr=0.008,latent_size=90,klb_coefficient=0.9",0.025396192
"Lr=0.008,latent_size=90,klb_coefficient=1.0",0.025085263
"Lr=0.008,latent_size=100,klb_coefficient=0.5",0.025604343
"Lr=0.008,latent_size=100,klb_coefficient=0.6",0.025371619
"Lr=0.008,latent_size=100,klb_coefficient=0.7",0.025600003
"Lr=0.008,latent_size=100,klb_coefficient=0.8",0.025501063
"Lr=0.008,latent_size=100,klb_coefficient=0.9",0.02547929
"Lr=0.008,latent_size=100,klb_coefficient=1.0",0.025728267
"Lr=0.008,latent_size=110,klb_coefficient=0.5",0.025686903
"Lr=0.008,latent_size=110,klb_coefficient=0.6",0.025892217
"Lr=0.008,latent_size=110,klb_coefficient=0.7",0.025819331
"Lr=0.008,latent_size=110,klb_coefficient=0.8",0.025816765
"Lr=0.008,latent_size=110,klb_coefficient=0.9",0.025677778
"Lr=0.008,latent_size=110,klb_coefficient=1.0",0.025798572
"Lr=0.008,latent_size=120,klb_coefficient=0.5",0.025967868
"Lr=0.008,latent_size=120,klb_coefficient=0.6",0.025965484
"Lr=0.008,latent_size=120,klb_coefficient=0.7",0.02589834
"Lr=0.008,latent_size=120,klb_coefficient=0.8",0.025944497
"Lr=0.008,latent_size=120,klb_coefficient=0.9",0.02589667
"Lr=0.008,latent_size=120,klb_coefficient=1.0",0.025954634
"Lr=0.008,latent_size=130,klb_coefficient=0.5",0.025957888
"Lr=0.008,latent_size=130,klb_coefficient=0.6",0.026401374
"Lr=0.008,latent_size=130,klb_coefficient=0.7",0.026064364
"Lr=0.008,latent_size=130,klb_coefficient=0.8",0.025892505
"Lr=0.008,latent_size=130,klb_coefficient=0.9",0.026103757
"Lr=0.008,latent_size=130,klb_coefficient=1.0",0.026068026
"Lr=0.008,latent_size=140,klb_coefficient=0.5",0.026696356
"Lr=0.008,latent_size=140,klb_coefficient=0.6",0.02664318
"Lr=0.008,latent_size=140,klb_coefficient=0.7",0.026570126
"Lr=0.008,latent_size=140,klb_coefficient=0.8",0.026488561
"Lr=0.008,latent_size=140,klb_coefficient=0.9",0.0264809
"Lr=0.008,latent_size=140,klb_coefficient=1.0",0.026176637
"Lr=0.008,latent_size=150,klb_coefficient=0.5",0.026858738
"Lr=0.008,latent_size=150,klb_coefficient=0.6",0.026795337
"Lr=0.008,latent_size=150,klb_coefficient=0.7",0.026463209
"Lr=0.008,latent_size=150,klb_coefficient=0.8",0.026665905
"Lr=0.008,latent_size=150,klb_coefficient=0.9",0.026873684
"Lr=0.008,latent_size=150,klb_coefficient=1.0",0.026668198
"Lr=0.009,latent_size=10,klb_coefficient=0.5",0.023449171
"Lr=0.009,latent_size=10,klb_coefficient=0.6",0.02347838
"Lr=0.009,latent_size=10,klb_coefficient=0.7",0.02347754
"Lr=0.009,latent_size=10,klb_coefficient=0.8",0.02350266
"Lr=0.009,latent_size=10,klb_coefficient=0.9",0.023550207
"Lr=0.009,latent_size=10,klb_coefficient=1.0",0.023550376
"Lr=0.009,latent_size=20,klb_coefficient=0.5",0.023691082
"Lr=0.009,latent_size=20,klb_coefficient=0.6",0.023709835
"Lr=0.009,latent_size=20,klb_coefficient=0.7",0.023779608
"Lr=0.009,latent_size=20,klb_coefficient=0.8",0.023681507
"Lr=0.009,latent_size=20,klb_coefficient=0.9",0.023611993
"Lr=0.009,latent_size=20,klb_coefficient=1.0",0.023604749
"Lr=0.009,latent_size=30,klb_coefficient=0.5",0.023893991
"Lr=0.009,latent_size=30,klb_coefficient=0.6",0.023833387
"Lr=0.009,latent_size=30,klb_coefficient=0.7",0.023908965
"Lr=0.009,latent_size=30,klb_coefficient=0.8",0.023862977
"Lr=0.009,latent_size=30,klb_coefficient=0.9",0.0239348
"Lr=0.009,latent_size=30,klb_coefficient=1.0",0.023791002
"Lr=0.009,latent_size=40,klb_coefficient=0.5",0.024158595
"Lr=0.009,latent_size=40,klb_coefficient=0.6",0.024181703
"Lr=0.009,latent_size=40,klb_coefficient=0.7",0.02391364
"Lr=0.009,latent_size=40,klb_coefficient=0.8",0.024294106
"Lr=0.009,latent_size=40,klb_coefficient=0.9",0.024089156
"Lr=0.009,latent_size=40,klb_coefficient=1.0",0.023892233
"Lr=0.009,latent_size=50,klb_coefficient=0.5",0.024589194
"Lr=0.009,latent_size=50,klb_coefficient=0.6",0.024228208
"Lr=0.009,latent_size=50,klb_coefficient=0.7",0.0241618
"Lr=0.009,latent_size=50,klb_coefficient=0.8",0.024301292
"Lr=0.009,latent_size=50,klb_coefficient=0.9",0.024298098
"Lr=0.009,latent_size=50,klb_coefficient=1.0",0.02461647
"Lr=0.009,latent_size=60,klb_coefficient=0.5",0.024229525
"Lr=0.009,latent_size=60,klb_coefficient=0.6",0.024600714
"Lr=0.009,latent_size=60,klb_coefficient=0.7",0.024399647
"Lr=0.009,latent_size=60,klb_coefficient=0.8",0.024654973
"Lr=0.009,latent_size=60,klb_coefficient=0.9",0.02461818
"Lr=0.009,latent_size=60,klb_coefficient=1.0",0.024561485
"Lr=0.009,latent_size=70,klb_coefficient=0.5",0.024839954
"Lr=0.009,latent_size=70,klb_coefficient=0.6",0.024783961
"Lr=0.009,latent_size=70,klb_coefficient=0.7",0.024991065
"Lr=0.009,latent_size=70,klb_coefficient=0.8",0.025103549
"Lr=0.009,latent_size=70,klb_coefficient=0.9",0.02535091
"Lr=0.009,latent_size=70,klb_coefficient=1.0",0.025131192
"Lr=0.009,latent_size=80,klb_coefficient=0.5",0.025330279
"Lr=0.009,latent_size=80,klb_coefficient=0.6",0.025320854
"Lr=0.009,latent_size=80,klb_coefficient=0.7",0.025245717
"Lr=0.009,latent_size=80,klb_coefficient=0.8",0.02505481
"Lr=0.009,latent_size=80,klb_coefficient=0.9",0.025121981
"Lr=0.009,latent_size=80,klb_coefficient=1.0",0.025178088
"Lr=0.009,latent_size=90,klb_coefficient=0.5",0.025617126
"Lr=0.009,latent_size=90,klb_coefficient=0.6",0.02547176
"Lr=0.009,latent_size=90,klb_coefficient=0.7",0.025578478
"Lr=0.009,latent_size=90,klb_coefficient=0.8",0.02564501
"Lr=0.009,latent_size=90,klb_coefficient=0.9",0.025557391
"Lr=0.009,latent_size=90,klb_coefficient=1.0",0.025561735
"Lr=0.009,latent_size=100,klb_coefficient=0.5",0.025910813
"Lr=0.009,latent_size=100,klb_coefficient=0.6",0.026043465
"Lr=0.009,latent_size=100,klb_coefficient=0.7",0.02588505
"Lr=0.009,latent_size=100,klb_coefficient=0.8",0.026101517
"Lr=0.009,latent_size=100,klb_coefficient=0.9",0.025709633
"Lr=0.009,latent_size=100,klb_coefficient=1.0",0.026010672
"Lr=0.009,latent_size=110,klb_coefficient=0.5",0.026306298
"Lr=0.009,latent_size=110,klb_coefficient=0.6",0.026223982
"Lr=0.009,latent_size=110,klb_coefficient=0.7",0.02595555
"Lr=0.009,latent_size=110,klb_coefficient=0.8",0.026229193
"Lr=0.009,latent_size=110,klb_coefficient=0.9",0.02633741
"Lr=0.009,latent_size=110,klb_coefficient=1.0",0.026052184
"Lr=0.009,latent_size=120,klb_coefficient=0.5",0.026573261
"Lr=0.009,latent_size=120,klb_coefficient=0.6",0.02633927
"Lr=0.009,latent_size=120,klb_coefficient=0.7",0.026319766
"Lr=0.009,latent_size=120,klb_coefficient=0.8",0.026481654
"Lr=0.009,latent_size=120,klb_coefficient=0.9",0.026269747
"Lr=0.009,latent_size=120,klb_coefficient=1.0",0.026407922
"Lr=0.009,latent_size=130,klb_coefficient=0.5",0.026786689
"Lr=0.009,latent_size=130,klb_coefficient=0.6",0.026818434
"Lr=0.009,latent_size=130,klb_coefficient=0.7",0.026676528
"Lr=0.009,latent_size=130,klb_coefficient=0.8",0.026934398
"Lr=0.009,latent_size=130,klb_coefficient=0.9",0.026815418
"Lr=0.009,latent_size=130,klb_coefficient=1.0",0.026726885
"Lr=0.009,latent_size=140,klb_coefficient=0.5",0.02738423
"Lr=0.009,latent_size=140,klb_coefficient=0.6",0.027128244
"Lr=0.009,latent_size=140,klb_coefficient=0.7",0.027072802
"Lr=0.009,latent_size=140,klb_coefficient=0.8",0.027119016
"Lr=0.009,latent_size=140,klb_coefficient=0.9",0.027204672
"Lr=0.009,latent_size=140,klb_coefficient=1.0",0.026921334
"Lr=0.009,latent_size=150,klb_coefficient=0.5",0.027337043
"Lr=0.009,latent_size=150,klb_coefficient=0.6",0.027397966
"Lr=0.009,latent_size=150,klb_coefficient=0.7",0.02752623
"Lr=0.009,latent_size=150,klb_coefficient=0.8",0.02736645
"Lr=0.009,latent_size=150,klb_coefficient=0.9",0.026815059
"Lr=0.009,latent_size=150,klb_coefficient=1.0",0.027491877
"Lr=0.01,latent_size=10,klb_coefficient=0.5",0.023501068
"Lr=0.01,latent_size=10,klb_coefficient=0.6",0.023614142
"Lr=0.01,latent_size=10,klb_coefficient=0.7",0.023538338
"Lr=0.01,latent_size=10,klb_coefficient=0.8",0.023500348
"Lr=0.01,latent_size=10,klb_coefficient=0.9",0.023500284
"Lr=0.01,latent_size=10,klb_coefficient=1.0",0.023516629
"Lr=0.01,latent_size=20,klb_coefficient=0.5",0.023749415
"Lr=0.01,latent_size=20,klb_coefficient=0.6",0.023773834
"Lr=0.01,latent_size=20,klb_coefficient=0.7",0.023823816
"Lr=0.01,latent_size=20,klb_coefficient=0.8",0.023808183
"Lr=0.01,latent_size=20,klb_coefficient=0.9",0.023701075
"Lr=0.01,latent_size=20,klb_coefficient=1.0",0.023676068
