,k__Bacteria;NA,k__Bacteria;NA;NA,k__Bacteria;NA;NA;NA,k__Bacteria;NA;NA;NA;NA,k__Bacteria;p__Actinobacteria,k__Bacteria;p__Actinobacteria;c__Actinobacteria,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Cellulomonadaceae,k__Bacteria;p__Actinobacteria;c__Coriobacteriia,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales,k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae,k__Bacteria;p__Bacteroidetes,k__Bacteria;p__Bacteroidetes;NA,k__Bacteria;p__Bacteroidetes;NA;NA,k__Bacteria;p__Bacteroidetes;NA;NA;NA,k__Bacteria;p__Bacteroidetes;c__Bacteroidia,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;NA,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Odoribacteraceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae,k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae,k__Bacteria;p__Firmicutes,k__Bacteria;p__Firmicutes;NA,k__Bacteria;p__Firmicutes;NA;NA,k__Bacteria;p__Firmicutes;NA;NA;NA,k__Bacteria;p__Firmicutes;c__Bacilli,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;NA,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales Family XIII. Incertae Sedis,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Oscillospiraceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae,k__Bacteria;p__Firmicutes;c__Erysipelotrichia,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales,k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae,k__Bacteria;p__Firmicutes;c__Negativicutes,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales,k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae,k__Bacteria;p__Proteobacteria,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;NA,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae,k__Bacteria;p__Verrucomicrobia,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006347326996864516,0.0,0.0,0.11903588192250579,0.0072265928460852865,0.0008197852844917731,0.02654559123911841,0.026545591239111006,0.026545591239127114,0.0008195398250627424,0.0008195398250627422,6.65586609180594e-05,-0.0011566987161961792,0.0,0.0,0.0,0.05715495962306333,0.0,0.003459478778280688,0.0005136845042481033,0.0005136845042481053,0.0005136845042481041,0.0,0.0,0.12221309227975784,0.0,0.09882226945433122,0.010367471971698084,0.010367471971697977,-0.0012689572196625876,-0.0003128192976760958,-0.002871669370803295,0.0,-0.16836416273407298,-0.00026979901608505216,0.0,0.041111390018996274,0.0,-0.07194945435024523,-0.07194945435024007,0.0,0.0,0.0,0.0,0.0,0.0,-0.09178067342928392,0.0,0.0,0.0,-0.016158503646081627,0.0,-0.05677098627181157,0.5772388224278147,0.5772388224302543,-1.1609483265872502,0.0,0.0,0.0,0.0,0.0,0.0,-0.013963900090334892,-0.013963900090334932,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria,0.0,0.0,0.0,0.0,0.23252469890789548,0.000991305214520001,1.5716237773727455,-1.720534051227043,0.0,0.0,-0.0007556782270056626,0.004401566837752295,0.05831076870680427,-0.004458527424275243,-0.03983345447077327,0.0009726554113269686,0.05523497116324773,0.05523497116324256,0.055234971163238014,0.0009712286497019847,0.0009712286497019978,-0.0015365813183205654,0.2111364739544222,-0.007614168658455613,0.04571356136565899,0.0,0.0,0.0,-0.00035864606573973566,0.0024160615358011944,0.0024160615358011666,0.002416061535801174,0.049711599291925965,0.04971159929192484,0.0006525445189103617,0.0,0.0564630567740743,-0.0005791569482282829,-0.0005791569482282868,-0.16206020588463546,0.0,-0.003405695570855056,0.0,0.06876911968652503,-0.0007647772023964422,-0.046011898246300406,0.0,0.3349030019727733,0.00243029997042242,0.0024302999704224016,0.0018525665811769865,0.0,-0.006105298046524629,-0.005282252103574793,-0.010437735209435962,-0.01043773520943613,-0.34375238775732236,0.08559654168819841,0.08559654168814475,0.0,0.0,-0.03020199589089735,0.0,-0.684896323172919,-0.6848963231769459,1.2355960579720875,0.0,0.0,0.0,0.11016546702962557,0.0,0.0019334480205796074,-0.0036860000358579746,-0.003686000035857967,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales,-0.00029846133922475704,-0.00029846133922475145,-0.00029846133922474554,-0.0002984613392247375,0.0010874544920002366,0.0,1.6592909235514137,-1.6956433814626617,0.0,0.0,0.0024272843896568134,0.0,0.02565729246147629,0.0,-0.1445973511114166,0.0012909858801719077,0.06148115836250854,0.06148115836248555,0.06148115836249321,0.0012906293180109064,0.001290629318010926,0.0,0.195136262391422,-0.046591155047519005,0.0,0.0,0.0,-0.04596685115397516,0.0011959034475109282,0.18856864033234916,0.18856864033234685,0.1885686403323395,0.004378890529069803,0.00437889052906978,-0.016597218178621028,0.0,0.0,0.0,0.0,-0.6165384373812222,-0.0008029344568647666,-0.0014624206899758285,0.0,-0.06631807915284865,-0.001224275008572636,-0.0008094211879473159,0.0,0.007716471779752392,-0.0007445799086576731,-0.0007445799086576608,-0.0010485222252511921,-0.002082616956961087,-0.5657402143730407,0.5761793537197762,-0.0340099795973329,-0.03400997959733305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6010085502434087,-0.6010085502435911,0.9826919013731086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae,0.0,0.0,0.0,0.0,0.0073070600069116125,-0.00021813309078784523,1.2602350831646951,-1.3292073790588106,0.0,0.0,6.587174192297221e-06,0.0,0.03994120315413781,-0.00772216158798301,-0.03375922132112162,0.0,0.05196710311683112,0.05196710311681208,0.05196710311682547,0.0,0.0,2.983062554018525e-06,0.23077069717891008,-0.06656349240647964,0.07419983708140898,0.0,0.0,0.0,0.0013334672543837656,0.14778829885930647,0.14778829885926992,0.1477882988593025,0.0003765577110125738,0.00037655771101257013,0.000957228270535157,0.0,0.09605055825735108,0.0011510402016843156,0.0011510402016842935,-0.43797424540940355,0.0005012492136765243,-0.05902147305163247,0.0,-0.0003140690898051671,0.001347387182100454,-0.03405414581743649,0.0,0.053095067334399795,0.00247628249563591,0.0024762824956358945,0.0022074794028428524,0.0,-0.0037330859532657195,0.0,-0.019564585054372766,-0.019564585054370573,-0.19830166502531935,0.04579796843529357,0.04579796843530048,0.0,0.0,-0.02686823249765096,0.003928580991025321,-0.1312741561548455,-0.13127415615505628,-0.0003418111236469926,0.0072703559628757575,0.007270355962875702,0.007270355962875718,0.0502201751964503,0.0,0.0,-0.003967166874009384,-0.003967166874009382,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria,0.0010608459483196254,0.0010608459483196285,0.001060845948319616,0.0010608459483196291,0.001227817947158823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020594225212856765,0.12443602760418308,6.200550302533112e-05,0.014780624526846028,0.014780624526845901,0.014780624526845858,6.21657078021581e-05,6.216570780215816e-05,0.0007187827552093128,0.02629894887458799,0.0,0.0028925524660944647,0.0,-0.13645753016115922,0.0,0.0,-0.12860411686101797,-0.12860411686101603,-0.12860411686101714,-0.1541935910168917,-0.1541935910168817,0.3727276981100913,0.08075995437403105,0.003975282144053814,0.00023518931648688218,0.00023518931648688703,0.0026477386278562225,0.0943712459483469,-0.0001728980529798846,0.0,-0.13044265696448454,0.18685081261039754,0.004434078667928681,0.0015026539786839245,-6.28867322136709e-05,0.7666833439392218,0.7666833439393691,-1.3734372732211892,0.026020086338823696,0.0,0.0,0.0,0.0,0.3216427451773951,-0.00035522502879014017,-0.00035522502879014017,0.0,0.0,0.0,-0.24627609528349845,0.0,0.0,0.0,-0.191472941572784,-0.1914729415728435,-0.19147294157273217,-0.0011964555627303447,0.0,-0.13306905419851664,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales,0.0003325823646539207,0.00033258236465391876,0.000332582364653921,0.0003325823646539185,0.0,0.0,0.0,0.0,0.0,0.0,0.000619553710075144,0.0,0.0,0.1657398844683039,0.0027113831530299966,0.0016226854917941673,0.0,0.0,0.0,0.0016227266517049779,0.0016227266517049865,0.0007073371641232358,0.0014120953123513517,0.01576296918019271,0.0,0.0,-0.1393446298733164,0.0,0.0006204902889617181,-0.03168359980132428,-0.03168359980132515,-0.03168359980132453,-0.05463855013982906,-0.05463855013982755,0.3633237368644796,0.0,0.0,0.000716564463405475,0.0007165644634054729,0.0,0.024458013857226304,0.0007141242550913699,0.08869443212944367,-0.23960623714537035,0.0,0.002787973991429754,0.0022769019135057134,-0.0008601490443219574,0.00031334943699528895,0.00031334943699528884,0.0,0.07430669324984825,0.0,0.0,-0.019858541653238408,-0.019858541653238537,0.23031207197075315,0.0,0.0,0.0,0.0,0.0,-0.261352233453905,0.0,0.0,0.0,-0.18997976396929883,-0.18997976396933813,-0.18997976396934796,-0.00025428019345290995,0.0,-0.09380744986505482,0.0,0.0,0.0,0.0,0.0,-0.005148690509567375
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae,0.06241613675310953,0.06241613675310622,0.062416136753104916,0.06241613675310687,0.0025854573815103665,0.0,0.0,0.0,-0.024545757742897658,-0.02454575774289546,0.0,0.0,0.0,0.007625534021023967,0.14594572112653156,0.0010130556766073748,-0.00035360845129156287,-0.00035360845129156715,-0.00035360845129156515,0.0010136771569813617,0.0010136771569813664,0.0012086045453929969,0.005635374071449427,0.0,0.0,0.0,-0.008656923532780076,0.0,6.028502649778814e-05,-0.00133911692309628,-0.0013391169230962698,-0.0013391169230962596,-0.0025070401618548805,-0.002507040161854881,0.0013003419935307368,0.0,0.0,0.0002781928837005452,0.0002781928837005526,0.21485283956851392,0.0027050772925086217,0.0,0.0042849556287906775,-0.001078832836878193,0.1510712825577831,0.0,0.04926740226305178,-0.0008091686615780017,0.0,0.0,-0.00046835502392184416,0.03974187937502866,0.0,0.0,0.0,0.0,0.4613230966145582,0.0,0.0,0.0,0.0,0.0,-0.21773891953916763,0.0,0.0,0.0,-0.17513745198071667,-0.17513745198071554,-0.17513745198065994,0.0,-0.002312605385544786,-0.059397969282983014,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria,-0.000355110058514713,-0.0003551100585147286,-0.0003551100585147153,-0.0003551100585147133,0.0,0.0,0.0,0.0,0.0,0.0,-0.0951322197269437,0.0,0.0,-0.002020378000795054,-0.0019979625367400927,0.11474115412926288,0.002513151736189823,0.0025131517361899162,0.002513151736189771,0.11396710943522567,0.11396710943523382,0.0027299206094211215,0.0,0.0,0.0,0.0,-0.06928700930107196,0.07277076719643524,0.001114798215172547,0.0014682431852750047,0.0014682431852750062,0.0014682431852749904,0.08240317907195685,0.08240317907195847,-0.0008778429015420634,0.0,0.0,0.0009844686548836931,0.0009844686548836836,-0.00032672964553325353,-0.00012969327009694742,-0.11149438846979914,-0.15182580701523757,0.0,-8.120555351795068e-05,0.12164806808378593,0.0013014324282132849,0.21917671097233463,0.002732105272069011,0.002732105272068994,0.20469277760312324,0.0,0.4920290159681181,-0.6390058355201245,0.0,0.0,-6.725424839304676e-05,0.0,0.0,-0.003965298370037728,0.0,0.0,0.0,0.0,0.0,0.0,-0.004213719757684508,-0.004213719757684518,-0.004213719757684477,-0.8183862114018123,-1.3247614659461655,1.7820394621126425,0.034378692897220724,0.034378692897215596,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales,-0.018355298313762126,-0.01835529831376051,-0.018355298313762612,-0.0183552983137619,-0.18863957344451013,0.0,0.0,0.0,0.0,0.0,-0.0001522321718244522,0.0,0.0,0.0005989222847245884,0.0005544800105432175,0.00203536571616556,0.0029307341486272238,0.0029307341486272615,0.0029307341486272238,0.00203525123544357,0.002035251235443495,0.0009467249684035656,0.0013576281679876143,0.0,0.0,0.0,0.0,0.008871568791146199,0.2558297355220452,0.005130026748536084,0.005130026748536079,0.00513002674853603,0.003294136241123039,0.0032941362411229923,-0.0003128254785159705,0.009257121113546402,-0.00231541581568511,0.003833762320484764,0.0038337623204849048,0.0023147414421055834,0.17241577171405964,-0.29399862960758416,-0.13180056947222082,0.21618171757057533,0.0,0.0,0.0009375887892296366,-0.001004742223174426,0.0021907790615707163,0.002190779061570701,0.0022562266013662602,0.0,0.8570973077084169,-1.01214675385965,0.0,0.0,-0.06098698185637191,0.0,0.0,-0.02758155635124656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007907029085817074,-2.32516930010924,2.0462457262681664,0.01489134215052739,0.014891342150526806,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae,0.0,0.0,0.0,0.0,0.0,0.0,-0.04884954367282168,-0.005323196574607901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0350804314677355,0.06601487246744189,0.06601487246743838,0.06601487246743384,0.0350223668687413,0.03502236686874541,0.0,0.0,0.0,0.0,0.0,0.0,0.0027288198925700677,0.004995637562792834,0.0009987797539390143,0.0009987797539390954,0.0009987797539390375,0.00047668864137880804,0.0004766886413788133,-0.2254388203693563,0.0,-0.0013509313191259328,0.23789565527456746,0.23789565527441495,-0.00052597643685722,0.0015995962051630714,-0.18047251834074893,-0.010266602591510389,0.255526304740148,-0.00023910289060899174,0.0,0.0015826556617693074,0.0019229396493681374,0.0,0.0,0.0,0.0,0.0,-0.11211210194213768,0.0,0.0,-0.0005914512083916574,0.0,0.0,0.0,0.0,-0.0032700254614270153,0.0,0.002432344293456113,0.002432344293456102,0.001969119834417791,-0.01331547356121742,-0.013315473561218078,-0.013315473561217503,0.0002607175528510098,-2.3068105123419516,2.009765038079294,0.038493812665386984,0.03849381266538973,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales,0.10066117197667364,0.1006611719766727,0.10066117197667314,0.10066117197667114,0.00174721395518418,-0.8051229849278682,0.0005027066651408152,1.0555279661744499,0.0,0.0,0.0002444399061959006,0.0,0.0021951983895810434,0.00018917779771950458,0.0,-0.07362604914652476,-0.03422151485780269,-0.034221514857803226,-0.034221514857802914,-0.0730045023316002,-0.07300450233159737,1.2046591234778665,0.0,-0.01122583736363137,-0.23746392257681023,-0.001184708268028453,-0.10758886745384792,0.0,0.00027490810801717754,0.3466825456075164,0.34668254560751804,0.34668254560752065,0.0,0.0,-0.45592828574042804,-0.0031604178319408903,0.0,0.00014475267662127935,0.00014475267662128523,-0.0014866431422015211,-0.2009799348777423,0.16780916974427987,0.0004211772912280499,0.0,7.838674695438714e-05,0.0019862682104868174,-0.1630900043959109,0.2660469280510281,0.004611648916918446,0.004611648916918453,0.039632283041809255,0.0991451497102343,0.0,-0.0031483382074175554,0.0,0.0,0.3029592822097699,0.0,0.0,0.0,0.0,-0.08648182673718613,0.0,-0.0007439209429364048,-0.0007439209429364078,-0.0009027338916795151,0.0,0.0,0.0,0.08280392503821149,0.0,0.11899308387392499,-0.3396480808940489,-0.33964808089396764,0.0,0.0,0.0,0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae,0.0012015539618157112,0.001201553961815715,0.0012015539618157104,0.0012015539618157054,0.015807937203823404,-0.5885787612229054,0.0008066504060110815,0.7518225779929825,0.0,0.0,0.11295011138862124,0.0,0.0,0.0,0.002411852979045522,-0.0014070174242440117,-0.03988309755382719,-0.039883097553827324,-0.039883097553827324,-0.001406936403555293,-0.001406936403555322,0.885569697469167,-0.00080297781517035,-0.0031561341227492523,-0.21389277058549,0.0,-0.13934997498682994,-0.042408489963150615,-0.00022625502944014858,0.29956383212455817,0.2995638321245886,0.2995638321245635,-0.0012204048316845591,-0.00122040483168455,-0.19192243972250744,-0.05530744714488237,0.07285632457583008,-0.0002824615411120564,-0.0002824615411120564,-0.002127402892065915,-0.15008747397826952,0.0,-0.0006398938234410419,0.00033955150319080863,0.0011884179515624506,0.00032540848287154127,-0.25702298854318145,0.000801211847106153,0.10101506077201301,0.10101506077201461,0.003154031351833246,0.02497875854707485,0.0,0.0,0.0,0.0,0.06732842862242543,-0.0005867352866282293,-0.0005867352866282241,0.0,-0.0023814468382759033,-0.0014433712489412944,0.0,0.0,0.0,0.0,0.012458204306898072,0.012458204306897707,0.012458204306897832,0.22944643896151506,0.0,0.001171039603300569,-0.3496239093107506,-0.34962390931065024,0.0,0.0,0.0,0.0
k__Bacteria;p__Verrucomicrobia,0.0013764854471660349,0.0013764854471660607,0.0013764854471660414,0.0013764854471660568,0.0007465954379950342,0.0,0.0,0.0,0.0,0.0,-0.030647397073730882,0.0,0.0,0.0012079214987849786,0.001404484964456302,-0.00034824517031346083,0.00019679849996900184,0.000196798499969017,0.00019679849996902314,-0.0003476798550062843,-0.0003476798550062843,0.00011851690127666491,0.0,0.09087855844365926,0.0,0.0,0.0,0.0,0.2052427301444625,0.0007506923419638378,0.0007506923419638659,0.0007506923419638502,0.0,0.0,-0.22484599623787052,0.0,0.0010040750370321288,0.002338998750932215,0.002338998750932215,1.620011528665668e-05,-0.00017337041994302664,0.0021960757151983853,-0.026917686005160552,0.0627000181613149,0.003962870135962901,-0.05312281310093113,0.011093540556541114,-0.0005104137421157519,0.0032129122996747985,0.0032129122996747846,0.0045643613448973774,0.0,0.0,0.0,0.0,0.0,-0.02674610279961261,0.0,0.0,0.0,0.0,-0.032569183153540626,0.0,-0.002995307219625946,-0.0029953072196259437,-0.0023824240607709514,0.05082700483053179,0.05082700483052246,0.05082700483052153,0.0,0.0,0.0,0.017431830909094528,0.017431830909095607,-1.824552926213629,-1.8245529262515465,-1.8245529261817375,5.488066213008998
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae,0.0002656857584834924,0.0002656857584835108,0.00026568575848350315,0.0002656857584834955,0.00038474061393545375,0.0,0.0,0.0,0.0,0.0,0.0,-0.061711780104933917,-0.0024783254653581513,0.0008983336428700893,0.001007258512939119,-8.249699254162016e-05,-0.013631374947194436,-0.013631374947195832,-0.01363137494719513,-8.078857923511818e-05,-8.07885792351141e-05,0.00041854178889842876,0.0,0.11378389679480962,0.004110967914187886,0.0,0.0,0.0,0.8435888229603635,0.0003679443572768232,0.0003679443572768436,0.0003679443572768436,0.0,0.0,-0.1320530324275813,0.0,0.053885538647443505,0.0023040953407385684,0.002304095340738385,-0.0006433002241511838,0.0,0.0010330823814672385,0.0,0.0013036920526311,0.0004748057206889438,-0.19503762555419044,0.002450602953644784,-0.23730435145029813,0.0,0.0,0.0005629588063531835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06348918526539607,0.0,0.0,0.0,0.0,0.0192637539667183,0.01926375396672112,0.01926375396673517,0.0,0.0,0.0,0.0,0.0,-2.4464550906880462,-2.446455090635586,-2.4464550906337124,7.36808718644714
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales,0.004517853523547114,0.0045178535235469814,0.0045178535235468505,0.004517853523546778,0.002375144608164014,0.0,0.0,0.0,0.0,0.0,-0.11161124143316233,-0.0030234617273547193,-0.002541759687515637,0.0,0.0,-0.0007967504631087935,-0.0007662886524415152,-0.0007662886524415071,-0.0007662886524415129,-0.000796370896368295,-0.0007963708963683237,0.0,-0.0008134013248093998,0.104992212438705,0.0010025078141934099,0.0,0.0,0.0,0.7696563746199192,0.00020331659393498544,0.00020331659393495915,0.00020331659393498902,0.0,0.0,-0.38267842761536364,0.0,0.0037519919040457164,0.0021305568412696065,0.0021305568412694825,-0.00043897529577089836,-0.0008919203779015176,0.00045445276869007914,-0.0016222186943764178,0.04372681195855406,0.0026459767377907143,-0.1995245364152833,0.06571121037440722,-0.1355028475868969,0.0,0.0,0.0,0.0,0.0,0.0026589365301320973,0.0,0.0,2.548333536195057e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019631400688634886,-0.0019631400688634505,-0.0018396303867204281,0.04033302831708317,0.040333028317104246,0.04033302831710078,0.0,0.0,0.0,0.0,0.0,-2.5684097138833755,-2.568409713829337,-2.568409713688367,7.776224253633144
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae,0.0012490275194703057,0.0012490275194703276,0.0012490275194703242,0.001249027519470305,0.0,0.0,0.0,0.0,0.0,0.0,-0.000789933004452427,0.0,0.0,0.0,0.0,0.00033448117899398676,0.0,0.0,0.0,0.0003347334524775302,0.0003347334524774919,0.0006306917429779286,0.0,0.08377993475499555,0.0,0.0,0.0,0.0,0.6399952193380604,0.0,0.0,0.0,0.0,0.0,-0.0902760773072665,0.008959980236594502,0.010568634887736805,0.00158355098049895,0.0015835509804988687,-0.00020200706099877169,0.0,0.0,-0.0010016188838146947,0.11309578517326489,0.0007043511151946781,-0.10563390230005716,0.0008216491858483322,-0.19275187506725175,0.0,0.0,0.0010196666312678024,0.0,0.0,0.0,-0.003656423435888434,-0.0036564234358883578,0.0,0.0,0.0,0.0,0.0,-0.032224249507397336,0.0,0.0,0.0,0.0,0.012918652165879445,0.012918652165876232,0.01291865216587836,0.0,0.0,0.0,0.0,0.0,-1.6909289954121807,-1.690928995409439,-1.6909289954064628,5.066202912970017
