KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,0.01,auto,0.7300039653929344,0.6625000000000001,0.7240702154987868,0.6607142857142858
linear,0.1,auto,0.7347657990056423,0.6699404761904761,0.7135237719379699,0.6380952380952382
linear,1000.0,auto,0.7346242862923167,0.6675595238095238,0.7128694652098907,0.6488095238095237
linear,0.01,scale,0.7328620273994673,0.6630952380952382,0.7097163965270226,0.6511904761904762
linear,100.0,auto,0.7377890821718465,0.6732142857142858,0.7062924499872505,0.6416666666666667
linear,1000.0,scale,0.7371233871618532,0.6696428571428571,0.7041457725947522,0.636904761904762
linear,0.1,scale,0.7362510587446921,0.6735119047619047,0.7028590191887829,0.6416666666666667
linear,1.0,auto,0.7388002857146965,0.6720238095238095,0.6864528648405149,0.6190476190476191
linear,10.0,auto,0.7405812453942521,0.6758928571428571,0.6851731719778863,0.6345238095238095
linear,1.0,scale,0.7439328141262606,0.6773809523809524,0.6789545520545957,0.6226190476190476
linear,100.0,scale,0.7446143166240095,0.681547619047619,0.6734112298976609,0.6380952380952379
linear,10.0,scale,0.7464380287616892,0.6773809523809524,0.6704277864992151,0.6142857142857143
