
k__Bacteria
k__Bacteria p__ c__ o__ f__ g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Clostridiaceae g__Clostridium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Dehalobacteriaceae g__Dehalobacterium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Eubacteriaceae g__Anaerofustis
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Anaerostipes
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Blautia
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Clostridium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Coprococcus
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Dorea
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__Roseburia
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Lachnospiraceae g__[Ruminococcus]
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptococcaceae g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptococcaceae g__rc4-4
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Peptostreptococcaceae g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Anaerotruncus
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Butyricicoccus
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Clostridium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Faecalibacterium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Oscillospira
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Ruminococcaceae g__Ruminococcus
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Veillonellaceae g__Phascolarctobacterium
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__Veillonellaceae g__Veillonella
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__[Mogibacteriaceae]
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__[Mogibacteriaceae] g__
k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales f__[Mogibacteriaceae] g__Anaerovorax
k__Bacteria p__Firmicutes c__Clostridia o__SHA-98 f__ g__
k__Bacteria p__Firmicutes c__Erysipelotrichi o__Erysipelotrichales f__Erysipelotrichaceae
k__Bacteria p__Firmicutes c__Erysipelotrichi o__Erysipelotrichales f__Erysipelotrichaceae g__
k__Bacteria p__Firmicutes c__Erysipelotrichi o__Erysipelotrichales f__Erysipelotrichaceae g__Allobaculum
k__Bacteria p__Firmicutes c__Erysipelotrichi o__Erysipelotrichales f__Erysipelotrichaceae g__Clostridium
k__Bacteria p__Firmicutes c__Erysipelotrichi o__Erysipelotrichales f__Erysipelotrichaceae g__Coprobacillus
k__Bacteria p__Lentisphaerae c__[Lentisphaeria] o__Victivallales f__Victivallaceae g__Victivallis
k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__ f__ g__
k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__RF32 f__ g__
k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Rhodospirillales f__Acetobacteraceae g__Acetobacter
k__Bacteria p__Proteobacteria c__Alphaproteobacteria o__Sphingomonadales f__Sphingomonadaceae g__Sphingomonas
k__Bacteria p__Proteobacteria c__Betaproteobacteria o__Burkholderiales f__Alcaligenaceae g__Sutterella
k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__Desulfovibrionales f__Desulfovibrionaceae g__
k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__Desulfovibrionales f__Desulfovibrionaceae g__Bilophila
k__Bacteria p__Proteobacteria c__Deltaproteobacteria o__Desulfovibrionales f__Desulfovibrionaceae g__Desulfovibrio
k__Bacteria p__Proteobacteria c__Epsilonproteobacteria o__Campylobacterales f__Helicobacteraceae g__Helicobacter
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Enterobacteriales f__Enterobacteriaceae
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Aggregatibacter
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pasteurellales f__Pasteurellaceae g__Haemophilus
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pseudomonadales f__Moraxellaceae g__Acinetobacter
k__Bacteria p__Proteobacteria c__Gammaproteobacteria o__Pseudomonadales f__Pseudomonadaceae g__Pseudomonas
k__Bacteria p__Synergistetes c__Synergistia o__Synergistales f__Dethiosulfovibrionaceae g__TG5
k__Bacteria p__TM7 c__TM7-3 o__CW040 f__F16 g__
k__Bacteria p__Tenericutes c__Mollicutes o__Anaeroplasmatales f__Anaeroplasmataceae g__Anaeroplasma
k__Bacteria p__Tenericutes c__Mollicutes o__RF39 f__ g__
k__Bacteria p__Verrucomicrobia c__Verrucomicrobiae o__Verrucomicrobiales f__Verrucomicrobiaceae g__Akkermansia
k__Bacteria p__Verrucomicrobia c__Verrucomicrobiae o__Verrucomicrobiales f__Verrucomicrobiaceae g__Haloferula
