,learning_rate,latent_layer_size,klb_coefficient,best_loss
0,0.001,10,0.001,0.07704020268989331
1,0.001,10,0.0015,0.07187736395633582
2,0.001,10,0.0022500000000000003,0.07252888246016069
3,0.001,10,0.003375,0.07274188417376894
4,0.001,10,0.0050625,0.07299988920038397
5,0.001,10,0.00759375,0.0733721400752212
6,0.001,10,0.011390625,0.07159549539739435
7,0.001,10,0.0170859375,0.07303499452995532
8,0.001,10,0.02562890625,0.07488945758703983
9,0.001,10,0.038443359375,0.075162360162446
10,0.001,10,0.0576650390625,0.0775643117500074
11,0.001,10,0.08649755859375,0.07866731556979092
12,0.001,10,0.129746337890625,0.07834922183643687
13,0.001,10,0.1946195068359375,0.07996580817482689
14,0.001,10,0.29192926025390625,0.08002034823099773
15,0.001,10,0.4378938903808594,0.08014770710107053
16,0.001,10,0.656840835571289,0.08002474813750296
17,0.001,10,0.9852612533569336,0.08004736177849048
18,0.001,20,0.001,0.07118787187518495
19,0.001,20,0.0015,0.06884092995614717
20,0.001,20,0.0022500000000000003,0.0692528450127804
21,0.001,20,0.003375,0.06869748144438773
22,0.001,20,0.0050625,0.06896709673332446
23,0.001,20,0.00759375,0.06974747686675101
24,0.001,20,0.011390625,0.07115527355309689
25,0.001,20,0.0170859375,0.06976074160951556
26,0.001,20,0.02562890625,0.07145917776859168
27,0.001,20,0.038443359375,0.07361423608028528
28,0.001,20,0.0576650390625,0.0738928679263953
29,0.001,20,0.08649755859375,0.07678273229887991
30,0.001,20,0.129746337890625,0.08069158322883374
31,0.001,20,0.1946195068359375,0.07971512187610973
32,0.001,20,0.29192926025390625,0.0802530086401737
33,0.001,20,0.4378938903808594,0.07997388550729463
34,0.001,20,0.656840835571289,0.07986497156547778
35,0.001,20,0.9852612533569336,0.07978500019420277
36,0.001,30,0.001,0.06619459932500665
37,0.001,30,0.0015,0.06723617062424168
38,0.001,30,0.0022500000000000003,0.06801685419949619
39,0.001,30,0.003375,0.0662067225485137
40,0.001,30,0.0050625,0.06578402085737749
41,0.001,30,0.00759375,0.06938560803731282
42,0.001,30,0.011390625,0.06653355829643481
43,0.001,30,0.0170859375,0.06977124647660689
44,0.001,30,0.02562890625,0.06914067268371582
45,0.001,30,0.038443359375,0.07246289108738754
46,0.001,30,0.0576650390625,0.0756191990592263
47,0.001,30,0.08649755859375,0.0772516799695564
48,0.001,30,0.129746337890625,0.07946514360832446
49,0.001,30,0.1946195068359375,0.07977825945073908
50,0.001,30,0.29192926025390625,0.08002325982758493
51,0.001,30,0.4378938903808594,0.08035428596265388
52,0.001,30,0.656840835571289,0.08010493625294078
53,0.001,30,0.9852612533569336,0.07974772742300322
54,0.001,40,0.001,0.06658397298870665
55,0.001,40,0.0015,0.06437829046538382
56,0.001,40,0.0022500000000000003,0.06718775720307321
57,0.001,40,0.003375,0.06402642076665704
58,0.001,40,0.0050625,0.065823085380323
59,0.001,40,0.00759375,0.06707482626943877
60,0.001,40,0.011390625,0.06782319329001686
61,0.001,40,0.0170859375,0.06872484178254099
62,0.001,40,0.02562890625,0.07002290812405673
63,0.001,40,0.038443359375,0.06988909750273734
64,0.001,40,0.0576650390625,0.07205399599942294
65,0.001,40,0.08649755859375,0.07596869179696748
66,0.001,40,0.129746337890625,0.07818057320334694
67,0.001,40,0.1946195068359375,0.07970323707118179
68,0.001,40,0.29192926025390625,0.0795875173626524
69,0.001,40,0.4378938903808594,0.08031988143920898
70,0.001,40,0.656840835571289,0.08005196397954767
71,0.001,40,0.9852612533569336,0.08012600378556685
72,0.001,50,0.001,0.0639159751660896
73,0.001,50,0.0015,0.06376226020581795
74,0.001,50,0.0022500000000000003,0.0647397113568855
75,0.001,50,0.003375,0.06443718707922733
76,0.001,50,0.0050625,0.06662985050317013
77,0.001,50,0.00759375,0.0667080156730883
78,0.001,50,0.011390625,0.06681362065401944
79,0.001,50,0.0170859375,0.0661236300612941
80,0.001,50,0.02562890625,0.07260743054476651
81,0.001,50,0.038443359375,0.06887466257268732
82,0.001,50,0.0576650390625,0.07551287159775243
83,0.001,50,0.08649755859375,0.0760695573055383
84,0.001,50,0.129746337890625,0.07930098157940489
85,0.001,50,0.1946195068359375,0.07956848000035141
86,0.001,50,0.29192926025390625,0.07980495510679303
87,0.001,50,0.4378938903808594,0.08000827558112866
88,0.001,50,0.656840835571289,0.08012767271562056
89,0.001,50,0.9852612533569336,0.08036201650446112
90,0.001,60,0.001,0.06252883419846043
91,0.001,60,0.0015,0.062135385744499436
92,0.001,60,0.0022500000000000003,0.06386938962069424
93,0.001,60,0.003375,0.06563163526130444
94,0.001,60,0.0050625,0.06335469448205197
95,0.001,60,0.00759375,0.06353385520703865
96,0.001,60,0.011390625,0.06654411373716412
97,0.001,60,0.0170859375,0.06694929527513908
98,0.001,60,0.02562890625,0.06664432178844105
99,0.001,60,0.038443359375,0.07009743199203954
100,0.001,60,0.0576650390625,0.07389902346061938
101,0.001,60,0.08649755859375,0.07622353235880534
102,0.001,60,0.129746337890625,0.07932890545238148
103,0.001,60,0.1946195068359375,0.0797227295962247
104,0.001,60,0.29192926025390625,0.08052703106042111
105,0.001,60,0.4378938903808594,0.07994229865796638
106,0.001,60,0.656840835571289,0.08002755136200876
107,0.001,60,0.9852612533569336,0.08028283263697769
108,0.001,70,0.001,0.06191166241963705
109,0.001,70,0.0015,0.06200244209983132
110,0.001,70,0.0022500000000000003,0.061694094628998726
111,0.001,70,0.003375,0.061855446208607064
112,0.001,70,0.0050625,0.06289309443849506
113,0.001,70,0.00759375,0.06320449800202341
114,0.001,70,0.011390625,0.06512011903705019
115,0.001,70,0.0170859375,0.06658658836827133
116,0.001,70,0.02562890625,0.06794572599006421
117,0.001,70,0.038443359375,0.07084641312107895
118,0.001,70,0.0576650390625,0.07380696498986447
119,0.001,70,0.08649755859375,0.07743238680290454
120,0.001,70,0.129746337890625,0.07878543391372218
121,0.001,70,0.1946195068359375,0.07947350993300929
122,0.001,70,0.29192926025390625,0.08022973031708688
123,0.001,70,0.4378938903808594,0.08013827872998787
124,0.001,70,0.656840835571289,0.08011487036040335
125,0.001,70,0.9852612533569336,0.08001541368889087
126,0.001,80,0.001,0.06138450449163264
127,0.001,80,0.0015,0.061161799864335495
