KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC,PRECISION,RECALL
linear,0.1,auto,0.7614346600965691,0.6973158195316963,0.5359346642468239,0.5158371040723982,0.5158371040723982,0.5158371040723982
linear,0.1,scale,0.7614346600965691,0.6973158195316963,0.5359346642468239,0.5158371040723982,0.5158371040723982,0.5158371040723982
linear,10.0,auto,0.7699559633547144,0.713877784123358,0.5310798548094373,0.5226244343891402,0.5226244343891403,0.5226244343891403
linear,10.0,scale,0.7699559633547144,0.713877784123358,0.5310798548094373,0.5226244343891402,0.5226244343891403,0.5226244343891403
linear,100.0,auto,0.7704657123033574,0.7133066818960594,0.5297413793103449,0.5248868778280543,0.5248868778280543,0.5248868778280543
linear,100.0,scale,0.7704657123033574,0.7133066818960594,0.5297413793103449,0.5248868778280543,0.5248868778280543,0.5248868778280543
linear,1000.0,auto,0.7701258796709287,0.7127355796687607,0.5291288566243194,0.5248868778280543,0.5248868778280543,0.5248868778280543
linear,1000.0,scale,0.7701258796709287,0.7127355796687607,0.5291288566243194,0.5248868778280543,0.5248868778280543,0.5248868778280543
linear,1.0,auto,0.7687453096016879,0.7115933752141634,0.5270644283121597,0.5135746606334841,0.5135746606334841,0.5135746606334841
linear,1.0,scale,0.7687453096016879,0.7115933752141634,0.5270644283121597,0.5135746606334841,0.5135746606334841,0.5135746606334841
linear,0.01,auto,0.7219277006074508,0.6396344945745289,0.5214156079854809,0.502262443438914,0.502262443438914,0.502262443438914
linear,0.01,scale,0.7219277006074508,0.6396344945745289,0.5214156079854809,0.502262443438914,0.502262443438914,0.502262443438914
