KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,100.0,scale,0.6374656356268973,0.5627653123104912,0.6194211586193977,0.5364705882352941
linear,100.0,auto,0.6491901841272267,0.5633717404487568,0.5976304046776428,0.5294117647058824
linear,10.0,scale,0.6422391890659405,0.5627653123104912,0.5862876410808786,0.5364705882352941
linear,10.0,auto,0.6474020928469979,0.5633717404487568,0.5833974457608861,0.5294117647058824
linear,10.0,scale,0.6352186493944504,0.5688295936931473,0.5778164924506387,0.5388235294117648
linear,1000.0,auto,0.6304319442586825,0.5633717404487568,0.5770631379186542,0.5294117647058824
linear,1000.0,scale,0.6846641277044,0.6076409945421468,0.5766470196786767,0.5835294117647061
linear,100.0,scale,0.6861680576938659,0.6082474226804124,0.5754111607567259,0.5835294117647061
linear,10.0,scale,0.6849137022931692,0.6100667070952093,0.5734623063028805,0.5764705882352943
linear,1.0,auto,0.6449293361611608,0.569436021831413,0.5679591732061343,0.52
linear,100.0,scale,0.6386823547447493,0.5688295936931473,0.5670605463818614,0.5388235294117648
linear,1000.0,auto,0.6483368516582162,0.5870224378411157,0.5670421761230938,0.5529411764705884
linear,10.0,auto,0.6442332353463412,0.5930867192237719,0.5645922058890874,0.5458823529411765
linear,1.0,scale,0.6996742565432299,0.6409945421467556,0.5643834965300883,0.5717647058823531
linear,100.0,auto,0.681636357200094,0.6149181322013342,0.5640306371353303,0.5552941176470588
linear,1.0,scale,0.6461951635809307,0.5651910248635537,0.5629419753664591,0.5364705882352941
linear,1000.0,auto,0.6807819424018227,0.6143117040630686,0.5625182944677529,0.5552941176470588
linear,10.0,scale,0.6481831098308647,0.5773195876288659,0.5606836391219836,0.5458823529411765
linear,1000.0,scale,0.645239300103155,0.5724681625227409,0.5598776845398947,0.5435294117647059
linear,100.0,auto,0.6455402765995226,0.5924802910855063,0.5595777808307002,0.548235294117647
linear,10.0,auto,0.6852471044831836,0.6185567010309279,0.5593960386379159,0.5623529411764706
linear,100.0,scale,0.6471061458313059,0.5718617343844754,0.5585502299341014,0.5435294117647059
linear,1.0,scale,0.6641542913122741,0.5955124317768343,0.5569620253164557,0.5317647058823529
linear,100.0,auto,0.6363872607051078,0.5645845967252879,0.5568406484776591,0.536470588235294
linear,1.0,auto,0.6968967525801395,0.6215888417222559,0.5547126548931604,0.56
linear,100.0,scale,0.6477281093452409,0.5924802910855064,0.5534162421336529,0.5364705882352941
linear,10.0,scale,0.6487348153838768,0.5924802910855064,0.5522924782738987,0.5341176470588236
linear,1.0,auto,0.6488810411611129,0.6064281382656155,0.5506708796995924,0.5294117647058824
linear,1000.0,scale,0.6380691399662731,0.5688295936931473,0.5492349643993334,0.5388235294117648
linear,1.0,scale,0.7030466082467924,0.6312916919345057,0.5491267440725924,0.5294117647058824
linear,10.0,auto,0.6450799975617346,0.5645845967252879,0.5488088177145116,0.536470588235294
linear,1000.0,scale,0.6510635233110865,0.593086719223772,0.5480970931974828,0.5364705882352941
linear,100.0,scale,0.7022195475946051,0.6064281382656156,0.5471753341789443,0.5388235294117647
linear,1000.0,scale,0.7025590608195302,0.6064281382656156,0.5471021563079325,0.5388235294117647
linear,10.0,scale,0.7012396255378307,0.6124924196482717,0.5451019611669432,0.5364705882352941
linear,1000.0,auto,0.6433924612684755,0.5645845967252879,0.5448546856465006,0.536470588235294
linear,1.0,auto,0.6474524939283983,0.5664038811400849,0.5434707394226967,0.5223529411764707
linear,1.0,scale,0.6407184194389085,0.5730745906610066,0.5425693076806544,0.5294117647058825
linear,1000.0,auto,0.67676398015802,0.6094602789569437,0.541304019721286,0.5247058823529411
linear,10.0,auto,0.6805275000639239,0.6118859915100061,0.5405493786788751,0.52
linear,100.0,auto,0.6783141348538699,0.6100667070952093,0.5395935000251547,0.5223529411764706
linear,1000.0,auto,0.6513687366526772,0.5821710127349908,0.5373654363706267,0.52
linear,1.0,auto,0.6900377790278454,0.6379624014554276,0.5362479247371335,0.5035294117647059
linear,1000.0,auto,0.6857511170558188,0.6221952698605215,0.5351787773933103,0.5247058823529412
linear,10.0,auto,0.6529049912929417,0.5833838690115221,0.5348663975394079,0.5223529411764707
linear,100.0,auto,0.6880886149154011,0.6221952698605215,0.5347462514417531,0.5223529411764707
linear,10.0,auto,0.6885118522610889,0.6240145542753184,0.5334246443675509,0.5223529411764707
linear,100.0,auto,0.6513961986178554,0.5821710127349908,0.5302047289504037,0.52
linear,0.1,auto,0.6553636369614826,0.6488781079442085,0.5266978064752483,0.5552941176470588
linear,1000.0,scale,0.6274657659183593,0.5627653123104912,0.5256170093195336,0.5364705882352941
linear,10.0,scale,0.7064986183407236,0.6361431170406306,0.5248195610546472,0.5035294117647058
linear,100.0,scale,0.7060166441745389,0.6337174044875682,0.522806500711936,0.5058823529411764
