#sampleID	Taxon	Confidence
01ac1d3fee310f9c5ed554da0181a57d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.966907888985306
01d44a043e89ff05d9d9a3e6faa365de	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999999999817291
01d6d1cad77dbbc2667c1bc30eb0ce39	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999950720910967
01f19b7c18187263794a26f0d7e2b15c	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.998328872868415
02003b80f86a1d23b04493c5c972eb18	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999964514117663
0200892b952498b26c346198aa3818e2	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__rhizosphaerae	0.997948216083685
0200c12399b5c7ecea395eac2b829f93	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.999949779265936
02100d97ec3e55cc815956ef0fc98ed9	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999239434565251
021a6d5dc91f09f7e23a2b607e0a8b8a	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	0.999999999369862
02268a7aa95d0168a085a47192beaf1f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.996776434757357
02798c5ed9eafe47b9a450c815252d51	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.967883146292571
02870d2651bf4559c2e336c788ed7a7e	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	0.999999854043136
028b0dc775440e753b6dc8488c3d7b63	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.99999880025886
029031978952712d12164ebb58e19b50	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.999813341102657
02a44179d188b46b79eccd43aff26179	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.800787494757704
02b8dbf6866f5681733d13b394e8ae69	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.955711451432671
02d0bb8112d170b6dda09673ede5debf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.901570970427076
02d42819835a1330069afe5850158263	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999991799033131
02f3ee4051a13302426bbfe7f5c73447	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.770934609303668
030f569a1a86c0271d199a399559d321	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__paralimentarius	0.999999967075482
031c9e826d4a27cdb2a11c0ae6b72d1c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.99999997149697
034275e08e965b2702d14c6b04b24c65	k__Bacteria	0.999999952460724
034d13862c05c2af83bfc2f6f021f6fe	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.978248586497675
037476957f2edc7928bdb921792e5fe6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.999597593434445
03958bdce1be5270fbb3463e70b2ebc0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__	0.999749683159872
03b2423b6465a87b388ddd6154bcce5d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.972867162625261
03b984bff952b548b99624327719d083	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	0.999800588869739
03c21bb6ef3bdc8bc8cf9951cd1000a6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.999979715665821
03ca1d1c51d0633fc9a1cec3eeb14283	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.990893187889292
03e1b367420ed0715b4064298c439fd5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.95653909541353
040824c71250529078e8be1782b48b22	k__Bacteria	0.9999999809446
041162265ad8c08309b4cbd00fe2ff99	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0.99999947417383
04180cca19d49436453b6ad782b11866	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.9992256246371
046d01b524bdcbb938f5b3ecc6ba0d66	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.899384303276507
047eb25b32f814816f26f4e50096ec1c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999926752103481
049b468fc654dbd89e730a0e86cc7dc0	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__	0.999999993064435
049f03cfd335ab1fc69ef51a6482dc99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.999850705598861
04a86648ad80c95447497cdf3c466d6b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.775318468374847
04adb4ed8b7abf201de8bba2646b8780	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__	0.752568574724147
04af52de3a3870150b13c1a905540037	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	0.999930653180847
04be7e15382d44c2e39a5b347a5e5e67	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella	0.767689011861878
04dc4a78ba7f055b8f97ce53461d29e5	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999988641878503
04f0c56ca1fa439848bc9ecdd2dfcdd3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__	0.999999982670346
04f9d72a2b5f0a8a2b5d2b79711f53a9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999982794489555
0501856e993d7214ba192828fc40df3a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.843612405559148
0501e00780b5ece9e98c6259670da64f	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae; g__Actinomyces; s__	0.996715540262942
053891cafdc3b439799f17f18211b030	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]	0.981633556680233
053ef3707eaac259aa22186b5d2658d2	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__; s__	0.71480011103821
054c4e1520c559848554f514617fa287	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.999940382738499
0552a77386c7e1635253108a65fb54ec	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.739601968238498
057068cc08b7e816055aef568b0cf0e5	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.902911778420248
0574c54f0c7c9ce4f00cf2e80d602065	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999811663225631
0574e7d9aeae16569478f8eb5073239f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.861387123316717
0575b23ba2edf93dc73a8d26a6dfedd0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Clostridium; s__methylpentosum	0.852274737377403
057ae7031fc974b01db7079abb04dd59	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.924846363324532
05ab464dc530d55372bf124564155b07	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.853635364103339
05c268ec73418bd1d58480db92c9251e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.999408230119433
05d2daeff95bd9d4b10ab6a5a6c2002c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.999235941179059
05e02f4607a916ef68bdfaba1ead6220	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999993244664291
05f01518b8a2f948ce3e18f2586bc166	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.996025419914716
061064a503f53e5cc543a320eb1a798b	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__RF32; f__; g__; s__	0.999987418239098
062bb93173b63afa649ecc605a1685b2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.870714727382069
06485a11fe89deec615d617cad85e468	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999999994199371
066115ff81d2c51d2e0c172561a7ad54	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__formicigenerans	0.998952608837128
0668922d23fbedc4fd345cfcc86771a0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.994139763491562
067d82c06fbca7bba989535da0c6dfb9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.987266618269412
0684e43995a027b93e1a9a796c5e9073	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.937237885491172
06a2f19ef5481e83e6a13ff929932c5c	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.998811825441837
06b54a39d453f8265dd22857c73e2c1c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.978726476529844
06b7dc11c96082655940f7cd79cc10f1	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae	0.892457351365685
06c0c269a9f964e48281d139a6186afc	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999999999009034
06f8a82a09040a8178cfcc6187f592b2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.861045602442107
071a277becdf0853b39970f2e638c6c7	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.99999999989987
071f9fc634ad66ead1e955df57acc27d	k__Bacteria; p__TM7; c__TM7-3; o__CW040; f__F16; g__; s__	0.999999964022124
071fec809a8873345f6b851dca0012fa	k__Bacteria	0.999999645847057
0735f958be102e9cf5a2fd3ee3fc390d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.77038531243909
0770090c0d2fc5affc94290f7306d36d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.934356379861118
077ccd30f1f79ca331b7d00c66b95e4a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.995108999875952
079dcbe3c7a2195b935958a2e6e4bc43	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.813058190518227
07a0925ad4bd8a2a62d01866e2140a66	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.975791680501478
07bfa564db4ba6d6a4b014eb4e5ce917	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	0.998682100219728
07c18802ac86688c227c4b12a9dfda17	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.918896636106967
07ef53cb31604eb889b321694d11bd90	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.99106932585713
07fb560f043fb5dae117e0fe5ce6a2f2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.80163328195436
08088e0600deb84b6bd40e98eab3680a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999999702356009
0813d4a5c973b810db6e644c1897c1d1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__gnavus	0.998772128293869
0835dd55094bddab3a01b2074fd56c34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.99975732890489
084795d840a43d7dfcb085b0e1412721	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Adlercreutzia; s__	0.999805242406052
0867d520bfdd1d8c0bbf4f90861cf3c8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.935728439119698
088ee9f032f0e7f1fe938a0314827840	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999999303159634
089c6865c21d008e78623b7eb7f5334e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0.819581120352088
08a54d9efb234cee6feb2974041cb558	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Rikenella; s__	0.99973805463153
08d1643fc9de917a9cdcfca14d9e6f2a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__Anaerovorax; s__	0.7787320080275
08e48c5c0307267c47435923f58dba2a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.936604031651354
092e4908affd8ebc92deff58ac3216ca	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.975978013839912
0935193690c38e60be0868d39139fcfd	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.997946484119546
0946d4d25142fe398e32c929d7116ca7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.999343778286162
094a7c433e9af00ff4ad78be523cef00	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.871237877033943
09a6d530450f93f336c19edffe9537cb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Veillonella; s__	0.99988416627106
09aa579178126fc71cfe298447c02356	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.998310837134738
09b59656fdfc199da335cd6e05d7adad	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.981598740346673
09dae617178b27c865b6fec6cad5b5e8	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter; s__	0.999991592854099
09de2dc14859e1e7b164da9aa750e2b6	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Desulfovibrio; s__	0.992106194772239
09e1cf23b9ff0394a9f06bbe282ae569	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	0.942151761081993
09e25c91104859e74191595a45ff1e05	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__	0.999722061023719
09f2bbedfbfe6d0aa65f56ce732cf41d	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__	0.931646737850087
09f9250bdf87955e5edbb3fb5ce1331d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.999902614297857
0a2145b8d43290a68a2d6b384b1d092b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.909402539150365
0a27e4c43b82362eede359af82cf5d09	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.714737378707102
0a4258aaadf7c3489def5253c3eb9cae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.999165306872565
0a5796861e467768f8974d8ee1d72cf2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.868117953722912
0a778275bff590a48e6d459d6f439fa9	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae; g__Weissella	0.816915118347246
0a8207e24ad92473496963c377f709c3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.984511187615566
0a87d19caae7a2605f7812392249026b	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__coprophilus	0.99999788856398
0a93693361c034dde9fdca48437b9f0d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.853207401655732
0ad5de67beed8c751898893f93a6fa97	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__pallens	0.99993812054778
0adfac11892aef7a338ef22198e921df	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.995715821819617
0ae13ee33c7563d44ff6097ba3c9c5a7	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.879663472845607
0b11e4ef87aae211f508bfe26489cb97	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999848346746716
0b24e8711af479e83c4bb5526bea799b	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	0.999999999499735
0b2b2a05155a2603a87e301ecbea8313	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.995532483844355
0b37df560f325ac82d402b9f9f2ea425	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0.920081107889632
0b38b2772aa02ddd8f62c49d1add4432	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.869390458122338
0b67d5b7abfd3e3eb73ec38128056f8a	k__Bacteria	0.999999868614607
0b8fae01da478655c522cd27d87eb468	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999610186678749
0ba58c7bfd51faf1b314ada645576810	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.999974151316479
0bb209448503c1649f653e1cbcee9bb0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0.991397531407091
0bd2c582a00c756a63bbb96705d499df	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Clostridium; s__cocleatum	0.967364496571164
0bfe40b4ba729880c98e3e4746b3836f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.734204211609684
0c172d1bdbe930121b8d108af12dd9ce	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0.999999974213324
0c17ba964427c8bcc74e2eaa6cba28f3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.966900616957998
0c1c4c305dcf8f4a0b2f475e23c03f5e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0.999999063974014
0c6159b048af78aed7d1f621980a8960	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.984022715800425
0c638e97bd2cebb17dedc5a8af7076ee	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__; s__	0.994662516192139
0c74b44757e4bd3531b7bd01a3f2c6d2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0.999990928207816
0c784e37ad8a129c6f5c35e1a322d82c	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__luteciae	0.972685265873356
0ca934b620863204ae83e819d10abe64	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0.988126696479921
0caedac6f4d1f756bf3dbfdc07ab5589	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0.999542171168663
0cbf8e732272cdb3a13cf00cf9567b95	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uniformis	0.998896440000076
0cc04a0d64784e517c3eca2f8ec03fa2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	0.740866003610687
0ccaddeeba846af0bddca259c6c014fd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0.730706193346353
0cde60969912b1091a82c0ab75646858	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.861572668343204
0ced52373aae27ea924a794d473d1121	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999986670991535
0cef5e6a14132e21b9367702af63179a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0.993497509303418
0cf0fbc0e47f9136816730aa3f8af65a	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	0.999981684419675
0d0f7b66f703c08f51ebdb2b4c19841a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0.999819649799553
