,train accuracy,test accuracy,y score,class report,y test,y pred
0,0.6081081081081081,0.6964285714285714,"[0.028980788774702653, 1.3636953149759492, -0.37032776918075094, 0.01792315521581232, -0.6336576277160932, -0.3806169124929246, 0.29618908237788233, -1.2617121943289402, -0.46183826303553577, 0.4642551994332744, -0.3284343451060632, 0.030189030907341357, -0.2983858068202858, 0.6201289985466141, 1.0619661691565903, -0.47050631754249733, -0.7467115063350063, 1.2437396588455165, 0.5398719511054593, 1.1204141800036462, 0.01387914754600254, -0.22937457835067268, 0.4492244977885995, 0.11316583007452187, -0.7949712631248409, -0.579141811670248, -0.5438311548795122, -1.0018334093972399, -1.695507101367311, 1.3720226712456798, 0.10706232640563372, 1.3769791454353788, -0.6438109095573963, 0.3590279980426956, 0.42157018522292367, -0.7324223021930405, 1.7053626235327277, 0.4539551681579107, 1.0897673795620306, 0.5728682807860336, -0.593296890970099, 1.4429822864001332, -0.7582684835500071, 1.424028120169021, -1.0137799723878809, -1.2172901072696138, 0.9016029995146249, -0.6927708105347206, -0.20450858977757583, 1.1342198587339958, 0.5503997594270611, 0.11770076201487116, -0.03758872847272878, 0.19276196632745798, -0.7957527087334415, -0.1391680325803342]","['              precision    recall  f1-score   support', '', '           0       0.73      0.66      0.69        29', '           1       0.67      0.74      0.70        27', '', '   micro avg       0.70      0.70      0.70        56', '   macro avg       0.70      0.70      0.70        56', 'weighted avg       0.70      0.70      0.70        56', '']","[1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0]"
1,0.6261261261261262,0.625,"[-0.8484501012652131, -0.21472025763699976, 0.7009297728614726, -0.12431588091723941, 0.8452312987052958, -0.785149866438469, 0.3497849910987757, 0.1825033757174819, 0.3476939121832384, -1.0229912448329241, -0.21093307374209522, 1.2344870791722131, 0.5810250991417073, -1.3209297362230312, -0.7726265855395481, 0.03687483292646568, 1.2437185662492154, -0.6010824274296719, 0.7568500537892499, 0.6000571363280554, 0.8513119993215014, 0.08069532130978521, 0.03550457631690232, -0.16811542799527887, 0.03653830185489229, -2.3574732782081194, -0.29433452227681334, 1.232800651783899, -1.7298799644417673, -1.7926224457299165, -0.11799633696810227, 0.6893143231214732, 0.8061972501780149, -1.3435825448804708, 0.7663676929328377, -0.7098429731476503, 0.498247458996227, 1.3364242806656115, -0.1569366572861702, 1.8445397435227517, 0.5982612590977664, 0.0035398548044355514, -0.09231726325808784, 0.4360047582005684, 0.05822795431219299, -0.35844320347782055, -1.101958186440917, -0.22478141918847147, 1.0071040837020433, 1.5823022554489004, 0.3460481607868179, -0.27159803755337986, 0.012950618518056203, 1.161472185071855, 0.3392599503462609, 1.3165097251773918]","['              precision    recall  f1-score   support', '', '           0       0.78      0.53      0.63        34', '           1       0.52      0.77      0.62        22', '', '   micro avg       0.62      0.62      0.62        56', '   macro avg       0.65      0.65      0.62        56', 'weighted avg       0.68      0.62      0.63        56', '']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]"
2,0.6261261261261262,0.6428571428571429,"[0.5524116760125697, 1.160909795656671, -0.7479252113738637, -0.6345961457937497, 0.24357867761306523, 0.1595736105907007, 0.5635766265073257, -0.7032749487398503, 1.0186905366261294, 1.1627388790054294, 0.9554170288603867, 0.5954530256621073, 1.052205860593614, 1.4851975726247773, -0.25135811914452943, -0.4805615744491217, -0.3014460848016735, 0.046691458651797954, 1.5879825168700517, 1.3357882525479032, 0.026622084255558273, 0.14362784758133357, -0.5992634779638335, -0.26219417532956285, 1.5659057003917458, -0.4459130244509382, -0.5588988666706345, 0.37006842143142077, 1.1560579850738941, 0.06548374785001702, 0.5533303852491565, -0.3374162710629646, -1.3812068355761906, 0.7374078061701317, -0.9311241840585076, -0.5268698115709167, 0.6446934172821175, 0.10454073598754325, 1.199016172210135, 0.651181965946799, -0.4671476086097081, 0.38891485453766067, 0.06303257437142619, 0.5669368674189825, -0.14692133273169888, 0.3912313151365803, 0.7937935251130033, 1.1760292067134244, -0.3503624748280498, -1.4516709841977429, 0.42154729534755936, -0.031661233953081916, -0.40870087793944115, 2.2360799023258, 0.7437481444078827, 1.4147856958129597]","['              precision    recall  f1-score   support', '', '           0       0.80      0.50      0.62        32', '           1       0.56      0.83      0.67        24', '', '   micro avg       0.64      0.64      0.64        56', '   macro avg       0.68      0.67      0.64        56', 'weighted avg       0.70      0.64      0.64        56', '']","[0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1]"
3,0.6576576576576577,0.48214285714285715,"[0.21634050624524537, 0.5921528244250354, 0.858674608362354, -0.6820340146566799, -0.6426364188921556, 0.98056708099331, 0.6186591106748671, -0.7939280850566537, 1.0035352782648912, 2.8156850602155385, -0.5647665885379867, 0.10586302086684246, -1.4108158303834415, 0.05598018560894319, 0.6565783870253408, 0.27733698715336, -1.115040330721956, 0.6303050588982149, 0.767364873776422, -1.4898989140121572, 0.05032166304604818, 0.9805041578313207, 2.08575925976248, 0.6931818393567277, 0.4817952640135464, 0.9873483003228147, -0.12495163792715397, -1.3946783025711715, 0.8014166142808146, 1.6124752949795202, 0.6484764525775495, -0.4021216167034635, 2.2117074198914253, 0.812995290476632, -1.1892905640691154, 0.23335831102114174, 0.8174800098119706, 1.3949988867279925, 1.4943784827120528, 0.2710923843830825, 1.8985876833857143, 0.6131942091316591, -0.39007780192701685, -1.7749669680244389, 1.9509098105343194, 0.896577991168847, -0.3199137311053348, 0.4138236227391335, -1.1194538345676037, 0.9658847135830604, 1.2956764140974835, -0.9925694604082933, -1.2358607512319626, 0.7080343844809569, -0.5198962086037207, -1.8476958021714305]","['              precision    recall  f1-score   support', '', '           0       0.74      0.37      0.49        38', '           1       0.35      0.72      0.47        18', '', '   micro avg       0.48      0.48      0.48        56', '   macro avg       0.54      0.55      0.48        56', 'weighted avg       0.61      0.48      0.49        56', '']","[1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0]"
4,0.6486486486486487,0.5535714285714286,"[-0.4106388741075049, -0.18676517512637478, -0.48458487739816636, -1.6105683336022962, -0.08223121981318357, -0.3577749968144237, 0.7155138667715553, 0.45618096774177397, -0.48353678868603556, 0.28690285583078456, -1.811588170929679, 0.015142126751283264, 2.1871188819084737, 0.1114439666340852, 0.634896007692501, 2.049309459532537, -1.190680172288828, 1.1693527428123036, -0.4691365053904679, -0.4636855038513643, 0.8422496484160518, 1.3206414621877216, -0.9157674367692923, -1.376015987618891, 0.11271995847339003, 0.4641788500755901, 0.5659087617389471, -0.273446417721776, -0.33863543629172865, 0.08171067659520362, -0.029023021476620392, 0.5397758314024084, 0.24737417782045637, -0.21735229368132378, 0.25806341793559007, -0.167930216324744, -1.947538969693225, 0.05837529132784691, -0.29398816135260475, -0.565462773060375, -0.6419444929329583, 0.909032471907004, 0.0947214955113598, 0.3632052571330173, 0.3973273441972882, -1.4582210586814313, -0.289240798820112, 0.10104533258510132, 1.293378974592052, 1.8992429026586568, 0.08811639379373329, -1.2604073576810293, -1.2719109668896393, 0.9663167821583853, 0.15232016131988493, -0.43264274148412607]","['              precision    recall  f1-score   support', '', '           0       0.67      0.53      0.59        34', '           1       0.45      0.59      0.51        22', '', '   micro avg       0.55      0.55      0.55        56', '   macro avg       0.56      0.56      0.55        56', 'weighted avg       0.58      0.55      0.56        56', '']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0]"
