X,y
[ 1.75220947 0.77891218 0.72451789 1.17219681 -0.88633864 -0.73645469 0.9283128 -0.99623503 -0.91423073 -0.184531 -1.18669489 0.73898943 -1.19065361];[ 1.04177311 0.51184098 0.95601233 1.15130525 -1.08532667 -1.25434778 1.13156121 -0.18839513 -0.73232763 -0.68725318 0.2283916 0.82524186 -1.89847594];[ 0.88317827 0.89569732 0.56635022 0.45077295 -2.04024439 -0.84061507 1.20955359 -0.37409985 -1.48394475 -0.84288391 1.1987086 0.16801194 0.20951506];[ 0.95071571 -0.02293307 0.57532052 -0.03070545 -1.32897663 -1.3829623 1.18007861 0.00450444 -1.48613289 -1.25310284 1.29617349 0.5130528 0.98496761];[ 0.957174 -0.53398335 0.59564504 -0.19845696 -1.00560154 -1.56406225 1.14641008 0.15288431 -1.40721418 -1.16983572 1.37763231 0.7898131 0.85959516];[ 1.15281406 -0.56902747 0.55473318 -0.44368759 -1.00338471 -1.40401664 1.11045372 0.19253102 -1.39634867 -1.19100712 1.39141898 0.77789034 0.82763091];[ 1.11376506 -0.67575392 0.55779604 0.18562557 -1.28325521 -1.29236667 0.99557764 0.10369068 -1.37663116 -1.31321191 1.1730704 0.93376576 0.87792773];[ 1.16075704 -0.80411654 0.5228213 0.07832859 -1.03248347 -1.38188747 1.02472393 0.09956883 -1.35910018 -1.29564289 1.34646506 0.87691333 0.76365246];[ 1.25519935 -0.69732181 0.49051211 0.00411207 -1.04769744 -1.20046088 0.95215944 0.10228128 -1.44625365 -1.42976934 1.22251985 0.87736444 0.91735457];[ 1.30971496 -0.85174348 0.50201952 -0.36175122 -1.04440611 -1.31456672 0.97976201 0.19239141 -1.18137795 -1.29929552 1.31785293 0.93144094 0.81995923];[ 1.35585601 -0.71372285 0.43412793 -0.14834361 -0.91004201 -1.35391687 0.98317044 0.08909324 -1.53238786 -1.16973334 1.31044042 0.85885841 0.79660009];[ 1.40428997 -0.70389041 0.49723311 -0.12757749 -1.07876216 -1.05355877 0.99595584 0.2097894 -1.49679816 -1.37894358 1.32776505 0.88688524 0.51761194];[ 1.48756643 -0.82251278 0.48979257 -0.07314553 -1.17245285 -1.23331949 1.00621758 0.19113133 -1.2697556 -1.26346093 1.31949987 0.86069616 0.47974323];[ 1.47179605 -0.94074287 0.55198422 -0.14619273 -1.04320653 -1.27597562 1.07342072 0.20157455 -1.13565161 -1.33659713 1.29972771 0.89388913 0.38597413];[ 1.47281657 -0.79774528 0.46487597 -0.06707519 -1.15112685 -1.28427527 0.92754499 0.21700177 -1.29019806 -1.28427527 1.27355152 0.79463607 0.72426901];[ 1.41417614 -0.7996017 0.48416803 -0.03450299 -0.9044006 -1.23299393 1.06817368 0.05414152 -1.52733927 -1.27369631 1.22730207 0.66356183 0.86101153];[ 1.51071817 -0.78487694 0.44529441 -0.46890303 -0.84243681 -1.24286631 1.1232551 0.15031516 -1.48881789 -1.12113798 1.26038977 0.63393049 0.82513586];[ 1.82281219 -0.41074679 0.51039788 -0.17341769 -0.54964251 -0.96670567 1.19506023 0.2786436 -1.15309273 -0.89300979 -1.57981036 0.88739349 1.03211814];[ 1.43181272 -0.61473337 0.36210454 -0.30900564 -0.84878958 -1.24953105 1.12139638 0.06646383 -1.63224543 -1.13051233 1.29390947 0.60213529 0.90699517];[ 1.56277793 -0.74480697 0.44641559 -0.30731157 -0.84176878 -1.23211485 1.00951242 0.14999827 -1.66723061 -1.03367728 1.28241781 0.65768202 0.71810602];[ 1.55599688 -0.68186521 0.38619951 -0.29309589 -0.89070395 -1.20462009 1.12836551 0.09143166 -1.50706964 -1.22849889 1.28267367 0.66172187 0.69946458];[ 1.510862 -0.89664884 0.38115136 -0.23957967 -1.0090812 -1.32292704 1.09215767 0.13769101 -1.34285875 -1.08665596 1.26821747 0.72653771 0.78113423];[ 1.62679709 -0.80457701 -0.18214838 -0.40955299 -0.76125716 -1.27422306 1.07502915 0.1846214 -1.22628048 -1.21474106 1.3056723 0.75117691 0.9294833 ];[ 1.58555363 -0.77071341 0.0916275 -0.25700287 -0.99530651 -1.1988035 1.19707884 0.12022158 -1.41369888 -1.11380816 1.25771931 0.76706994 0.73006254];[ 1.48644192 -0.77744042 0.2494471 -0.09737036 -1.18622186 -1.26712272 1.06796004 0.16972347 -1.34546521 -1.14424717 1.21280738 0.74175488 0.88973294];[ 1.5129897 -0.59529856 0.39036116 -0.29810431 -1.05474212 -1.11906207 1.16119631 0.11962325 -1.49632154 -1.24970239 1.31019087 0.64041713 0.67845257];[ 1.56508864 -0.75588233 0.47398885 -0.13274626 -1.03403108 -1.47171687 0.99615395 0.1513196 -1.25326716 -1.19484936 1.18627925 0.7561033 0.71355947];[ 1.46226184 -0.8033393 0.50518792 -0.11783823 -0.93401402 -1.41677257 1.07673375 0.06572234 -1.33465854 -1.23855591 1.07432982 0.6644149 0.99652799];[ 1.42952338 -0.60153199 0.40391257 -0.52137606 -0.75521817 -1.54818947 0.71960865 0.08001217 -1.36111011 -1.02316669 1.36275754 0.54348575 1.27129243];[ 1.37739134 -0.50959022 0.50649885 -0.50767875 -0.49822751 -1.53551822 0.35251473 0.04038456 -1.60292549 -0.92797793 1.48341477 0.51936336 1.30235052];[ 1.16637701 -0.44103512 0.45586164 -0.70403905 -0.45647099 -1.37374308 0.23035348 0.04385012 -1.68005948 -0.83034982 1.52820321 0.47393063 1.58712145];[ 1.14308607 -0.2526349 0.50758747 -0.68041141 -0.57400012 -1.47531114 0.11165179 0.02598079 -1.61405347 -0.81636579 1.59728473 0.50758747 1.51959851];[ 1.12317526 -0.37425684 0.48038287 -0.60072227 -0.56561266 -1.21158585 0.20053274 -0.15852071 -1.71804992 -0.83710986 1.70666175 0.39565387 1.5594516 ];[ 1.23052388 -0.25551848 0.44468272 -0.61878868 -0.49062602 -1.07309775 0.13631232 -0.20871503 -1.87475662 -0.84818141 1.64850838 0.402386 1.50727071];[ 1.19117344 -0.2234549 0.5850424 -0.60989491 -0.37006811 -1.31967509 -0.14336574 -0.0903817 -1.6797986 -0.92313618 1.59204592 0.3965343 1.59497918];[ 1.21227301 -0.18802168 0.41898769 -0.51675101 -0.16151399 -1.38117895 -0.09314417 -0.23743844 -1.6766821 -0.90693423 1.57678138 0.26081115 1.69281134];[ 1.15079869 -0.41578837 0.4408685 -0.74120609 -0.03449716 -1.50070009 0.33456301 -0.07533908 -1.52180489 -1.06733846 1.72485703 0.35110377 1.35448315];[ 1.18692309 -0.46976289 0.46026567 -0.70376844 0.11009969 -1.28194712 0.4396866 -0.24431475 -1.68693138 -0.97542496 1.69538224 0.02665159 1.44314066];[ 1.04843557 -0.30118096 0.38852799 -0.62949927 -0.18295333 -1.20649325 0.42188739 -0.11296139 -1.96949145 -0.79428814 1.74432084 0.18015378 1.41354222];[ 1.09052694 -0.42439415 0.49677751 -0.79127477 -0.12718459 -1.24286736 0.52246611 -0.03497205 -1.84693961 -0.83231644 1.64749358 0.09512575 1.44755908];[ 1.08932232 -2.08204245 0.55116451 -0.34410031 0.08245443 -0.93461067 0.56504055 0.11445413 -1.2373519 -0.61736619 1.44530106 0.01036981 1.35736471];[ 0.98168112 -0.36864273 0.52393963 -0.68861641 -0.07520987 -1.28155396 0.6963055 -0.19360003 -1.78316968 -0.95129937 1.80344196 0.05563963 1.28108422];[ 1.47946853 -0.47445695 0.7487522 -0.87098363 -0.70356398 -0.98462345 0.93789244 0.04613878 -1.58272419 -1.22441788 1.41366438 0.3074538 0.90739994];[ 1.53565101 -0.5530496 0.68143869 -0.41899684 -1.12058854 -0.91894366 1.13146936 -0.01118481 -1.58080156 -1.19217595 1.27861882 0.38728158 0.78128151];[ 1.58701047 -0.59611514 0.73517114 -0.46570707 -1.11160889 -1.13766622 1.14474618 0.06148954 -1.32638841 -1.22276616 1.3218583 0.42529305 0.58468321];[ 1.63021049 -0.34123461 0.66748659 -0.55505848 -1.16259901 -1.05021573 1.02754832 0.06271688 -1.51767176 -1.16592155 1.25278824 0.39949324 0.75245737];[ 1.54530087 -0.6787995 0.67483063 -0.63586073 -1.10300928 -1.11811179 1.0588244 0.10643617 -1.22120859 -1.25923996 1.27500929 0.49016423 0.86566426];[ 1.64841054 -0.28858116 -0.11277099 -0.53709832 -1.01388366 -1.21147815 1.1329132 0.11838904 -1.35144394 -1.20138625 1.27216936 0.66320761 0.88155271];[ 1.7194788 -0.52277378 0.16018206 -0.6809311 -0.97655752 -1.13005881 1.16874264 0.02405534 -1.25590068 -1.22046286 1.21586202 0.66014401 0.83821989];[ 1.44013111 -0.66412446 0.34956186 -0.64122494 -0.75946068 -1.36183834 1.0815954 0.0446027 -1.30875413 -1.19658027 1.31906157 0.73930175 0.95772844];[ 1.43804802 -0.60351127 0.33395106 -0.74929827 -0.9016127 -1.03534999 1.0857588 -0.07489353 -1.39870697 -1.22118056 1.21910812 0.76415786 1.14352943];[ 1.55256962 -0.43786588 0.34074158 -0.39263511 -1.13194331 -1.35609205 0.97353312 0.05412683 -1.26379596 -1.23148403 1.25753093 0.70740149 0.92791277];[ 1.51832111 -0.4865058 0.23251394 -0.74380167 -0.69164038 -1.20431753 1.02236743 0.00315828 -1.48386626 -1.20022499 1.18756237 0.67892662 1.16750688];[ 1.4853353 -0.64211219 0.29506314 -0.72526223 -0.77313612 -1.20961905 1.13808453 0.02483915 -1.29858144 -1.29154814 1.19314316 0.84360813 0.96018575];[ 1.5213436 -0.35600076 0.25538042 -0.62341788 -0.89664614 -1.30931268 1.12711318 -0.03729415 -1.34830251 -1.24945791 1.21961494 0.78343841 0.91354149],0.20324840903595331;0.07799238397207064;-0.02947497583041847;-0.03366852915111074;-0.035956369079435335;-0.11487607705261116;0.029146292862739953;-0.0725644863151399;0.0276025611409787;0.0034084318588299967;0.012785405090703694;0.010261732948739777;0.06720313989396187;-0.14587572116306746;0.14062868162435382;0.05508142237758995;0.07180513378956421;-0.07366384759594369;-0.11188396783515109;0.11885308984353049;-0.0362078364694447;-0.017128518027885287;0.12204968831246754;-0.1291188048983929;0.09323626979127564;-0.16504235862757743;0.08057980207071236;-0.35712509792322045;-0.36709391964156707;-0.12216125502408148;-0.11870168361686155;0.08888094946347942;-0.06422042230610503;-0.2796780629660015;0.050221569956277703;0.4277071790870376;0.10512359748113137;-0.017799217094064457;0.1005787221935247;0.04257444538978983;0.13126494188833004;0.24158694642278222;0.19357691806166133;0.013276822889845219;-0.11719786524095288;0.03127608277184657;0.07408880404714902;0.03582943393281135;-0.08714723507261724;0.004163395959722038;-0.11222567656513838;0.04883430579003467;0.11571710076633024;-0.010971352285561897;0.06207810100257549
[ 1.40546987 1.11117018 0.5217695 1.28955807 -1.14756624 -0.41817198 0.65574095 -0.49659341 -0.61913302 -0.03439984 -1.52849643 0.79055174 -1.52989938];[ 1.14881619 -0.11631584 0.81318956 0.8423384 -1.59056952 -1.74775228 1.27916361 0.017454 -0.93664875 -1.02798024 -0.16888581 0.68737082 0.79981986];[ 1.08291084 0.06278092 0.69197885 0.08479515 -1.51257754 -1.53348386 1.40582796 0.17835639 -1.33854857 -1.02592072 0.12657634 0.5350573 1.24224693];[ 1.03552905 -0.13784129 0.56154702 0.21982575 -1.3379677 -1.4417687 1.0999667 0.2008325 -1.49104441 -1.31937076 0.70891634 0.67520951 1.226166 ];[ 1.07453832 -0.42328381 0.54464756 -0.02603698 -1.00977008 -1.57718488 1.06096171 0.20352159 -1.5044442 -1.23211004 1.12003601 0.66795064 1.10117416];[ 1.07142974 -0.46807102 0.54223586 -0.20123469 -1.19709147 -1.35118549 1.03864028 0.1158191 -1.38639181 -1.28999954 1.26893794 0.81211381 1.04479729];[ 1.10331004 -0.85712753 0.51941273 -0.09339135 -1.049024 -1.29933099 0.96036571 0.12383513 -1.30757119 -1.33041371 1.26529273 0.85472944 1.109913 ];[ 1.18207789 -0.90992192 0.50907234 0.05729764 -1.00350543 -1.30898862 1.02308462 0.05574476 -1.36794653 -1.28886723 1.28048119 0.86489667 0.90657461];[ 1.30758762 -0.86907127 0.51885811 -0.03652556 -0.96153358 -1.46957582 1.01469756 0.09995756 -1.32904981 -1.17385286 1.31569906 0.87068012 0.71212885];[ 1.16212567 -0.69839324 0.47751358 0.13514859 -1.22344007 -1.13936036 0.9659758 0.11640896 -1.37885717 -1.45191144 1.25366794 0.94819748 0.83292426];[ 1.26609902 -0.80284433 0.52366675 -0.20046438 -0.98628316 -1.35159071 0.95123853 0.13550754 -1.48316288 -1.13652714 1.21338136 0.91089225 0.96008717];[ 1.33255213 -0.84513001 0.50991521 -0.20729596 -1.00526295 -1.25412377 0.99997221 0.15491541 -1.3290087 -1.33079502 1.25806694 0.9175868 0.7986077 ];[ 1.46862209 -0.97802262 0.55344657 -0.39843494 -0.89546981 -1.23337059 1.09651668 0.21222022 -1.37430901 -1.07772905 1.34186274 0.93822712 0.34644059];[ 1.44920203 -0.63507049 0.47220619 -0.38615513 -0.91052452 -1.0973414 1.11257453 0.10005239 -1.69252454 -1.11188842 1.33433144 0.80541546 0.55972247];[ 1.4440951 -0.74567213 0.43075461 -0.00246396 -1.22723733 -1.17473862 0.9426296 0.14679602 -1.39017914 -1.28272659 1.17140496 0.80457995 0.88275754];[ 1.47259827 -0.81839732 0.48343447 -0.13957491 -1.05173161 -1.18466946 1.06921972 0.0652681 -1.40484072 -1.25090779 1.23560145 0.87396399 0.65003579];[ 1.46814075 -0.86430426 0.45125344 0.02002995 -1.09822335 -1.22539412 1.07347552 0.15885322 -1.36029403 -1.28150233 1.20335676 0.7965223 0.65808615];[ 1.47906162 -0.83989138 0.38239782 -0.10046173 -1.0451256 -1.26353157 1.07599765 0.03889087 -1.47107615 -1.0704745 1.24537995 0.71030474 0.85852828];[ 1.49331418 -0.71197209 0.34288092 -0.27665525 -0.87780318 -1.13996609 1.04704259 0.04087854 -1.62280574 -1.16476801 1.23504212 0.66063298 0.97417902];[ 1.59572745 -0.80089971 0.45264767 -0.38086927 -0.93239984 -1.25207926 1.02273358 0.15731685 -1.41632017 -1.14965298 1.25691264 0.73412617 0.71275686];[ 1.57008916 -0.82034716 0.41629921 -0.16779559 -0.95179092 -1.32297513 1.08590942 0.12455621 -1.33630178 -1.23150005 1.23617912 0.66476028 0.73291724];[ 1.61243767 -0.82228586 0.31024948 -0.38602634 -0.91741386 -1.19055167 1.00309739 0.06155566 -1.47352015 -1.06951146 1.24232021 0.70709567 0.92255326];[ 1.69531299 -0.69531286 -0.22980794 -0.41993514 -0.97610549 -1.12564115 1.00330951 0.26082442 -1.27988388 -1.18327276 1.32590427 0.85006949 0.77453854];[ 1.64734829 -0.7539058 0.05547344 -0.25987689 -0.77980671 -1.17621453 1.217788 0.11484135 -1.48407914 -1.18156778 1.31636575 0.68770206 0.59593195];[ 1.52033527 -0.72034187 0.23928446 -0.00684103 -1.08898476 -1.29903793 1.13395515 -0.00793397 -1.46009015 -1.06937784 1.22543041 0.76680112 0.76680112];[ 1.54758253 -0.65137932 0.44892695 -0.25351349 -1.0345487 -1.17384954 1.20848597 0.07442649 -1.51336881 -1.17384954 1.21635553 0.68241575 0.6223162 ];[ 1.63668995 -0.65717774 0.49689038 -0.3644517 -1.01695474 -1.2857371 1.030893 0.15262147 -1.37300724 -1.17006609 1.28739782 0.74813524 0.51476674];[ 1.49033972 -1.0851759 0.59049303 -0.64920179 -0.74352838 -1.21881024 1.09345678 0.13819392 -1.23853202 -1.17578476 1.10362043 0.78723291 0.90769632];[ 1.38929461 -0.66573022 0.43698936 -0.48111635 -0.89322097 -1.54594275 0.77882749 0.12289443 -1.27851209 -1.03781908 1.38041221 0.6067091 1.18721427];[ 1.23429308 -0.48036762 0.40206994 -0.64815731 -0.67820501 -1.5430179 0.52449393 0.12217509 -1.5430179 -0.85467047 1.53947646 0.64695988 1.27796784];[ 1.12412478 -0.40365616 0.38847099 -0.68412197 -0.46391925 -1.36556212 0.16479364 0.02680419 -1.67045412 -0.84764527 1.61905325 0.5631794 1.54893263];[ 1.07857962 -0.26895632 0.50308275 -0.72437202 -0.44239443 -1.38253128 0.01464599 0.13515983 -1.74870535 -0.8558164 1.62643157 0.64942046 1.41545556];[ 1.00282067 -0.36740586 0.51157604 -0.42140453 -0.58534772 -1.4876454 0.20569653 0.01087631 -1.66178234 -0.90626259 1.68708953 0.57626114 1.43552821];[ 1.03368714 -0.31782948 0.54249891 -0.54053207 -0.49649704 -1.44398445 0.09982486 0.09554825 -1.67140004 -0.98685632 1.7358041 0.64922593 1.3005102 ];[ 1.14949582 -0.32939665 0.55681883 -0.58877714 -0.48118529 -1.17649546 -0.08924098 -0.03885136 -1.75742209 -0.98249054 1.66484088 0.63965871 1.43304528];[ 0.9899125 -0.09096443 0.44380351 -0.34088373 -0.21844832 -1.37381508 -0.06383129 -0.27002891 -1.77293562 -0.96836662 1.67925737 0.35560704 1.63069357];[ 1.15925316 -0.19209674 0.39724921 -0.53647718 -0.32570691 -1.35049466 0.24437104 -0.13458794 -1.78813697 -0.92735634 1.75163412 0.3074733 1.39487591];[ 1.20134667 -0.1009838 0.32370337 -0.42141594 -0.00674432 -1.24387229 0.32370337 -0.33328663 -1.88302281 -0.96686632 1.81353644 -0.02179928 1.31570154];[ 0.9907742 -0.17347777 0.39456959 -0.40983987 -0.20390542 -1.13489826 0.47370534 -0.35793787 -1.97589096 -0.9061074 1.84541085 0.10050025 1.35709731];[ 0.80964247 -0.30190619 0.56238132 -0.69404791 0.0475779 -1.40443277 0.56238132 0.026816 -1.80847869 -0.95241216 1.74903396 0.01541446 1.38803029];[ 0.97514937 -2.14128888 0.55070734 -0.3714174 0.13096429 -0.854841 0.53172921 0.08660266 -1.2611836 -0.6421712 1.55510486 0.20770716 1.23293719];[ 1.06749129 -0.31572344 0.42147053 -0.60513578 0.00739017 -1.40658179 0.56885157 -0.02265575 -1.6103726 -1.14509722 1.90298214 -0.04024952 1.17763041];[ 1.40247809 -0.42111111 0.78911585 0.20726309 -0.67434587 -1.54304864 0.89862489 0.07512674 -1.53313843 -1.38031465 1.3884067 0.24564535 0.54529799];[ 1.51352222 -0.55842682 0.75742891 -0.56375806 -1.09846792 -1.04535859 1.13447315 0.08069864 -1.49786747 -1.11703914 1.3613326 0.38575769 0.64770478];[ 1.54743073 -0.5930924 0.7043475 -0.56777252 -1.170397 -1.13416701 1.09955522 0.05069441 -1.23451221 -1.23815449 1.29401896 0.44130472 0.80074409];[ 1.62998749 -0.17480252 0.92060208 -0.10216499 -0.52931751 -0.61662474 -1.49109388 -1.48121495 -0.68604867 -0.60766874 1.42340457 0.71541501 0.99952685];[ 1.58614823 -0.69192494 0.67680167 -0.68371876 -1.11000589 -0.9872107 1.09118278 0.10153907 -1.31914574 -1.19893962 1.30270796 0.47863379 0.75393216];[ 1.5969304 -0.56605168 0.57591669 -0.82935219 -0.95778635 -1.20667554 0.99847336 0.13299172 -1.2534161 -1.19256207 1.2854819 0.51629755 0.89975231];[ 1.68218044 -0.31698336 0.09908324 -0.55913051 -0.97991063 -1.30383369 1.0981402 0.1400537 -1.22797234 -1.28557177 1.36885569 0.61508195 0.67000708];[ 1.51147649 -0.49039457 0.25154134 -0.65271484 -0.83324162 -1.31705895 1.08892097 0.04628594 -1.43627957 -1.10654011 1.33729629 0.72292782 0.8777808 ];[ 1.47389105 -0.62778394 0.23550992 -0.58036759 -0.92824134 -1.33253954 1.10285994 -0.0148736 -1.23204688 -1.15482238 1.36523306 0.70770381 0.9854775 ];[ 1.57788101 -0.66817521 0.37097402 -0.75506148 -0.88980047 -1.33454543 1.01677671 0.08663075 -1.22971981 -1.10091402 1.2857739 0.72143551 0.91874451];[ 1.5704116 -0.55480705 0.37569742 -0.56623012 -1.02230683 -1.34731088 1.0726443 0.06578613 -1.21285496 -1.20299117 1.27515902 0.70841864 0.83838391];[ 1.43541085 -0.33592484 0.24686235 -0.66302326 -0.87654034 -1.16521527 1.19351276 -0.07948719 -1.46021656 -1.24197373 1.32931314 0.70923393 0.90804815];[ 1.54539818 -0.34883115 0.30152331 -0.55108043 -0.93885291 -1.20790089 1.17507828 0.00388265 -1.35188331 -1.37843713 1.20281897 0.75049117 0.79779327],0.623422659465779;0.12666435170001566;-0.30586126518344003;-0.039004983381275116;-0.02232143534515152;-0.07827457354346434;0.06271891587381606;-0.008387058750980891;-0.048721759035671774;-0.014737276406408317;0.04873368561498037;0.09654446465027455;0.01605785153777539;-0.16994492574844478;0.1265901208066501;0.004255799718556608;0.0025221237166679344;-0.028955060969143798;-0.024309003869321666;0.06317583265914695;-0.0828120222899329;0.00021212061362074763;0.21447848176619866;-0.08383284214265951;0.07453081521098137;-0.17759297162961563;0.06256377971804383;-0.31462929109110827;-0.2543335595319135;-0.3597002814345244;-0.15014765306526964;0.1910505402212536;-0.10587166902700064;-0.18906584506234925;0.025409697498449083;0.3082023200891222;0.0793323353164711;0.15000197087999773;0.08867597685667972;-0.030652113016030103;0.03712236018248305;0.32977332443385865;0.23584826217926624;-0.03491793538483012;-2.5906490974953424;2.5822766655131812;-0.09270942427772655;0.09966684137386539;-0.00921923182644524;0.013938965345920984;-0.08608322092946419;0.0558675844182035;0.1208684636128523;-0.018434481538192937;-0.02838210417848397
