,y score 0,y score 1,y pred,y test
0,0.4210692,0.5789308,1,1
1,0.52509505,0.47490495,0,0
2,0.59081674,0.40918323,0,1
3,0.5058575,0.49414247,0,1
4,0.4616838,0.5383162,1,1
5,0.56841314,0.43158683,0,0
6,0.537877,0.46212298,0,0
7,0.34579396,0.65420604,1,1
8,0.6920805,0.30791947,0,0
9,0.3363418,0.6636582,1,1
10,0.5746002,0.42539978,0,1
11,0.4747795,0.5252205,1,0
12,0.46400905,0.53599095,1,1
13,0.48405433,0.5159457,1,0
14,0.61209273,0.38790724,0,0
15,0.49310452,0.5068955,1,0
16,0.50794005,0.49205992,0,0
17,0.59909624,0.40090376,0,1
18,0.28250957,0.71749043,1,1
19,0.5014367,0.49856326,0,1
20,0.60339105,0.39660898,0,0
21,0.495292,0.504708,1,1
22,0.8104912,0.18950881,0,0
23,0.43414944,0.56585056,1,1
24,0.4134931,0.5865069,1,1
25,0.6388992,0.3611008,0,0
26,0.41330135,0.58669865,1,0
27,0.4006347,0.5993653,1,0
28,0.35640264,0.64359736,1,1
29,0.3615371,0.6384629,1,0
30,0.68718046,0.31281954,0,1
31,0.25882393,0.74117607,1,0
32,0.4371835,0.5628165,1,0
33,0.4643119,0.5356881,1,1
34,0.44329745,0.55670255,1,0
35,0.6089682,0.3910318,0,0
36,0.42211258,0.5778874,1,1
37,0.31554735,0.68445265,1,1
38,0.7065054,0.29349455,0,0
39,0.6629501,0.3370499,0,0
40,0.5837224,0.4162776,0,1
41,0.50229967,0.4977003,0,0
42,0.53900826,0.4609917,0,1
43,0.56107056,0.4389294,0,0
44,0.45415926,0.54584074,1,0
45,0.7018516,0.29814842,0,0
46,0.6906965,0.30930352,0,0
47,0.6599922,0.34000778,0,0
48,0.6797303,0.32026973,0,0
49,0.7715174,0.22848262,0,0
50,0.4924295,0.5075705,1,0
51,0.5648587,0.4351413,0,0
52,0.6065506,0.39344943,0,0
53,0.40820462,0.5917954,1,0
54,0.38167232,0.6183277,1,1
55,0.47468674,0.52531326,1,1
56,0.42428368,0.5757163,1,1
57,0.53169847,0.4683015,0,1
58,0.5311752,0.4688248,0,0
59,0.392626,0.607374,1,0
60,0.3156001,0.6843999,1,0
61,0.43592602,0.564074,1,1
62,0.3943795,0.6056205,1,1
63,0.6699604,0.3300396,0,0
64,0.7015722,0.29842782,0,0
65,0.31491143,0.6850886,1,1
66,0.5249832,0.47501677,0,1
67,0.63645756,0.36354244,0,0
68,0.41829163,0.5817084,1,0
69,0.49721575,0.50278425,1,1
70,0.4357438,0.5642562,1,1
71,0.4820618,0.5179382,1,0
72,0.3534925,0.6465075,1,1
73,0.44403976,0.55596024,1,1
74,0.3906474,0.6093526,1,0
75,0.750601,0.24939902,0,0
76,0.7196231,0.28037694,0,0
77,0.39761955,0.60238045,1,0
78,0.53047484,0.46952516,0,1
79,0.48043358,0.5195664,1,0
80,0.31925607,0.68074393,1,0
81,0.6714489,0.3285511,0,0
82,0.75980854,0.24019146,0,0
83,0.45146835,0.54853165,1,0
84,0.5927651,0.40723494,0,0
