ID,4306262,262104,266445,1111580,4405128,3265889,1107652,190026,260679,330296,1109559,4476780,1111328,827522,575041,199307,187400,269726,1992,275984,134762,621700,210950,179457,207284,637934,175646,178859,3926480,262917,228330,136604,245324,339329,3231096,276509,275139,423455,460611,331878,1106290,181719,730939,261114,828435,167509,170926,176472,14094,216495,1105328,1110191,4462541,132338,271418,176850,171532,273364,258957,229452,163997,178480,194787,4432234,197875,259846,197890,263834,262656,4390754,350579,336277,3039313,4449518,176444,179616,332776,132929,263687,171322,194665,175758,4333237,183174,174573,262801,1571092,267451,259983,180555,177271,258423,233991,340139,325126,259911,180397,190547,4334624,162576,135956,265563,321484,835928,4327881,203713,3919797,272949,198194,10512,184925,179265,265940,335330,129394,175613,2530636,183606,2897325,189840,263252,259511,267689,351309,166718,170248,180235,835456,96194,130335,4464113,180944,2808640,231021,262677,98048,270391,191558,261256,192598,191067,166664,4440624,4460604,269107,450047,275895,1678333,176957,179703,230268,194504,1110253,174770,272953,2366688,4407190,4381553,263337,233313,164308,375106,196349,832848,174004,1931575,337784,174959,259870,825939,182712,405780,261064,174824,4417539,1107303,310407,1857626,276837,174686,397444,544996,191583,661055,320972,3172943,646499,194043,260756,260201,835900,134065,1737536,168145,827376,191616,835872,184903,1107799,829401,3392842,4389435,797021,197623,331013,312322,724472,188878,187028,173132,189288,4256470,548999,3750373,215495,263907,2645483,186886,191579,261347,3906666,270199,665703,164811,209030,175377,172389,4435934,851733,295075,4357315,2212505,815311,833390,213896,4402077,180731,4296496,1684221,239562,216958,273974,267781,197790,315147,258522,4460109,174847,342962,3211875,635059,562369,172705,189476,307608,4383135,161993,135625,328143,349459,162539,4459184,832558,1105376,278563,197600,190652,268220,4481359,4446120,269886,264101,4355436,4480176,344527,1918929,187133,4402042,327900,4372003,276029,238487,242029,172464,4410988,273091,174854,830014,631564,324013,4393892,110060,214120,214835,260346,297677,195445,183838,1902400,450399,187959,2883968,173892,271482,826727,771177,197706,265992,188457,196386,264489,193064,174285,188697,312476,266435,4432841,277364,4448052,259699,250270,4440360,439437,264660,4356342,198865,4471351,260156,176298,3013444,265052,186043,190673,827592,182033,176582,176836,2120784,4354103,380534,231563,258641,174056,628218,263546,38278,3694603,1108453,177574,276312,262148,305057,187807,1106006,177195,176118,185550,259006,307416,289177,271866,265047,321251,1136443,272060,190114,174667,4296218,175227,264734,2901239,263420,4464787,569581,234912,174260,132165,310751,918313,259580,273208,165430,307170,214116,313878,266411,258368,258165,181683,229459,304047,449353,260553,4343981,271822,191098,3998909,333471,210218,418334,3016478,179575,195189,133719,827689,376862,264657,175213,4480555,4480557,258995,273431,2901240,2901246,178959,206324,174071,29029,3176547,197126,267110,174417,262541,1107461,262166,228785,182945,4364243,277067,176139,172936,182470,191089,4336940,193756,3998912,38415,173852,199215,266343,176798,4070490,179547,176868,317633,191878,332608,157479,3359884,465433,275218,2897332,4368216,1108378,833795,228043,337727,263977,180511,215317,305553,261486,51677,3600504,261132,334602,657390,422727,305177,4476330,4449524,258550,260666,265018,162005,199534,1844565,264325,269178,185587,3150250,174651,133206,263366,187751,3868285,191994,259820,258559,170335,4428313,4418586,174320,New.ReferenceOTU77,New.ReferenceOTU112,New.ReferenceOTU7,New.ReferenceOTU61,New.ReferenceOTU128,New.ReferenceOTU233,New.ReferenceOTU127,New.ReferenceOTU11,New.ReferenceOTU14,New.ReferenceOTU228,New.ReferenceOTU220,New.ReferenceOTU9,New.ReferenceOTU259,New.ReferenceOTU257,New.ReferenceOTU38,New.ReferenceOTU248,New.ReferenceOTU25,New.ReferenceOTU182,New.ReferenceOTU160,New.ReferenceOTU50,New.ReferenceOTU57,New.ReferenceOTU54,New.ReferenceOTU52,New.ReferenceOTU83,New.ReferenceOTU46,New.ReferenceOTU40,New.ReferenceOTU213,New.CleanUp.ReferenceOTU36168
100,0,0,579,0,2,0,12,55,7,0,1,0,37,25,15,17,2,7,28,2,8,6,2,7,24,10,57,14,0,3,51,0,0,0,642,2,531,192,0,2,14,306,13,7,0,1,33,0,10,39,1,150,0,0,35,7,5,2,0,2,0,0,1,3,5,0,2,5,1,3,3,104,0,51,209,42,0,0,0,7,7,98,1,1,501,0,5,5,0,24,2,0,15,1,0,0,97,0,0,9,204,10,7,13,0,62,1,0,3,1,0,1,0,2,1,2,0,7,0,31,57,11,46,3,162,1,3,16,0,9,5,437,12,4,0,5,119,25,0,0,11,0,68,3,8,2,2,0,8,4,0,6,11,0,3,49,2,0,5,5,0,9,10,4,134,1,0,0,0,4,0,4,0,208,10,16,3,0,0,279,6,3,8,21,0,15,0,8,4,14,324,5,37,3,0,10,0,8,0,1712,5,60,4,121,0,60,0,31,47,3,6,20,0,1,287,2,0,5,19,7,142,0,55,0,90,3,95,5,324,12,30,199,0,2,0,11,20,0,35,64,9,0,4,0,8,2,22,0,14,4,2,7,0,2,31,76,20,3,0,1,1209,0,3,69,0,0,1,18,11,5,0,3,5,43,2,5,3,96,3,47,4,4,805,6,10,1,0,5,14,4,11,5,33,1,4,163,4,1,0,0,19,64,6,21,18,0,1,0,21,0,0,1,2,7,0,0,0,522,6,38,0,42,15,51,1,38,3,5,146,3005,31,0,10,1,11,10,9,0,35,5,11,0,52,4,7,146,0,2,0,15,35,2,3,5,0,22,231,0,3,3,6,0,0,19,7,8,9,18,0,95,35,7,0,10,25,15,5,0,3,0,200,4,1,113,4,8,1,0,82,0,828,8,0,76,1,6,479,9,2,1,0,0,1,18,1,54,39,0,23,6,167,0,54,12,10,1,0,579,8,0,0,0,1,0,2,2,116,3,9,0,5,0,2,11,0,113,4,338,62,8,5,0,62,30,0,0,7,19,5,143,0,1,0,0,1,2,2,20,31,0,0,1,2,18,0,0,0,6,21,1,5428,2,1,0,37,7,0,154,0,10,0,3,5,29,0,1,22,0,0,55,842,1,3,3,0,130,3,148,0,145,15,43,11,0,0,25,0,3,0,0,5,17,10,2,650,0,1,0,48,2,1
103,0,0,37,16,1,40,2,29,1,0,17,0,5,0,3,45,1,154,2,0,310,0,9,7,1,4,108,24,0,2,27,7,9,0,2257,4,317,131,123,4,5,359,3,1,25,73,55,3,17,22,5,46,0,0,339,61,12,0,1,0,0,13,0,0,202,25,3,2,3,0,0,26,0,360,197,20,0,0,18,1,5,12,22,5,1070,7,2,9,11,9,64,157,2,241,1,4,104,6,5,41,186,0,22,0,0,1739,23,0,13,3,0,0,3,52,1,169,0,10,17,48,3,17,158,1,172,158,6,11,0,0,3,83,0,11,7,6,50,29,0,6,80,0,12,0,2,0,2,30,1,13,8,23,104,0,14,65,0,0,69,0,0,9,46,34,82,103,3,1,0,8,32,119,4,50,9,2,46,0,0,107,3,0,0,1,3,2,7,4,0,13,687,8,4,17,0,7,0,49,1,5,77,23,4,474,7,48,1,13,2,0,2,7,3,8,148,33,0,30,0,1,37,0,0,0,35,5,130,0,74,15,13,122,0,1,0,54,5,4,12,0,0,0,3,308,39,72,14,0,43,1,2,9,121,1,19,437,12,5,5,44,973,437,31,69,135,0,131,0,10,5,7,16,0,2,89,45,10,89,1,15,31,37,1100,332,53,11,37,11,64,0,39,2,3,7,1,13,15,8,8,193,4,15,7,20,26,0,55,2,4,0,48,4,16,1,3,0,1,161,9,50,2,2,172,71,1,35,79,3,7,431,23,25,6,6,38,5,78,0,2,5,123,2,405,20,87,93,3,4,60,1,29,5,5,11,2,25,490,1,8,0,0,0,24,34,1,31,18,1,202,298,42,2,0,8,10,13,0,5,0,0,86,59,0,98,0,58,68,1,118,11,184,28,69,6,38,5,158,6,166,1,53,2,0,0,10,26,43,1,6,10,79,6,24,17,6,2,18,0,7,2,0,0,3,7,1,9,123,1,5,2,3,32,1,1,0,3,1,503,2,12,1,0,146,22,6,0,18,2,1,30,2,12,0,6,23,26,9,44,20,0,10,4,2,4,2,0,0,0,2,9,3863,7,15,0,55,1,89,100,0,76,0,13,0,10,0,1,3,4,166,1,141,1,6,0,0,53,0,20,0,7,15,16,0,2,6,23,3,0,0,0,0,2,0,22,0,19,9,63,5,1,0
108,0,19,41,23,43,4,0,177,0,0,6,0,26,8,5,9,7,26,5,32,139,8,10,5,6,2,15,0,0,8,0,55,2,9,917,5,1212,56,19,40,1,108,1,6,5,0,18,23,253,16,2,0,46,0,211,25,25,10,2,5,85,7,326,1,436,11,0,3,1,0,2,105,0,487,135,29,0,44,1,7,0,2,89,4,325,165,3,2,1,2,90,59,2,137,2,0,87,0,0,12,70,3,9,0,0,710,26,21,3,28,0,12,6,74,1,5,0,11,79,96,6,52,140,6,42,0,5,13,0,9,34,0,1,13,5,29,13,6,0,8,21,1,18,1,1,1,0,1,14,23,5,5,42,10,3,0,1,0,12,0,2,19,14,0,81,0,2,49,7,18,9,15,2,53,0,48,70,8,100,26,0,1,3,72,5,5,0,5,0,0,1831,64,0,10,2,11,3,5,2,317,39,104,1,351,12,36,3,1,4,0,8,28,4,23,94,4,0,8,0,0,118,2,2,108,24,8,3,4,38,1,8,53,0,859,1,4,0,0,6,11,7,1,6,27,10,3,3,8,22,0,14,0,0,28,15,2134,11,0,1,56,1755,2,9,18,0,15,2,0,11,19,5,19,0,2,8,1,11,23,3,1,42,29,1071,10,37,8,0,11,85,0,14,1,11,12,14,0,28,1,4,0,6,2,12,4,4,0,9,90,10,18,17,8,33,104,1,16,1,28,9,16,16,0,27,30,0,19,1,2,71,198,44,50,5,1,16,7,47,0,4,3,280,10,235,2,39,309,29,1,0,110,41,10,8,7,5,105,205,94,16,8,3,1,12,1621,388,6,58,0,87,295,13,0,22,94,0,3,21,13,3,3,166,124,6,66,3,27,8,0,54,1,98,7,9,35,19,6,0,0,0,0,17,20,2,12,5,29,48,2,62,15,51,0,0,17,22,1,28,0,3,4,6,6,2,0,0,8,301,0,14,2,864,4,30,17,25,0,0,199,19,27,5,0,129,13,12,0,0,0,1,27,5,17,0,4,6,11,8,29,9,1,14,56,20,1,14,0,0,38,3,3,2308,20,0,32,13,0,0,40,7,19,6,8,0,53,0,6,5,167,147,24,112,2,6,3,2,22,0,6,10,0,17,7,5,20,0,6,4,2,15,7,9,1,62,0,0,0,4,0,10,0,0
112,0,69,209,0,61,1,3,116,0,0,2,0,18,13,3,16,10,38,0,0,27,0,0,0,3,9,18,0,2,6,8,6,3,2,306,0,2,25,2,31,2,7,2,26,0,72,21,19,9,4,5,0,1,0,53,16,129,0,0,5,1,22,2,4,395,1,4,3,0,0,4,2,0,1518,116,4,0,0,15,3,23,0,0,0,170,174,1,2,25,1,34,0,0,173,0,0,4,38,16,76,105,7,16,0,46,175,4,3,11,46,3,0,6,223,2,87,0,5,133,116,0,172,122,24,33,501,22,6,0,0,24,0,30,6,15,27,9,15,0,3,53,0,5,1,2,1,0,0,2,81,14,79,102,5,12,0,1,0,14,0,1,5,71,8,33,0,8,6,11,7,52,0,10,63,0,140,0,6,2,25,0,0,3,83,4,0,0,0,1,0,1632,631,5,6,0,13,6,7,0,3959,6,165,8,11,19,8,0,5,0,4,9,3,0,5,17,1,0,7,0,8,125,14,0,50,12,12,7,3,252,11,18,6,0,1444,6,17,0,1,0,2,1,0,49,23,9,72,7,1,5,0,25,0,93,16,45,795,10,13,1,35,1361,4,27,1,0,10,0,0,19,34,58,33,0,0,9,0,3,19,3,1,80,29,158,22,66,18,3,7,29,2,30,1,2,15,51,23,30,2,10,1,1,12,16,9,24,0,66,102,3,11,2,54,16,19,0,2,0,9,0,18,10,0,0,1,0,3,1,47,94,240,4,0,1,6,43,40,98,0,10,0,37,2,62,2,54,3,41,1,0,172,61,2,7,0,15,60,16,5,23,3,21,6,42,2572,2,5,58,0,211,37,6,1,2,64,4,0,10,5,8,1,208,99,14,35,0,106,36,2,40,34,32,1,7,6,28,5,0,7,0,2,7,10,0,4,6,8,22,0,81,14,229,0,0,106,37,1,1,7,26,1,9,2,25,0,2,13,7,0,8,8,42,12,1,10,5,9,14,55,32,52,3,7,320,44,13,5,17,0,0,25,5,42,0,2,25,11,29,123,1,0,144,16,17,0,2,0,0,32,2,0,1370,0,1,76,55,9,0,95,2,21,13,9,1,20,0,1,1,321,2,22,386,52,21,1,0,16,414,0,5,14,657,22,2,42,4,1,9,22,4,0,4,4,0,0,0,4,2,0,4,0,0
115,4,18,269,15,18,52,2,47,0,1,2,1,0,25,4,3,0,59,3,0,153,2,6,10,10,1,83,0,0,3,0,145,4,0,1181,9,97,149,2,0,0,196,4,0,36,10,59,0,397,42,4,0,0,0,230,19,131,1,1,2,25,5,5,15,1,10,3,2,0,0,0,536,0,1487,173,21,1,9,9,3,25,0,1,7,714,87,46,1,10,5,4,2,9,1,4,28,76,1,1,7,186,0,6,0,0,642,6,13,3,0,3,33,10,19,8,4,0,4,5,20,1,0,46,0,177,0,3,0,0,0,18,0,0,2,3,24,39,11,0,11,48,0,0,25,0,661,1,0,6,3,7,9,143,2,7,0,18,0,10,4,7,5,44,0,103,0,4,1,64,0,12,3,2,22,27,30,0,1,1,618,0,5,2,189,6,16,0,1,72,0,1660,38,9,6,5,45,5,11,2,7,5,97,4,400,2,74,1,7,18,4,0,222,0,8,105,0,0,7,34,9,44,4,7,140,88,10,1,0,235,1,10,19,0,5,14,15,12,0,29,93,18,0,40,6,2,2,9,0,28,10,116,0,0,5,22,2,28,0,4,22,1935,0,13,8,0,0,0,0,23,5,0,13,0,0,1,6,1,67,1,6,14,5,1740,76,18,44,1,1,0,9,41,1,32,5,0,0,45,2,7,1,13,0,17,363,0,2,34,0,6,6,1,20,26,0,0,0,0,283,23,24,4,0,1,22,0,60,0,3,145,1349,13,7,1,4,26,0,22,0,14,8,1054,0,292,0,64,99,2,9,4,83,157,1,5,9,0,16,39,75,0,4,19,113,11,63,0,10,11,0,1,239,0,8,8,0,0,22,0,0,0,1,820,11,11,243,10,41,0,0,22,83,792,4,3,17,16,4,0,27,9,0,24,10,3,0,0,97,28,0,5,32,85,8,0,24,13,3,0,0,0,2,84,0,2,0,13,2,99,1,23,3,4,0,1,0,1,0,0,397,56,9,4,0,157,1,17,0,1,0,6,58,0,12,0,1,26,3,4,26,3,12,40,0,10,1,2,4,0,30,1,0,1811,16,1,3,39,5,0,346,13,3,3,0,1,4,0,5,13,99,22,35,305,0,1,7,0,52,0,19,34,0,1,15,3,30,20,5,0,0,0,1,10,7,0,0,0,0,6,0,21,0,0
120,125,0,58,2,0,0,4,26,1,1,7,0,6,0,6,12,3,52,7,0,185,1,10,4,14,3,286,63,0,1,58,16,1,0,1310,14,4,140,0,22,0,582,13,0,1,77,42,1,212,30,18,0,2,0,104,16,2,3,0,1,0,0,383,1,69,3,7,3,1,1,2,425,0,164,622,81,6,1,23,2,1,0,0,248,600,190,7,1,0,29,2,2,16,58,1,4,334,1,1,0,64,0,1,0,0,745,2,7,5,1,1,56,3,15,0,8,0,8,8,24,17,2,81,13,45,1,2,0,0,2,4,0,0,2,2,31,51,4,1,3,31,0,0,2,6,0,1,1,2,20,6,1,39,3,13,0,13,0,14,90,7,1,2,13,299,0,0,2,2,0,4,12,6,13,0,17,2,0,19,1887,3,0,4,33,0,13,0,7,3,1,178,39,8,3,13,8,0,57,0,57,9,5,0,166,4,107,0,0,36,1,5,164,0,27,227,3,0,1,63,15,3,21,0,31,20,6,364,4,38,1,7,287,0,1,0,2,10,0,5,0,14,0,49,0,32,9,8,1,72,9,7,23,0,5,21,163,21,2,4,0,409,16,1,16,0,0,0,0,1,6,0,11,0,1,1,47,5,18,0,11,10,5,2296,294,25,3,0,6,32,3,32,18,35,6,8,0,3,0,10,1,12,2,17,1072,0,12,10,0,12,1,0,4,16,16,20,4,0,549,0,33,3,2,335,19,0,65,0,1,2,827,73,20,12,11,6,0,12,0,8,2,8,7,143,14,34,177,4,0,0,6,13,2,0,4,0,11,298,13,18,0,3,0,2,24,1,29,53,29,22,275,0,8,0,6,8,2,0,1,0,0,319,45,3,449,7,24,0,5,38,12,632,25,1,13,20,1,538,2,1,91,66,0,8,36,0,14,79,9,2,40,31,0,2,30,20,10,0,0,3,30,0,0,1,0,16,0,175,0,20,3,0,0,2,28,3,0,1,587,0,12,0,29,107,12,10,1,5,0,3,37,5,40,0,9,3,13,3,9,21,15,6,0,39,88,2,14,0,36,0,12,4275,0,1,1,54,8,11,76,6,64,0,17,0,2,0,3,19,1,0,15,87,0,6,9,0,45,1,60,5,0,0,3,5,21,12,22,0,0,2,10,3,9,0,7,0,0,3,0,32,37,0
124,0,2,57,2,5,0,0,99,0,4,35,0,0,0,2,7,6,37,0,0,39,0,1,3,3,2,51,36,0,2,4,9,1,0,269,1,4777,32,7,47,0,390,4,0,1,136,156,2,2053,2,8,0,5,0,81,192,34,8,0,4,1,1,1967,13,25,87,5,21,1,1,2,725,0,397,205,5,18,155,10,0,8,1,1,9,125,7,1,0,0,3,8,1,45,31,6,25,25,7,2,257,13,1,5,0,21,183,4,30,18,60,2,49,0,136,3,0,0,13,90,247,1,0,132,5,42,0,7,0,0,2,17,4,1,11,13,111,27,18,3,12,42,1,5,32,2,23,2,0,9,25,9,3,138,4,9,1,7,0,22,14,6,18,6,4,63,0,13,0,11,0,17,1,5,1,0,18,47,4,16,372,23,10,0,169,7,0,0,0,0,11,837,15,9,13,2,24,465,11,1,745,1,26,23,56,13,15,15,13,2,2,9,38,0,18,45,8,0,15,14,23,1,20,0,78,8,7,765,6,33,8,8,52,0,2,4,10,1,0,14,0,0,0,144,8,8,69,1,0,12,3,54,0,0,5,11,72,8,0,1,0,1091,3,9,3,0,5,0,0,28,9,0,26,0,0,3,6,12,19,13,3,27,34,166,187,85,16,0,2,16,3,36,22,0,7,23,0,0,2,20,0,1,0,41,166,2,45,76,0,4,2,2,36,63,2,3,0,0,57,7,101,5,0,12,41,1,3,0,2,2,471,6,2,1,21,56,26,85,0,2,2,2105,0,101,24,64,18,2,1,0,179,45,0,2,8,0,163,19,386,5,0,31,0,13,41,0,2,110,0,8,98,9,1,0,35,2,14,2,1,0,0,160,43,12,96,0,100,0,0,58,0,39,7,18,2,24,14,800,1,1,21,100,0,0,0,0,9,10,29,32,23,284,0,1,20,23,2,6,0,42,2,0,0,10,1,0,2,18,0,10,1,1,0,0,0,0,0,1,86,0,19,1,14,225,35,26,6,15,0,4,31,5,34,0,4,2,2,34,34,2,8,3,0,30,15,6,3,0,12,0,2,332,0,2,57,67,0,9,117,7,231,0,20,2,47,0,2,3,0,13,4,54,2,10,0,0,59,0,48,10,1,2,6,1,1,4,0,0,0,0,0,1,0,41,1,0,0,5,0,7,1,2
127,0,66,29,51,18,7,3,147,0,2,3,0,18,8,0,18,1,7,0,1,21,0,2,0,3,6,12,33,0,9,6,37,2,70,150,4,4,23,163,45,24,87,0,10,0,45,73,95,15,5,7,0,10,0,34,254,375,29,5,10,0,3,0,6,43,24,5,18,31,44,20,1301,0,419,56,4,9,0,19,3,8,0,0,10,114,710,0,12,17,27,101,1235,4,49,2,0,1,2,5,37,30,4,2,0,0,112,43,9,5,84,0,25,10,83,3,121,0,28,239,130,0,61,349,231,34,7,7,4,0,49,58,0,0,15,9,8,5,139,122,24,506,0,18,22,5,0,71,6,16,58,8,27,189,6,20,0,4,0,22,1,6,9,91,0,15,10,10,39,2,63,25,2,34,72,0,53,243,0,24,5,0,47,0,101,6,0,1,1,27,10,1223,293,8,2,4,39,2,11,7,96,39,56,0,64,10,12,1,2,1,281,24,19,0,47,30,6,0,32,1,1,33,1,5,0,2,6,40,4,13,0,77,21,0,12,2,470,0,1,3,34,2,0,0,283,2,6,1,6,8,1,94,2,0,1,34,1438,8,10,0,6,1836,5,17,0,0,2,0,20,15,584,7,14,0,13,29,0,14,51,4,1,66,26,407,134,39,7,53,17,306,5,27,26,4,4,16,0,48,16,17,1,0,13,5,1,56,1,23,6,1,3,153,35,11,75,0,15,22,17,7,36,12,0,17,8,0,7,0,9,15,276,1,1129,0,17,49,11,41,122,0,0,815,3,41,6,66,28,21,21,33,81,11,16,23,4,1,2,44,740,149,4,18,0,11,746,10,7,82,0,272,87,23,0,60,72,1,26,102,1,2,0,134,80,2,7,1,147,6,3,145,0,77,25,12,5,54,16,6,3,91,0,161,128,3,1,2,7,3,0,17,110,90,34,0,13,11,1,0,0,12,0,0,7,20,0,5,2,16,1,40,13,45,9,13,5,115,22,11,44,5,81,3,0,243,34,34,9,8,5,0,24,8,25,0,3,20,7,58,80,0,0,12,10,11,2,18,0,0,7,0,3,1352,10,121,48,67,1,2,135,0,73,17,24,13,128,0,4,0,11,9,4,12,95,7,2,27,19,2,11,15,0,1,7,5,8,4,1,4,0,7,10,1,0,0,40,0,0,2,0,3,0,11
129,71,5,11,0,17,4,2,15,1,0,2,0,10,0,0,19,0,4,0,0,12,2,2,5,13,7,29,25,0,0,50,0,3,0,1028,1,545,163,2,3,1,313,8,11,18,12,87,0,4,18,1,360,0,0,48,3,11,0,1,0,4,0,0,2,5,1,4,38,8,3,6,11,0,7,224,48,0,1,0,0,26,85,3,0,285,4,2,4,1,82,0,1,5,3,1,0,87,4,0,6,9,9,12,166,0,51,5,11,4,1,0,1,2,5,0,12,0,20,40,89,1,9,144,75,4,8,0,9,8,4,7,523,0,2,8,13,62,182,0,0,26,0,123,3,4,13,2,0,7,17,0,9,73,4,19,456,0,0,23,0,1,30,37,1,90,7,1,5,0,0,2,1,6,1,9,77,0,0,0,61,68,16,0,23,1,5,2,5,9,154,21,0,23,28,2,20,0,12,0,9,2,15,7,148,0,50,1,68,27,4,30,23,0,0,175,3,0,22,2,67,2,0,6,0,53,3,180,6,27,6,17,88,0,2,0,22,1,0,88,117,3,0,2,1,22,4,17,2,10,0,11,9,0,2,30,218,16,8,0,1,290,4,7,7,187,5,0,5,10,17,3,10,5,10,0,1,8,43,3,20,174,12,235,7,34,0,0,9,25,2,14,6,3,1,23,1939,0,1,0,0,12,5,27,16,122,0,90,0,10,0,0,0,13,4,2,6,0,358,5,90,1,14,18,6,2,41,1,2,3,31,49,1,4,1,21,26,122,0,1,2,136,0,45,0,159,149,0,1,0,21,12,13,10,1,0,65,483,6,16,1,13,24,0,251,0,0,14,38,1,139,146,10,13,20,1,5,5,0,0,1,110,47,0,15,3,36,1,0,232,0,86,19,0,8,22,6,28,2,10,10,1,0,0,11,4,3,80,0,59,20,302,0,597,58,12,0,0,6,5,4,1,1,2,0,6,5,167,4,91,0,21,0,3,1,1,52,2,300,0,2,1,0,246,29,1,0,15,11,0,3,0,5,0,2,4,17,4,48,48,0,0,2,1,4,4,4,0,3,0,2,7411,5,5,0,66,1,0,4,0,0,0,4,115,192,0,2,4,0,0,2,80,0,2,6,3,18,0,30,0,1222,2300,2,14,0,1,49,1,76,1,0,1,23,18,10,481,0,4,0,50,0,34
