,y score 0,y score 1,y pred,y test
0,0.48605055,0.51394945,1,1
1,0.52240455,0.47759542,0,0
2,0.43421388,0.5657861,1,1
3,0.51859665,0.48140338,0,0
4,0.51184106,0.48815894,0,0
5,0.75001913,0.24998087,0,0
6,0.6357198,0.36428022,0,0
7,0.5455713,0.45442867,0,1
8,0.39314508,0.6068549,1,1
9,0.5931138,0.40688622,0,0
10,0.37798047,0.6220195,1,1
11,0.50522065,0.49477935,0,1
12,0.54114103,0.458859,0,0
13,0.49072796,0.50927204,1,0
14,0.4328025,0.5671975,1,1
15,0.5228362,0.4771638,0,0
16,0.40411907,0.5958809,1,0
17,0.42585737,0.57414263,1,1
18,0.6907973,0.3092027,0,0
19,0.44393313,0.5560669,1,0
20,0.44556147,0.55443853,1,0
21,0.40252823,0.5974718,1,1
22,0.73517346,0.26482657,0,0
23,0.4706177,0.5293823,1,1
24,0.32755,0.67245,1,1
25,0.54541767,0.4545823,0,1
26,0.3373558,0.6626442,1,1
27,0.50525355,0.49474645,0,0
28,0.35385662,0.6461434,1,1
29,0.4607305,0.5392695,1,1
30,0.5977998,0.40220022,0,0
31,0.51427335,0.48572665,0,0
32,0.49001664,0.50998336,1,1
33,0.6989354,0.30106464,0,0
34,0.3992288,0.6007712,1,1
35,0.33328235,0.66671765,1,0
36,0.6051463,0.39485374,0,1
37,0.45352983,0.54647017,1,0
38,0.42477083,0.57522917,1,1
39,0.44707638,0.5529236,1,1
40,0.42013675,0.57986325,1,0
41,0.54673344,0.45326656,0,0
42,0.34202302,0.657977,1,1
43,0.46334368,0.5366563,1,1
44,0.5055783,0.49442172,0,1
45,0.46866125,0.53133875,1,0
46,0.5160686,0.4839314,0,1
47,0.7008196,0.29918042,0,0
48,0.60383075,0.39616925,0,0
49,0.32450318,0.6754968,1,1
50,0.35012162,0.6498784,1,1
51,0.4826628,0.5173372,1,0
52,0.4411363,0.5588637,1,0
53,0.38395125,0.61604875,1,0
54,0.20830828,0.7916917,1,1
55,0.6283916,0.3716084,0,0
56,0.4960009,0.5039991,1,0
57,0.5577321,0.44226786,0,0
58,0.358087,0.641913,1,0
59,0.2919085,0.7080915,1,0
60,0.44855112,0.5514489,1,0
61,0.3582734,0.6417266,1,1
62,0.48665398,0.513346,1,0
63,0.48440433,0.5155957,1,1
64,0.5750271,0.4249729,0,0
65,0.4229589,0.5770411,1,0
66,0.361022,0.638978,1,0
67,0.51629937,0.48370066,0,0
68,0.35909748,0.6409025,1,1
69,0.6362676,0.3637324,0,1
70,0.81482285,0.18517716,0,0
71,0.48005456,0.51994544,1,1
72,0.43186438,0.5681356,1,1
73,0.36490983,0.6350902,1,1
74,0.46198183,0.53801817,1,0
75,0.46506798,0.534932,1,1
76,0.5330773,0.4669227,0,1
77,0.32209617,0.67790383,1,0
78,0.60284656,0.39715344,0,0
79,0.7231327,0.27686727,0,0
80,0.6290293,0.37097073,0,0
81,0.7383995,0.2616005,0,0
82,0.38953984,0.61046016,1,0
83,0.3566448,0.6433552,1,0
84,0.56801414,0.43198588,0,0
85,0.4538988,0.5461012,1,0
86,0.33665645,0.66334355,1,0
87,0.4252953,0.5747047,1,0
88,0.4573496,0.5426504,1,0
89,0.67014194,0.32985803,0,0
90,0.68525565,0.31474432,0,0
91,0.6071157,0.3928843,0,0
92,0.67459047,0.32540953,0,0
93,0.47609293,0.52390707,1,1
94,0.40184897,0.598151,1,0
95,0.646124,0.353876,0,0
96,0.5058204,0.4941796,0,0
97,0.45518655,0.54481345,1,0
98,0.45569754,0.54430246,1,0
99,0.6653365,0.3346635,0,0
100,0.5626445,0.4373555,0,0
101,0.43973672,0.5602633,1,1
102,0.43074852,0.5692515,1,0
103,0.69756186,0.30243817,0,0
104,0.4520663,0.5479337,1,1
105,0.33796358,0.6620364,1,1
106,0.4486614,0.5513386,1,0
107,0.4493509,0.5506491,1,1
108,0.41205657,0.58794343,1,1
109,0.45249057,0.54750943,1,0
110,0.41068375,0.58931625,1,0
111,0.29075468,0.7092453,1,1
112,0.37485278,0.6251472,1,1
113,0.45106828,0.5489317,1,0
114,0.48511046,0.51488954,1,0
115,0.34684604,0.65315396,1,1
116,0.44835287,0.5516471,1,0
117,0.6551946,0.34480542,0,0
118,0.31045765,0.68954235,1,0
119,0.53599733,0.46400267,0,1
