bacteria,rhos
k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae,-0.2678417701680632
k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__; f__,0.5801105136409379
