,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
DirectPBLN153,-0.22404644,1.0248542999999999,0.5599588000000001,0.07389419,2.0555856,0.47608999999999996,-2.351164,-0.46963063,0.20068502,-2.5356722,0.7009433,0.32879309999999995,-0.17075866,-1.4356223,1.9153633,-0.28071016,0.86178714,-1.3532239,-1.2505405,0.060281068,0.7638581,-0.99658245,1.8031203999999998,-0.50120974,1.2890723999999998,0.37693828,0.8648551999999999,0.76217544,-0.69589365,0.9517459,-0.90899795,1.0710498
DirectPBLN232,-0.63197553,-1.1553638000000002,-0.4701553,0.88827837,-0.22275370000000003,0.48511708,-1.4995604,-1.832446,-0.1555921,2.8538732999999996,-0.2745836,0.5731263000000001,0.96286726,0.051823422,-0.41825187,0.86652863,-2.3050177000000005,0.062048227000000004,-0.14522620000000003,-0.5249275999999999,-0.20399898,-0.32996517,-0.03486827,-0.080158055,0.35573790000000005,-1.0909714,-1.4513146000000001,-0.48391527,-0.5267586999999999,1.0955063,-0.94535524,0.56489706
DirectPBLN125,-0.8403951,-0.8099154000000001,-0.64902425,-2.0002944,-0.3569321,2.5473185000000003,0.04438746,-1.0548464,-0.5791166,-0.45219743,0.6336696999999999,1.2360487,-0.8747497,0.89735985,-0.68479955,0.70498115,-1.4175681,0.85483,-1.0713451,-0.40109202,0.6913307,-0.36675796,0.85929495,-0.9579437,-0.0049253628,0.35560876,0.7630223,-0.19185734,1.3582195,1.8897576,-0.6645406,-1.0959139
DirectPBLN060,0.13711914,-1.5479003,0.8554476999999999,1.4731132,0.21770069,0.9202914000000001,0.5283897,0.08815002400000001,0.08489925,-1.0857041,0.021425113,-0.5669036999999999,-1.0491774,-1.9002953000000002,0.8398921999999999,-0.85043645,-0.7453946,-0.5562016,-1.0945307,-0.8836396999999999,0.5984335,0.7080865,1.0940527,0.5159849,0.03026592,-0.44900779999999996,0.9441755999999999,-1.3392146,-0.38071114,-0.25663984,0.26547095,0.60938287
DirectPBLN240,0.11598715,-2.1147923,0.9720502000000001,-0.49570572,0.2622065,0.3943114,-1.3441473,0.83856785,0.6853734,2.2676418,0.019323356,-1.4189506,1.8207991000000001,-0.32138526,-2.271048,0.08540201,-0.07176819400000001,0.036025494,0.20798713,1.2308807,0.73915535,-0.14856409,1.0433593,0.3242715,-0.6918603,-1.6219522,0.12542826,-1.1913426999999999,1.1020341,0.35806486,-1.4656934,-2.469697
DirectPBLN285,-0.53966784,-1.1564326999999999,0.30197877,1.0395168,0.59626955,-0.10386991,-0.4160276,0.25477278,0.831576,-0.90061474,-1.4658773,0.10619052,-0.16610795,-0.8050170999999999,0.45447063,1.7005178,-0.31286606,-0.23194867,0.34281117,-1.4220191999999998,1.6964041,0.44868052,1.0890441000000002,0.13918176,1.331322,-1.303067,1.6413188000000003,-0.46513343,-1.1438351,0.56034195,0.118568,0.7764925
DirectPBLN227,0.13335739,-0.41353774,-0.87868196,-1.2962258,0.6387775,-0.8046909999999999,1.8367040000000001,-1.3059912,1.1352893,-0.11169642,1.9413539,0.7772880999999999,-0.07988794,1.3252084,0.4253972,-0.9522408000000001,-0.4306831,-0.010889768999999999,-1.058799,1.066065,-1.4032323,0.44124767,-2.219246,-0.76283956,1.0886908000000002,0.9565969999999999,-1.7268093999999998,-0.31628406,0.9034760000000001,0.05525755,0.06956865,0.74837655
DirectPBLN184,2.2580705,0.06615473,-0.44234312,0.59625053,0.9443513000000001,-0.056833237,1.0218333,0.71141994,0.19207879999999997,1.1065528,-0.084025785,0.07056387,-0.42167738,2.1356412999999996,-1.1655068000000002,-0.008140642,-0.55726314,-0.67919624,2.115313,0.66749036,-0.30439955,-0.13826361,1.8438343999999998,-1.0559738,-1.0590031,0.77710605,-1.4292665,-0.19355279,-1.8675731,-1.0067681,1.3956562,1.1095177999999999
DirectPBLN372,0.08822909,-1.6243219,-0.8329019,0.55284715,0.2066507,-0.34578446,-0.9488101000000001,0.20839787,0.50560087,0.72966146,-0.3267134,1.546702,0.15451534,0.77531755,0.11608106,1.2595522,-0.99673474,1.1218419,0.36188656,1.5158386000000001,2.4684975,1.980421,0.28935826,-1.1661875,-0.49807414,0.8648468,-0.8167671,-1.2642428999999997,1.1566007999999999,1.2300360000000001,0.48590457,-0.23006049
DirectPBLN293,0.72101283,1.264939,-0.059072148,0.00773257,-0.5533609,-0.14957184,-0.12577005,-0.32192805,-0.92450017,-1.0723922,-0.46500173,-0.9141822000000001,0.37812746,0.062418684,0.60857856,-0.6449807,-1.4440818000000002,0.42970133,0.48106974,0.43116337,1.2438455,-1.097789,1.2479906,-1.5005473,0.2415654,2.0438330000000002,-1.925107,0.60064995,-1.0066993,-0.23171104,1.0527600000000001,-0.31874278
DirectPBLN101,-0.28652009999999994,-0.055144787,-2.4037813999999997,1.2064104,2.2198458,1.7997596000000002,-1.5487882,1.9372743000000001,-1.9345957999999999,0.6188577,-0.3953014,0.22571369,1.0941128,1.0945243999999998,-0.6951271,1.5628153,0.45828199999999997,-0.46556056,-0.29336953,1.4026343000000001,1.0067675999999999,-0.4230666,0.42301640000000007,-1.2247856000000001,0.011632085,-0.06561178,0.67395127,0.82036805,1.6101836,0.17030050000000002,-0.6908097,1.5016836999999998
DirectPBLN228,-0.4700246,1.1112341000000001,-0.8419565999999999,-0.023567243999999998,0.70683926,1.5535883,-1.9090216,-1.4008813,-0.10348761,1.8150057000000002,0.27473259999999994,0.46383786,-0.08443437,0.39878434,-1.0619094,0.2010003,-0.48676902,-0.39857465,-0.85419816,-0.7233132,0.73739016,0.46834892,1.1198542,0.83618116,-0.8212368,2.7580880000000003,-0.91003346,-0.19669777,-1.1162347,0.068460554,-0.8073718000000001,-0.5754384
DirectPBLN302,-0.75899744,0.56790596,1.2888062,-0.50778216,0.23872855,1.1158436999999999,-0.3378697,-0.24159753,0.47171265,1.0653285,1.2272947,-0.19961458,0.53996336,0.7878274000000001,-0.5196466,-0.94984055,1.3403777,0.20528315,0.56370425,-0.14457242,1.9993310000000002,0.34210100000000004,-1.4177433000000002,-0.26375383,0.29458827,0.87687176,1.0141907,-1.9912074,0.5296948,0.14151752,0.13499567,-0.25127167
DirectPBLN273,-0.64169466,-0.28474640000000007,2.0261245,1.7221591,0.31289032,1.9069368000000002,0.19370276,-0.6534047,1.4697162,1.1675681999999998,-0.47323382,0.22722112,-2.6857425999999998,0.88710666,0.5176128,-3.1715689,0.48343378,1.4420681999999998,0.35689673,0.5291234,0.64661765,-0.054463275,0.52194136,1.716825,1.3199091,-1.8239036,-0.6840397,-1.3524706,-0.22423872,0.9548445,-0.27768147,-1.5353883999999998
DirectPBLN028,-0.1457076,0.65319926,-0.028142378,0.8557735999999999,0.38611209999999996,0.84457,-1.5396185,1.1035801,-0.41242784,-0.82656235,-0.032593578,0.6737923000000001,1.3860756,0.013441607,-1.3688669,0.8363881999999999,0.6264513,-1.1472143999999997,-1.6726112000000002,-0.36420515,0.006768286,0.30296609999999996,-1.4681916000000002,2.2961709999999997,-2.5300217000000003,0.36100859999999996,-1.0457411,0.33375362,0.5747588,-0.75315446,-0.17142424,1.0223627
DirectPBLN108,-0.7619044,-2.0196486,0.03210759,1.0167141,-0.39174286,0.9404488999999999,0.12726358,-1.4900143999999997,0.18720214,-1.7391987000000002,1.3798700000000002,-1.3296796999999998,2.232586,-1.3090111,0.19173175,-0.59724796,-0.44201797,0.025403976,0.59942025,-0.5499527,0.7823418000000001,-1.7161418999999998,2.1636438,-0.6105079999999999,-0.22428805,-0.53349066,1.1994046999999999,-1.0245577,-1.2033768999999999,-2.815067,0.06020829,-0.58587635
DirectPBLN260,1.4380422,0.21909901,0.3906156,-0.9246315999999999,0.9143846,0.056964517,0.7787034,-3.2105289,1.2422862,0.35835952,0.5940679,0.7883395000000001,0.8397126,-0.47913003,0.5992359,0.77745974,0.49164927,0.87397563,0.17194775,0.11572444400000001,1.8231718999999997,-1.094806,1.136195,-0.1547024,0.010778628,0.3817929,-0.75378287,0.07193038,-1.6371191999999999,0.74066603,-1.1366522,-0.98469543
DirectPBLN325,-0.07336986,0.24311113,0.23716232,-2.1594252999999997,-1.8068525000000002,-0.55712736,0.34574988,-0.63019633,1.5812558,1.0224130999999999,0.037017882,1.1466196000000002,0.93570256,0.5199621,-1.6150209999999998,1.3615865,-0.80688643,-0.011573449,-0.30842307,-1.6998788,0.28084990000000004,-0.7915019,0.34865275,-2.7682486,-0.56988907,-0.9816333,-0.18090007,-1.1963193,0.43390763,0.645733,-0.20179117,-0.49006945
DirectPBLN091,0.45775408,0.3836018,-0.9936002,0.69663924,0.19552845,1.6122112,-2.158265,-0.016728416,-0.35691732,-0.4841062,-0.35652182,-0.39136663,0.6532165,0.6189975999999999,0.54653573,-0.3697828,0.12315005,-1.7756181,-0.81701756,-0.55300117,-0.07164848,0.30226097,1.1557875,-0.29574153,0.45041952,0.2906358,-0.27458745,0.3764429,1.8955325,0.88693815,-0.46429790000000004,1.6397560000000002
DirectPBLN063,-0.8759148000000001,-0.240623,-0.39174783,-1.6430273999999998,0.65924597,-0.45449399999999995,2.2954354,-0.47073290000000007,0.16819227,1.3279215,0.25593972,-1.8917263,1.0180255999999999,-0.8070729,0.44574982,-0.47527426,-0.30217308,0.7847714,-0.75037074,-1.0568184999999999,1.0110115,-1.397713,-0.20414549,-2.28081,0.046934843,0.29858798,0.8538819,-1.6232475,0.7015712,-0.5821371999999999,0.49209386,-1.7747198
DirectPBLN309,0.9141697,-0.10385269,0.42652684,0.5420579000000001,2.1370785,0.31758818,-1.2333481000000002,1.1515863000000002,0.26478922,0.7870834,-1.5359907,1.0335919,-0.31010570000000004,0.6962769,-0.27770728,0.7323351,0.50865334,-0.9896569,-1.1056428,0.2919442,-0.018906057,-1.4406062,0.5577378000000001,-0.55101264,-1.4876816000000002,2.5008805,-1.368426,-1.050663,-0.25319007,0.50131917,0.044234037000000004,0.21470614
DirectPBLN259,-0.7079743000000001,-0.6930522,-0.07858825,-1.1286068,-0.010985076000000002,0.56438756,0.83918273,-1.1960823999999999,1.5748396,-0.17895809,1.1712402,0.7282145000000001,-0.03273943,1.2476705,0.32395265,0.09228486,0.65997344,0.3561696,2.780612,0.12741604,0.9639553,-0.83861005,0.19384116,-0.004039854,-0.6809518,1.4918049999999998,0.08356953,0.06156128599999999,-0.9822841,1.0559795,0.10715028,-0.1941346
DirectPBLN173,0.0038054734000000003,0.28849852,1.9344188999999998,2.2899315,2.4714677000000003,0.34851438,-1.7453568,0.21208909,0.80146956,0.1031498,-0.07884318,0.18139797,0.35911465,0.05497034,-0.04324381,-1.2278459,-1.1941541000000002,0.69666684,-1.1253527,-1.5217935,0.24739996,0.07768604,1.1515731000000002,-0.16302784,-0.115524344,-0.04121107,1.2974212999999999,-2.3319883,-0.5893816,0.32031155,-1.1382364999999999,0.25940502
DirectPBLN009,0.22712463,0.50785947,-1.151732,-0.73216385,0.7721703000000001,-0.22777745,-0.8429693000000001,-0.99504143,-0.56197846,-0.8729805,0.5335380999999999,0.41276923,1.8760371,0.15019584,0.3448616,-0.20900592,1.4250662,-0.19793041,-1.3088917,-0.053535342,-1.7693880000000002,-0.07430169,1.7150425999999999,0.0032032429999999997,0.8446224,-0.1323466,-2.0243018,0.58464193,0.45204455,-0.69962686,-0.07793924,0.9643492
DirectPBLN121,0.43957746,-0.2511549,-0.30407137,-0.14217341,0.61115366,-0.2632129,1.5466611000000001,0.14098029,0.8198191999999999,1.1057732,-0.9858283000000001,1.0601264,0.4903148,1.1301116000000002,-0.3245889,0.042526796,1.2847137,1.5699785,1.6355882,-1.3245683000000001,0.68921375,-0.5118568,0.47057965,0.62529683,0.6122477,0.27391642,0.25797415,-0.46435517,0.36722794,-0.4517657,0.07732646,0.36863077
DirectPBLN350,-1.3362747,0.20463046,-0.69309336,0.09496853,0.6117191999999999,-0.20373482,-1.4895003999999998,-0.6651146,-1.5923035,-1.7312915,-0.59787667,-0.8624275,-0.1589554,-0.722845,0.09627333,1.1973909,0.6963899,-1.6355903,1.7076931,-1.944304,1.1361716,0.9331937,0.4170729,-0.8034220999999999,2.0811113999999997,-0.29462075,1.6772164,-0.67367077,-0.39803135,-1.1363946000000003,0.17956254,-0.06953055
DirectPBLN328,0.31196820000000003,-0.21213520000000002,0.18166631,1.045814,2.1048253,-0.8671055000000001,-0.51759446,-0.7338103,-0.30870402,-0.46463552,0.17264484,-0.75137496,-0.22232541,-2.1946635,-0.10739539599999999,-0.28587204,-0.96537614,0.57358325,-0.026661447999999997,-1.7379193,1.0659595,1.2055405000000001,0.45023906,1.5605428,-0.17746074,1.060863,-0.12217331,-0.66369796,1.0616843999999999,-0.030018121000000002,-1.1819742,-0.053060427
DirectPBLN258,0.70882154,0.8623700000000001,0.50530756,0.45648792,-1.1795248,1.0348822,0.73756826,-0.3625578,-0.62526643,-0.21492961,1.6943924,-0.36977497,0.28744283,-0.73359054,-0.77917963,1.3366533999999999,0.58056927,-2.0033717,-0.020273298000000002,-0.28960997,-0.4214575,0.48046738,-0.10756585,-0.54736173,-0.09809191,-0.30525112,0.39045823,-1.2717067,0.58086056,-1.5868158,1.0067711,-0.19113360000000001
DirectPBLN348,1.0106852,1.4438524,0.9055939000000001,1.6514331999999998,-0.88541937,-1.0734892,2.1933486,-0.26435292,0.6974161999999999,0.50646687,-2.7592106,-0.0038985908000000002,-0.32825664,-1.213131,-0.57888454,-0.63458407,1.1659915,-0.21354920000000002,1.40036,0.4734545,-1.1341021999999998,2.1783338,-2.6084833,0.24419579,-0.6734331,1.1966504999999998,-0.18766648,-0.1877819,1.2776521,-0.15734896,2.2444296,-0.06925563
DirectPBLN359,0.59338284,-0.88115907,-0.53647,0.90568095,0.13796958,-0.6418432,0.8035806,-0.68721336,0.1775266,1.1631911,-0.7351955,-0.23470370000000002,1.155036,0.7260574000000001,0.5017437,0.31237656,-0.78348124,-0.22078726,0.06538311,0.08711515,0.14936453,-0.0067283213,0.5113803,-0.8385469000000001,-0.9725004999999999,-0.08426863,-0.27680770000000005,-1.4073275,-0.7786294,0.4709044,-0.5488897,0.3921064
DirectPBLN290,0.8200714,-1.1682068,0.31883878,1.4485716,-0.26770079999999996,0.37886855,0.41775107,0.15305282,-0.6195170999999999,-0.87396085,0.6285113,-1.1558019,1.3260543,-1.8242425,1.6809998,1.0799591999999998,0.37916890000000003,0.98458236,2.4238327,-1.4972577,0.46363208,-1.1534440000000001,0.21913028,0.069975875,0.22869126,1.2563729,-1.044149,0.9996241,-1.9033028000000003,-0.8511443000000001,-1.2984941,1.0755888
DirectPBLN181,-1.6260213,0.9323075999999999,0.5407854,-0.83595705,0.38017473,-0.6046406999999999,-0.8086674,-1.5253603,0.18901452,0.24104017,0.09454135,0.3004443,0.37161994,1.7540639999999998,0.22656459,-1.9591333999999998,-0.8607216999999999,0.92773426,0.2089479,-0.8068764,0.84348726,0.22309312,0.42390782,0.31607875,-0.45501485,0.3305795,-0.65444636,-0.31428486,-0.5106485,1.2432143999999998,-0.6262568000000001,0.9828530000000001
DirectPBLN269,-0.71054244,0.5090962,0.42027348,-0.36960529999999997,-0.82851064,-0.9622308,-0.5169314,-0.18668741,0.5482941,1.1943576,-0.41326916,0.8065595999999999,-0.03255827,-0.010808258999999999,1.0842638999999998,-0.2541313,-1.5652863000000001,1.2566015,1.2268921999999998,0.78131664,1.0659994,1.7010744,-0.04298079,-0.28211644,-1.5824268,0.40509078,-1.0443683000000001,-0.95732236,-1.5111953000000002,-1.1399326,-0.6015074,-0.19645189
DirectPBLN159,1.9778506,0.3165268,0.9842837,1.5160173000000001,-0.51226085,0.2569731,1.2672004,-1.163929,1.3296857,1.0790823,1.3137083999999999,0.013829291,-1.7603220000000002,1.7034879,-0.95405406,0.8261601000000001,-1.3529038,0.9242111,-0.5943563000000001,0.63473284,-0.88105035,-0.17427805,-1.8052621,-0.09564358,-0.22624451,1.021735,0.3045283,-0.032654643,0.29138637,-0.59154576,-0.52856183,-1.6994221
DirectPBLN115,0.50914717,0.81186813,-0.2887349,-1.1719146,1.6142366000000001,-1.2729408000000002,0.41523826,0.337024,-0.57329196,-1.3752701,-0.7979194000000001,0.26294327,0.20025325,1.1488042,-0.061181455999999995,0.12093735,0.37281975,-0.62403375,-1.0408471,-1.1822045,-0.011362433,-0.5819464,-1.0440291,0.13640243,-0.3501513,0.8184581,1.2880367,0.36037123,0.96821946,-1.6353368000000001,-0.046463337,1.2970188999999999
DirectPBLN154,-1.1510417,0.6537708999999999,-0.555879,1.1528738,0.6645215,1.644016,0.32978165,-0.26262182,-0.3758864,1.0449015,0.25310546,1.4345587,-0.7887546,-0.23683283,0.8872908000000002,-0.6208424,2.256812,-1.3592688,-1.560439,1.776502,0.4979259,0.6304715999999999,0.034822166,-1.1944793,0.42640072,0.6360973000000001,-1.1724367,2.1722354999999998,0.24327618,1.0824101000000002,-0.9410684000000001,0.20831466
DirectPBLN044,0.31634176,0.8903805,0.07891202,0.34769458,-2.2153134,1.0881026000000003,-0.7571205,-0.6201125,0.20522133,-1.3188788,0.5207505,-0.5002644,1.0959994,-0.6632687,1.6621994999999998,1.0813081,-0.52384615,1.1991577,-0.29596412,-1.1125104,-0.9144699000000001,0.3751939,0.3666719,0.19828826,1.4627117,-1.1118026,-0.0754566,-0.41984144,-0.36642298,0.018868476000000002,0.10885328,0.21034825
DirectPBLN268,1.5632688,-0.86429685,-1.3215073,-0.48677337,0.14507031,0.37295246,1.6926346,-0.7802235,2.1383772,1.7474387999999998,0.41083919999999996,-1.101208,0.28476518,-0.14334592,-0.033191502000000005,0.32515872,-0.70974004,0.47773147,-0.38284123,-0.824097,0.5884416,1.0016658,-0.30615193,-1.0840945,-0.13798909,-0.8786863000000001,-1.3795248,0.09888345,0.55638236,0.29208958,-0.082505755,-0.07157343599999999
DirectPBLN343,-0.22682674,0.35910887,0.09180516,1.5768342,-0.39877379999999996,1.20175,1.2179141000000002,-0.19594234,-0.24024735,1.0776081,1.0645319,0.071478754,0.7157031,2.2960013999999997,-1.5571277000000001,-1.4196075000000001,1.1116763,-0.35960338,0.060906697,0.70494777,0.5764935,1.5006540000000002,-0.99271375,-0.6433213000000001,-0.37592945,0.21731633,0.83175826,-0.5152458,0.43447104,0.07921937,0.36452729999999994,-0.791419
DirectPBLN061,-0.086449236,0.00944674,-1.0474722,-1.1290606,-0.014766693000000001,-0.37629172,-0.51480526,0.47309172,-1.7924068,-1.0908086000000001,-0.25541085,1.038878,1.2657691,-0.43765837,0.5175258,0.35708958,-0.6060222,-2.1476066,-2.410102,-0.041080534,-0.27666718,0.23087521,1.0014869,0.37130508,2.7435136000000004,-0.29368135,0.32725245,0.40252286,-0.53643847,-1.2864094,-0.32732853,-1.0139055000000001
DirectPBLN034,1.8528466000000001,0.6633906999999999,-0.18555644,-0.7306279,0.3847493,1.7675618999999998,-1.0135863999999999,-1.3992283,-0.32260418,-0.4676205,0.77067345,-1.5328019,1.5420738,-0.28070703,1.4766635000000001,0.76585597,0.86802435,1.4848613000000002,-0.058824793,0.084420405,-0.5860863000000001,-0.19750488,1.4005888000000002,-0.17514502,-0.8809868000000001,-0.025605232000000002,0.13553599,1.3817983,0.723387,-1.2312665,-0.983512,0.36880392
DirectPBLN162,-1.9794865000000001,-0.6581146,1.0706726,1.4084469,1.970223,-1.6321089,0.7086529,-0.19431353,0.23170826,0.38427287,-0.26143134,-0.8747678,1.1232171999999998,-0.717935,0.86579245,-0.27362087,2.3529515,-0.52254844,0.8104668,2.0063667,-0.5349268,2.1917365,0.44427740000000004,-0.34528017,-0.28882676,-0.17231745,-2.2711252999999996,0.49114943,1.5569993999999998,-1.2155544,-0.021091937999999998,-1.3479366000000002
DirectPBLN062,-0.35513574,-0.8222184000000001,-1.4539583,0.9600687,1.3882143,0.33043846,-0.82661724,1.1050624,1.1164237,-0.40186337,-0.13751581,-0.23141737,-0.96898687,1.0761931,1.9705244999999998,-0.023939312,0.42359707,-1.1583838,1.0715277,-1.0874218,-0.2717632,0.7411194000000001,-1.1127903000000001,-1.6864427,1.6914741000000002,-1.1279502000000001,-0.95451176,0.57745236,-0.44969034,1.7403865,-1.8913351999999999,-0.47401735
DirectPBLN296,1.1753851,-0.61563593,1.1430416,0.07283049999999999,-0.05946794,0.3444653,-0.69517154,1.6979123,2.5025187,0.20202598,-1.0555379999999999,2.1139832000000003,0.73044586,-0.5479644,-1.3996863000000002,-0.07777402,1.9360712,1.2094222,1.0245069,-0.10035175,0.5400362,-0.43499345,-0.7367893,-1.1996622,-0.47538128,0.09530704,-1.7048933999999998,-2.0424116000000003,0.65082335,1.2236781,1.115933,-0.85929346
DirectPBLN204,-0.06849055,0.6397438,-1.0786243999999998,-0.8713254,1.8469057,1.5914966999999998,-0.71333075,0.17417368,-2.7098063999999997,0.8488918,-1.0684305,-0.5933124,-0.18755215,0.36142814,0.61088264,-0.14778884,0.27228498,-0.63190675,-0.01741153,0.21505524,-1.1372908000000002,1.0363721,-0.5648663,0.086174965,-1.0375550999999998,-0.020833492,1.309344,3.0929882999999996,1.6318595,0.08692542,0.083767354,-0.5388714
DirectPBLN238,-0.27438888,0.35123897,1.2034197,-1.7035356,-0.61939716,-0.17849849999999998,1.5465782,-0.50745964,1.356941,2.177125,0.77021146,0.51012415,0.06747818,1.0455446,0.5015573,-0.53469783,1.3744931,0.90971327,-0.37065846,-0.7514247,0.32534957,-0.448746,0.21328071,2.9044623,0.22192307,1.7799903000000001,-1.1501193,0.371629,-0.044689572999999996,0.8041833,-0.1716778,0.8168544
DirectPBLN164,-0.9388385,1.7544383999999997,-0.57461923,-0.20395213,0.9333334999999999,0.9046414,-2.4812517000000005,-0.46213377,-0.28692790000000007,1.0956181,-0.12002444,-0.07101053,-0.3508559,-1.1182153000000001,-0.50838506,-0.27254736,-0.9087561,-2.2534575,-0.2713545,0.5137067,-0.17818476,0.93823093,-0.98861414,0.8584499,0.059996475,1.3849857,-0.83427316,0.12262434,-0.9048369,-0.59553826,-2.2797224999999997,-0.008209735
DirectPBLN165,-1.5206583999999999,1.4631522,0.8102735,-0.36274874,-0.83892614,0.82697475,1.6023377,0.31230217,-0.6644882,-0.016237825,-0.74200106,0.75941503,-1.9044738,-0.0040437877,0.9495564000000001,-0.6393175,-3.0043187000000002,0.20917448,-0.4247103,-0.37554976,-0.32102270000000005,-0.44478840000000003,-1.3261132,-0.1894044,-0.048808455,0.10670408599999999,0.44029567,0.11708386,1.0371171000000001,-2.1802482999999997,1.776545,-1.0289708
DirectPBLN267,-0.99638504,1.7054779999999998,1.5779868000000001,-0.9835486999999999,-0.52864724,-0.5600148,0.86224794,-1.6293191,1.8409199,-0.64888626,0.45864534,1.4871135,0.45107692,-1.474382,1.1356311000000001,-0.32586753,0.49696895,0.3370309,1.1118306999999998,0.7357483,1.2046137,-0.9787033000000002,0.69699776,-1.6186976,-0.8667944,0.23809566,-1.2668126,-0.09596887,1.1472191999999999,2.048261,-1.072998,0.64263546
