feature_id	taxonomy	control.1	control.13	control.15	control.16	control.18	control.19	control.20	control.22	control.27	control.28	control.29	control.3	control.30	control.31	control.38	control.4	control.40	control.43	control.45	control.5	control.6	control.7	control.8	FIBRO.1	FIBRO.10	FIBRO.11	FIBRO.13	FIBRO.15	FIBRO.17	FIBRO.18	FIBRO.19	FIBRO.2	FIBRO.20	FIBRO.21	FIBRO.22	FIBRO.23	FIBRO.24	FIBRO.25	FIBRO.26	FIBRO.27	FIBRO.28	FIBRO.3	FIBRO.4	FIBRO.5	FIBRO.6	FIBRO.7	FIBRO.8	FIBRO.9	our.control.18	our.control.19	our.control.22	our.control.23	our.control.25	our.control.4	FIBRO.29	FIBRO.30	FIBRO.31	FIBRO.32	FIBRO.33	FIBRO.34	FIBRO.35	FIBRO.36	FIBRO.37	FIBRO.38	FIBRO.39F	FIBRO.40	FIBRO.41	FIBRO.43	FIBRO.44
2347b99337ff22791d41facb072caa1a	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be5f2f1f572de513902a150d40e1d7a2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__; s__	0	0	21	0	0	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	8	8	0	0	0	8	21	0	4	0	0	7	4	0	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	12	16	0	0	0
b932d0d27249de0d5240c2994abeed5f	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	5	0	10	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
7794510af1f917c4b026eec99004ad85	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f1968760f1bea62b8a5c07768d568eb3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	52	0	0	0	40	0	0	18	0	0	0	0	0	0	0	0	0	25	0	10	0	0	114	0	0	0	0	11	165	0	3	0	0	14	119	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	239
885862821545df7437f06cb9c4817a2b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	14	415	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d4b0397ce17eacd5c7b7b52faa98a017	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dd7b75ebef97fe5f3e0e31e42bcd3626	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cbd2335c376ef0df126ab6ca9bb23566	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	57	71	178	309	151	130	30	107	0	23	56	200	58	20	122	19	74	65	305	161	0	235	60	163	110	94	34	0	133	32	180	10	275	74	122	0	116	0	181	127	41	144	230	77	0	0	0	171	0	42	38	107	37	286	8	35	17	7	13	28	83	7	0	0	0	39	24	58	0
8e8581c880bba7936274bd2ea384c4ee	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Odoribacter; s__	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	190	0	0	0	0	0	0	0	0	0	970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0
d77fce37f4f865b66755bea370327d6e	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Sutterella; s__	0	0	0	139	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	55	0	0	0	0	0	0	0	414	0	24	0	0	0	0	0	7	0	139	6	23	0	0	0	0	107	0	0	0	0	148	0	0	0	0	23	3	0	501	0	17	0	14	0	0	0	0	0
9e086943de8eb0da70064aa1e4ea8628	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	128	356	17	48	231	65	234	28	18	85	34	30	73	0	257	37	157	545	72	31	25	81	68	161	0	433	0	0	31	186	0	0	35	76	23	0	42	0	17	45	73	22	22	28	2049	0	378	58	0	56	237	83	62	103	26	69	48	0	12	52	14	18	207	18	49	13	0	6	0
a958d4d5f367d158457b50f73f4b6b7e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Faecalibacterium; s__prausnitzii	68	1872	823	2239	239	670	923	750	15	324	108	2284	1426	333	419	110	286	163	5474	460	2986	1074	358	69	1617	1690	497	21	0	1347	1535	0	382	1962	117	0	1735	740	3599	658	198	2103	3289	237	0	85	337	264	2072	189	0	1783	17	511	9	157	480	80	403	88	507	216	0	189	128	134	427	31	110
10c88e56e1a9af7f606746ed407145f9	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	38	28	7	0	0	0	0	0	0	0	0	0	0	0	56	0	0	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	2
c43ee071d74b8cc513cefe92a900dd77	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__aerofaciens	211	446	29	35	1616	1240	1475	864	25	149	167	709	485	173	653	559	325	0	790	1943	0	602	0	1060	3938	666	523	0	5903	806	0	2934	4629	690	2863	26	1050	2873	2155	1302	525	725	791	253	1958	542	4119	2461	0	1061	0	483	30	297	33	57	94	23	617	140	486	0	0	857	0	151	327	109	556
6d6e7808e04d77e699d7604a5ae67153	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	26	0	0	0	0	10	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e053096e2f835c8c163ca326ede3ad33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
baf2f525ca6a03d0217486e2a4edc80d	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	0	0	0	12	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	278	62	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0
920d4d142f713e798aba9e0f1fa4e045	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae; g__; s__	0	0	0	8	0	0	15	11	0	0	0	0	0	0	0	0	0	0	0	3	16	3	0	0	0	5	0	0	0	0	60	13	2	0	0	0	12	14	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0
daeca39c30cbc50869a2b1d0c385e678	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__	0	0	0	26	26	0	0	0	0	0	0	0	0	0	0	0	41	0	26	0	178	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	10	0	0	0
afa57049355c8707d38f4ad23021ab8e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0	0	0	25	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	18	0	0	0	0	0	13	122	0	0	0	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d23656846d8e317d904c0797b4b872cb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0
ee64f76e4be5072a1b9bdac840103bb2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	399	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0
ad93e40b4df58782b324358474138c96	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ccddf0df6f0802757d4324f6693869bf	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0
73dd2cb17e74ee6a85ea9327aa7d1e7f	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2301d606148de8f04f75b9036f91b08b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	66	0	17	30	40	67	111	0	0	69	0	0	0	0	0	0	957	64	36	0	0	36	0	0	29	0	0	0	0	0	148	193	0	0	0	84	0	0	25	0	0	27	40	0	0	0	0	26	19	0	70	0	208	0	7	12	0	0	9	6	0	0	0	62	0	0	0	0
c8554dbc53dd9d7d943135e30e128d99	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	0	0	0	36	0	0	0	0	0	218	30	0	0	0	168	0	350	136	0	0	64	0	229	0	0	0	115	0	0	0	67	0	0	0	0	0	447	156	0	0	269	0	0	0	0	0	0	0	330	0	80	0	12	0	0	0	0	134	0	0	0	0	0	0	0	0	0
e16c67643bbec93a9eb1a41123d37bc2	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__; s__	0	0	0	0	0	0	0	9	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	8	0	0	0	0
5ddb13fcc2b5fbbb774b0c0340b7cc87	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0	0	0	53	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0
2f9f308916657000a27adaffe8bfe3bd	k__Bacteria; p__Firmicutes; c__Erysipelotrichi; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Coprobacillus; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3
453a09839f38bcc24d5e009b63ed8b6e	k__Bacteria; p__Cyanobacteria; c__4C0d-2; o__YS2; f__; g__; s__	0	0	0	38	0	0	0	0	0	0	8	218	55	0	0	0	32	0	0	0	0	0	0	0	0	0	22	59	0	0	0	18	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0e295f8440530883769b72067e9afe71	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	0	28	0	78	0	24	97	21	45	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	15	0	0	0	0	0	0	0	205	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	7	0	0	17	0	0	0	0	0	0	15	30	18	0
8740a773a1cb2fe29a87463635202784	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	0	0	62	0	0	0	18	0	30	0	35	0	0	0	0	49	0	0	0	69	0	0	0	0	33	0	0	0	0	0	43	0	0	0	0	0	0	149	0	0	151	43	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	8	0	0	0	8	0	0	0	22
e9efeeb513fd66aaa4c3829ce022a418	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__copri	10134	0	0	0	0	0	0	0	13035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	2359	0	0	0	0	0	0	0	0	0	0	0	0	25376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4831dcee2240af4c6476ca3d9df939c8	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	0	0	35	24	115	93	78	601	28	22	11	175	184	0	51	424	0	0	64	144	16	85	0	1846	0	0	0	102	0	96	293	347	0	112	128	67	63	61	268	0	34	194	11	821	0	96	636	0	8	21	0	44	9	773	0	0	79	7	0	43	121	35	278	43	32	0	131	0	0
213ea7660b0e3aba2b15597f9ac25e26	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2b00e6c4d9c803dc265abd5ed306538	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	92	0	0	0	0	0	0	0	107	0	0	0	0	296	0	0	0	116	0	0	0	262	0	0	0	33	26	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
f45e99f3121d6382a8f1a11f730b3700	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0	0	8	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
913dd54c0056f16296fe1d62544ee9ed	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__	0	45	8	5	18	61	26	31	0	13	0	284	6	0	9	0	11	56	115	91	44	15	33	0	31	12	14	0	0	25	0	34	34	37	0	0	35	27	1549	8	15	44	54	21	0	0	100	31	0	32	22	15	10	23	0	0	0	0	12	4	131	7	0	0	10	4	21	9	0
f90244aeade79415e807127b24ecc93e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3cda020abc2e1881418151e40d60602b	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	1206	243	245	0	614	0	0	0	0	0	1481	1568	0	0	0	0	0	0	145	0	381	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	14	0	0	336	0	0	0	0	0	0	0	0
5ad8b76f2948201c1377b5403280d7df	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Barnesiellaceae]; g__; s__	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40db3f20d717682ef32b9799a886743e	k__Archaea; p__Euryarchaeota; c__Methanobacteria; o__Methanobacteriales; f__Methanobacteriaceae; g__Methanosphaera; s__	0	0	0	478	0	0	0	0	0	62	27	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	0	1661	0	0	0	0	0	0	0	0	0	1041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
1072ea474b16308c27e0604a94aeaec2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	0	0	0	0	1123	82	24	34	0	244	0	14	501	0	84	0	154	511	29	0	111	1175	77	0	31	16	0	0	0	1502	0	12	0	17	0	0	166	32	0	19	52	0	71	649	0	0	0	303	466	0	0	293	101	29	33	0	955	16	35	169	0	0	0	14	0	40	567	27	15
740a60e4ca45de21962dada32d336af4	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	43	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	171	0	44	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	43	0	0	0	0
7a70182f2ee03aa84ae867a0e15dd6b6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	25	17	22	17	16	15	161	54	0	17	30	23	0	5	0	0	17	97	0	0	19	45	23	5	102	85	8	11	557	0	0	0	25	10	0	0	122	23	11	60	43	0	9	8	0	24	169	10	27	10	39	12	7	47	0	4	13	4	6	32	8	41	0	156	32	6	75	0	32
39176ee153d14c24f7e7f1f3c785e647	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales	263	222	325	84	347	948	0	236	85	153	65	193	458	149	529	143	272	141	335	195	45	331	160	162	140	513	0	0	8	1171	0	49	0	220	284	0	385	21	161	328	218	646	75	262	954	0	0	1110	289	260	0	282	162	266	44	86	93	108	14	96	83	145	0	0	24	56	138	56	24
d2155f0b78f611a5d4402f629385f674	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__putredinis	118	737	411	741	0	940	0	398	0	886	298	1624	1148	0	933	321	371	316	1232	26	3413	1509	862	0	180	1436	1784	0	0	66	13	153	0	144	20	0	862	1217	322	381	0	65	1212	0	15	0	147	951	581	253	280	346	161	2050	85	234	130	79	0	455	478	0	0	0	847	0	0	0	226
565288c713a71bcf8b8cee9847099a66	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	18	0	71	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	24	0	0	0	0	15	0	0	10	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe8a0503edf2848260f16bd90820c242	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28dce311402512983185005beaf11c67	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	48	0	0	0	325	0	26	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	150	0	0	46	0	0	0	0	0	0	0	49
2aa84e2e32e6e31b80138b984bbbb4cf	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__[Odoribacteraceae]; g__Butyricimonas; s__	0	0	0	0	0	0	0	152	0	0	29	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c4826d019c5fc96e268c41e94358ad2e	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	0	0	0	6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
be62d180266d49b3ed3a51a1641a13fd	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	41	116	26	153	0	31	0	717	0	2691	0	0	0	0	403	0	0	0	0	480	0	0	0	0	0	0	1053	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0
9f4fee07c470cf03fbf1e75637cd92d9	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
023171b11426fad3de6afc12ded7ae6e	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__	0	0	0	0	0	0	0	14	14	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f70e8bc459c8bb283d4fd0caf7c45d27	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus	0	1014	219	606	4992	20	2212	2601	231	887	42	87	120	0	375	0	53	1376	80	14	572	1842	21	22	547	19	638	0	0	0	0	19	0	163	0	5	721	1889	0	431	267	0	3381	0	0	43	0	1088	926	4070	0	44	0	1294	0	9	401	0	53	548	0	31	0	0	32	251	279	143	0
6088d3a8c069b628873e32d953ca422c	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	97	0	140	262	0	119	308	217	0	0	0	127	267	0	0	0	231	368	449	216	57	60	106	393	0	0	0	0	0	0	1755	0	1136	461	142	0	661	301	3378	0	126	50	757	199	1779	52	0	102	88	491	637	122	95	175	5	289	13	11	69	20	92	173	0	0	5	31	14	126	0
80d72525b42331f3ed4598be8bb81a78	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Clostridium	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c9a11f7ea50df8745b4dce5bda26dcb	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	0	0	0	0	0	0	0	58	0	19	0	0	0	0	76	0	33	0	0	80	0	0	0	0	0	0	0	0	0	0	80	0	0	60	193	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	21	5	4	0	0	2	0	0	0	0	0	3	5	0
93ab4e96b5f0d2ae2f296113375ef3d4	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__garvieae	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dbd4f4015baf2d82e916d6fbd516d9b9	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae; g__Collinsella; s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	16
