,y score,y pred,y test
0,-2.5432700919546862,0,0
1,-1.8855292653641886,0,1
2,2.489539627054522,1,0
3,2.2086242080049017,1,1
4,0.10311300252358069,1,1
5,-2.557170298634266,0,0
6,4.984653293146859,1,1
7,2.468069887368112,1,1
8,-0.23407355274425368,0,1
9,0.09595173266401846,1,1
10,-2.0788319263796966,0,0
11,3.1118180668675093,1,1
12,0.08215453477033452,1,0
13,1.5463769357471342,1,1
14,3.5700100937535053,1,1
15,4.263573889713949,1,1
16,1.8179003480748672,1,1
17,1.2216983847627556,1,0
18,-2.2536357087317826,0,0
19,2.2890508295944114,1,1
20,0.7527496389647392,1,1
21,-3.3461518764343525,0,0
22,3.2706849947795247,1,1
23,0.24332589652432435,1,1
24,4.064603601136393,1,1
25,3.5022479398626727,1,1
26,2.158492483054995,1,1
27,1.5935312198228526,1,1
28,-1.450029914226936,0,1
29,-2.9878888761533817,0,0
30,4.30286529081287,1,1
31,-3.8248095783664455,0,0
32,1.6631492188314592,1,1
33,1.7987375718949277,1,1
34,-0.1254665657932439,0,1
35,1.108078066885336,1,1
36,-0.37493934067224655,0,0
37,0.9346214873629142,1,1
38,2.1358304708992675,1,1
39,2.6689739719413508,1,1
40,3.2487862905132188,1,1
41,0.0488187651549008,1,1
42,4.544647552103306,1,1
43,0.5881067286471289,1,1
44,4.252399966473088,1,1
45,-0.9258053901827357,0,1
46,2.552229492277216,1,1
47,0.05589164488376741,1,1
48,-3.9906803645576945,0,0
49,-2.9081928152902394,0,1
50,1.4116181439333484,1,0
51,7.5792177510349985,1,1
52,0.48706965085303555,1,1
53,4.006259736999023,1,1
54,3.3579335917379565,1,1
55,-0.048013811791880245,0,1
56,-0.3748397329459625,0,0
57,0.16616397924796877,1,0
58,0.6820945752094704,1,1
59,-1.4963890534823552,0,0
60,2.5957741541450705,1,1
61,-0.8237560090775188,0,1
62,-1.212860384056432,0,1
63,3.0990133792304997,1,1
64,0.8196518138952004,1,1
65,0.2838433800270169,1,1
66,0.6153613850310594,1,1
67,0.7248550268546107,1,1
68,2.5411107052628896,1,1
69,1.1513934905027359,1,1
70,-0.7456376931382246,0,0
71,1.1417059278687773,1,0
72,1.0136970511826964,1,1
73,2.1896068382314073,1,1
74,-1.075265390854673,0,0
75,2.0277101926637453,1,1
76,-1.4276160863201905,0,0
77,-0.31576871791916095,0,1
78,1.7508233131478068,1,1
79,0.16785108409214355,1,1
80,0.799279201158848,1,1
81,3.403485840259501,1,1
82,0.6111175493626692,1,1
83,4.43730652460385,1,1
84,-2.6120841469282876,0,0
85,2.4331384906094318,1,1
86,2.9528838428677293,1,1
87,-1.0306535385608608,0,1
88,-0.46084399046285374,0,1
89,-1.99942383157539,0,1
90,1.2124943506637411,1,1
91,2.448135185952248,1,1
92,0.15551461607014427,1,0
93,0.9849065652472041,1,1
94,1.699461656142832,1,1
95,1.4246517959834168,1,1
96,0.635146951753386,1,1
97,1.2640501402182256,1,1
98,-3.009671428033789,0,0
99,3.362939122904047,1,1
100,1.8153795985082315,1,1
101,-0.3157606698063714,0,1
102,0.9037218841955282,1,1
103,1.415626516453889,1,1
104,2.118965915352482,1,1
105,2.418889457206527,1,1
106,0.7328929238023622,1,1
