KERNEL,GAMMA,C,TRAIN-AUC,TRAIN-ACC,TEST-AUC,TEST-ACC
linear,1000.0,auto,0,0.598076923076923,0,0.4833333333333333
linear,1.0,auto,0,0.5923076923076923,0,0.45
linear,100.0,auto,0,0.5980769230769231,0,0.4416666666666666
linear,0.1,auto,0,0.5740384615384615,0,0.4333333333333334
linear,1000.0,scale,0,0.5971153846153846,0,0.425
linear,0.01,scale,0,0.5173076923076924,0,0.4166666666666667
linear,0.1,scale,0,0.5788461538461538,0,0.4166666666666666
linear,0.01,auto,0,0.5307692307692308,0,0.4166666666666666
linear,100.0,scale,0,0.5923076923076923,0,0.4
linear,10.0,auto,0,0.5990384615384616,0,0.35
linear,10.0,scale,0,0.6153846153846153,0,0.3333333333333333
linear,1.0,scale,0,0.6,0,0.325
